verdict,domain
תפ_41269-05-16,drugs
תפ_61720-01-23,drugs
תפק_29591-10-20,drugs
תפ_36868-09-18,drugs
תפ_29209-08-21,drugs
תפ_35568-01-23,drugs
תפ_9380-03-21,drugs
תפ_44129-09-19,drugs
תפ_45433-09-17,drugs
תפ_55335-12-21,drugs
תפ_35274-02-19,drugs
תפ_33728-01-19,drugs
תפ_37474-03-20,drugs
תפ_20685-11-16,drugs
תפ_16259-02-17,drugs
תפ_41105-10-10,drugs
תפ_6678-12-20,drugs
תפ_14313-09-19,drugs
תפ_35742-05-22,drugs
תפ_50359-08-19,drugs
תפ_15315-06-23,drugs
תפ_26521-10-19,drugs
תפ_44550-10-20,drugs
תפ_620-01-17,drugs
תפ_60270-11-21,drugs
תפ_24154-01-12,drugs
תפ_53049-03-16,drugs
תפ_44540-10-20,drugs
תפ_33252-04-17,drugs
תפ_43665-08-21,drugs
תפ_15564-04-14,drugs
תפ_54137-11-19,drugs
תפ_42162-12-21,drugs
תפ_19705-09-23,drugs
תפ_50774-11-15,drugs
תפ_7486-05-18,drugs
תפ_48974-11-20,drugs
תפ_70256-11-18,drugs
תפ_31925-05-20,drugs
תפ_20853-12-22,drugs
תפ_22080-10-16,drugs
תפק_6666-09-19,drugs
תפ_26526-09-21,drugs
תפ_12612-10-21,drugs
תפ_4127-11-17,drugs
תפ_35074-05-17,drugs
תפ_37287-04-15,drugs
תפ_17098-06-12,drugs
תפ_7874-11-21,drugs
תפ_15972-06-20,drugs
תפ_55287-02-17,drugs
תפ_23577-02-19,drugs
תפ_58966-01-18,drugs
תפ_27495-05-20,drugs
תפ_35907-11-14,drugs
תפ_60803-01-19,drugs
תפ_46090-03-14,drugs
תפ_27511-12-22,drugs
תפ_8689-04-21,drugs
תפ_37176-11-17,drugs
תפ_1197-11-21,drugs
תפ_33691-04-12,drugs
תפ_26709-06-14,drugs
תפ_45996-07-21,drugs
תפ_37825-05-15,drugs
תפ_4370-02-16,drugs
תפ_65292-07-23,drugs
תפ_20928-07-12,drugs
תפ_27955-01-18,drugs
תפ_51149-02-22,drugs
תפ_61816-07-23,drugs
תפח_63185-07-21,drugs
תפ_30401-06-20,drugs
תפ_50059-04-15,drugs
תפ_63255-11-16,drugs
תפ_24650-09-22,drugs
תפ_48239-03-20,drugs
תפ_47168-03-18,drugs
תפ_29457-07-16,drugs
תפ_21721-05-15,drugs
תפ_29968-09-22,drugs
תפ_50988-12-15,drugs
תפ_47301-07-16,drugs
תפ_29892-08-17,drugs
תפ_53098-05-17,drugs
תפ_68645-11-20,drugs
תפ_5778-09-20,drugs
תפ_16419-02-21,drugs
תפ_22804-10-19,drugs
תפ_74742-06-20,drugs
תפ_65302-03-22,drugs
תפק_19437-12-16,drugs
תפ_31647-04-18,drugs
תפ_50105-10-12,drugs
תפ_26718-06-14,drugs
תפ_21094-05-18,drugs
תפ_69278-05-18,drugs
תפ_45181-01-14,drugs
תפ_927-09-21,drugs
תפ_17081-12-16,drugs
תפ_54648-02-17,drugs
תפ_46894-03-19,drugs
תפ_19505-01-18,drugs
תפ_41688-08-17,drugs
תפ_57250-07-24,drugs
תפ_52282-01-22,drugs
תפ_46741-07-15,drugs
תפ_21530-01-20,drugs
תפ_11545-01-19,drugs
תפ_25458-11-18,drugs
תפ_58790-08-18,drugs
תפ_25806-05-22,drugs
תפ_60947-11-18,drugs
תפ_38551-01-20,drugs
תפ_59136-05-13,drugs
תפ_61841-07-22,drugs
תפ_60855-05-22,drugs
תפ_59618-07-22,drugs
תפ_21137-11-23,drugs
תפ_55353-01-21,drugs
תפ_191230-15,drugs
תפ_37153-03-20,drugs
תפ_16980-01-14,drugs
תפ_8917-06-22,drugs
תפ_37326-09-17,drugs
תפ_16541-01-21,drugs
תפק_60348-03-21,drugs
תפ_29877-04-22,drugs
תפ_5507-11-14,drugs
תפ_51165-08-19,drugs
תפ_46386-01-14,drugs
תפ_53124-07-19,drugs
תפ_8639-04-23,drugs
תפ_30094-09-19,drugs
תפ_34668-04-22,drugs
תפ_26620-12-16,drugs
תפ_47787-06-19,drugs
תפ_21291-04-23,drugs
תפ_52589-10-20,drugs
תפ_9145-10-19,drugs
תפ_61430-01-19,drugs
תפ_52785-01-20,drugs
תפ_59067-03-21,drugs
תפ_15997-02-20,drugs
תפ_58723-03-16,drugs
תפ_23454-02-17,drugs
תפ_43869-10-11,drugs
תפ_24296-05-20,drugs
תפ_55717-02-24,drugs
תפ_39214-12-15,drugs
תפ_54499-11-15,drugs
תפ_42987-06-16,drugs
תפ_74108-01-20,drugs
תפ_34055-07-13,drugs
תפ_40892-01-24,drugs
תפ_36431-04-15,drugs
תפ_70274-07-20,drugs
תפ_53910-06-12,drugs
תפ_54682-05-22,drugs
תפ_12130-05-22,drugs
תפ_10853-08-16,drugs
תפ_31170-11-21,drugs
תפ_24516-06-21,drugs
תפ_20403-02-20,drugs
תפ_35466-10-18,drugs
תפ_43253-03-21,drugs
תפ_31276-05-19,drugs
פל_13776-06-21,drugs
תפ_49625-04-17,drugs
תפ_31812-10-22,drugs
תפ_39495-06-19,drugs
תפ_24953-08-24,drugs
תפ_61989-05-19,drugs
תפ_20652-08-24,drugs
תפ_30494-12-11,drugs
תפ_5672-11-18,drugs
תפ_30913-02-21,drugs
תפ_30849-07-19,drugs
תפ_53481-06-12,drugs
תפ_56431-02-24,drugs
תפ_63213-06-20,drugs
תפ_21162-10-19,drugs
תפ_3720-03-15,drugs
תפ_19260-11-14,drugs
תפ_51123-01-12,drugs
תפ_23459-03-16,drugs
תפ_10086-06-18,drugs
תפ_49401-08-15,drugs
תפ_2275-06-17,drugs
תפ_35798-12-16,drugs
תפ_52963-12-20,drugs
תפ_10096-02-22,drugs
תפ_37468-09-16,drugs
תפ_28736-03-20,drugs
תפ_50754-02-20,drugs
תפ_25474-11-15,drugs
תפ_10931-04-24,drugs
תפ_60029-08-18,drugs
תפ_5726-02-16,drugs
תפ_45117-01-18,drugs
תפ_18216-09-16,drugs
תפ_50038-01-19,drugs
תפ_35481-05-14,drugs
תפ_64995-06-19,drugs
תפ_36602-08-20,drugs
תפ_52567-05-23,drugs
תפ_12151-12-17,drugs
תפ_42974-11-12,drugs
תפ_57066-11-19,drugs
תפ_46424-05-24,drugs
תפ_60057-12-19,drugs
תפ_36797-07-23,drugs
תפ_29210-12-14,drugs
תפ_1746-01-23,drugs
תפ_59518-01-13,drugs
פל_9037-11-12,drugs
תפ_30615-08-19,drugs
תפ_34266-09-18,drugs
תפ_6997-06-18,drugs
תפ_11217-09-21,drugs
תפ_8642-08-18,drugs
תפ_9264-02-21,drugs
תפח_50765-06-17,drugs
תפ_63955-03-17,drugs
תפ_29090-08-15,drugs
תפ_27865-11-17,drugs
תפ_25529-12-12,drugs
תפ_22402-11-18,drugs
תפ_12748-07-20,drugs
תפ_54351-11-21,drugs
תפ_12495-01-15,drugs
תפ_26856-05-16,drugs
תפ_22297-11-20,drugs
תפ_17948-09-17,drugs
תפ_57939-01-21,drugs
תפ_17109-06-12,drugs
תפ_15707-04-23,drugs
תפ_8440-07-20,drugs
תפ_54487-02-16,drugs
תפ_10814-01-20,drugs
תפ_40096-10-18,drugs
תפ_13549-10-21,drugs
תפ_41280-09-16,drugs
תפ_63413-01-22,drugs
תפ_38578-12-20,drugs
תפ_3001-08-12,drugs
תפ_31963-09-22,drugs
תפ_60183-03-21,drugs
תפ_65763-12-19,drugs
תפ_7271-08-21,drugs
תפ_39513-08-16,drugs
תפ_33697-12-18,drugs
תפ_32175-07-22,drugs
תפ_20767-09-16,drugs
תפ_44501-11-16,drugs
תפ_28766-04-22,drugs
תפ_25537-07-24,drugs
תפ_32305-12-23,drugs
תפ_57459-06-20,drugs
תפ_74036-12-19,drugs
תפ_15873-11-13,drugs
תפ_61470-01-19,drugs
תפ_58075-11-22,drugs
תפ_21991-04-20,drugs
תפ_20161-12-21,drugs
תפ_3507-03-14,drugs
תפ_2047-08-15,drugs
תפ_32841-01-17,drugs
תפ_49033-06-18,drugs
תפ_11439-03-12,drugs
תפ_71333-10-21,drugs
תפ_58812-10-17,drugs
תפ_24257-09-22,drugs
תפ_33866-12-15,drugs
תפ_67473-10-21,drugs
תפ_17404-07-18,drugs
תפ_22021-09-22,drugs
תפ_34925-03-14,drugs
תפ_32597-07-20,drugs
תפ_49472-07-18,drugs
תפ_71101-01-24,drugs
תפ_27432-10-16,drugs
תפ_74740-06-20,drugs
תפ_65636-05-18,drugs
תפ_37379-02-18,drugs
תפ_47022-05-14,drugs
תפ_10324-07-17,drugs
תפ_31425-08-20,drugs
תפ_31236-09-14,drugs
תפ_19461-05-22,drugs
תפ_41946-07-16,drugs
תפ_9763-11-19,drugs
תפ_13704-12-23,drugs
תפ_35543-02-20,drugs
תפ_54873-07-15,drugs
תפ_8108-08-11,drugs
תפ_30169-09-16,drugs
תפ_5911-11-16,drugs
תפ_16312-10-12,drugs
תפ_39665-05-18,drugs
תפ_51938-04-21,drugs
תפ_62333-01-23,drugs
תפ_6308-11-18,drugs
תפ_20330-11-23,drugs
תפ_33037-09-17,drugs
תפ_32991-05-19,drugs
תפ_33848-05-14,drugs
תפ_35116-09-24,drugs
תפ_22715-06-17,drugs
תפ_30009-08-23,drugs
תפ_7832-07-20,drugs
תפ_31394-12-15,drugs
תפ_17610-09-15,drugs
תפ_34399-08-14,drugs
תפ_60682-03-14,drugs
תפ_53463-08-19,drugs
תפ_2679-03-18,drugs
תפ_21724-08-22,drugs
תפ_28565-05-24,drugs
תפ_34792-10-18,drugs
תפ_1387-01-22,drugs
תפ_16374-08-19,drugs
תפ_60753-08-22,drugs
תפ_30643-03-18,drugs
תפ_62983-12-20,drugs
תפ_54330-12-17,drugs
תפ_46914-06-18,drugs
תפ_10689-10-17,drugs
תפ_57006-11-23,drugs
תפ_36886-11-17,drugs
תפ_50082-03-16,drugs
תפ_25098-12-22,drugs
תפ_8864-08-18,drugs
תפ_19936-08-19,drugs
תפ_14284-06-21,drugs
תפ_45447-12-24,drugs
תפ_53833-03-23,drugs
תפ_4788-09-15,drugs
תפ_41870-05-22,drugs
תפ_55035-10-18,drugs
תפ_36709-11-15,drugs
תפ_16619-01-18,drugs
תפ_5858-02-20,drugs
תפ_28315-05-23,drugs
תפ_14734-11-19,drugs
תפ_50979-06-22,drugs
תפ_25053-07-24,drugs
תפ_53886-06-16,drugs
תפ_25502-05-22,drugs
תפ_32895-05-22,drugs
תפ_26207-03-11,drugs
תפ_1390-09-20,drugs
תפ_15587-10-21,drugs
תפ_7926-08-19,drugs
תפ_2232-08-15,drugs
תפ_43354-03-21,drugs
תפ_44843-01-19,drugs
תפ_22433-05-18,drugs
תפ_30538-02-19,drugs
תפ_26717-06-14,drugs
תפ_9183-11-18,drugs
תפ_13793-08-15,drugs
תפ_7408-03-20,drugs
תפ_39829-08-21,drugs
תפ_6322-04-16,drugs
תפ_54068-08-20,drugs
תפ_50969-06-22,drugs
תפ_39924-02-16,drugs
תפ_30050-06-10,drugs
תפ_45102-06-19,drugs
תפ_66922-03-22,drugs
תפ_35865-07-17,drugs
תפ_43263-03-21,drugs
תפ_37533-12-15,drugs
תפ_17677-04-17,drugs
תא_40004-08-18,drugs
תפ_43983-05-19,drugs
תפ_34823-01-23,drugs
תפ_28032-06-19,drugs
תפ_16332-07-21,drugs
תפ_5076-04-22,drugs
תפ_9220-06-20,drugs
תפ_9758-01-21,drugs
תפ_36933-03-17,drugs
תפ_15425-02-14,drugs
תפ_5434-11-18,drugs
תפ_28953-06-18,drugs
תפ_53090-10-19,drugs
תפ_41687-01-22,drugs
תפ_13939-07-18,drugs
תפ_18285-08-16,drugs
תפ_64298-02-24,drugs
תפ_43916-09-17,drugs
תפ_27961-04-18,drugs
תפ_22022-07-18,drugs
תפ_54468-03-15,drugs
תפ_2848-04-19,drugs
תפ_30806-04-21,drugs
תפ_50998-12-18,drugs
תפ_22426-12-15,drugs
תפ_68754-10-21,drugs
תפ_16935-09-13,drugs
תפ_13249-10-22,drugs
תפ_42397-03-12,drugs
תפ_1722-05-21,drugs
תפ_3170-10-24,drugs
תפ_37987-11-23,drugs
תפ_52417-01-13,drugs
תפ_38257-03-21,drugs
תפ_9675-11-17,drugs
תפ_38574-12-18,drugs
תפ_42359-08-18,drugs
תפ_899-04-18,drugs
תפ_35566-04-18,drugs
תפ_33230-07-13,drugs
תפ_12010-07-24,drugs
תפ_66982-09-16,drugs
תפ_41902-03-21,drugs
תפ_6677-02-21,drugs
תפ_2548-02-19,drugs
תפ_70552-06-20,drugs
תפ_68456-11-20,drugs
תפ_20044-03-18,drugs
תפ_56479-12-15,drugs
תפ_1108-05-15,drugs
תפ_19674-02-14,drugs
תפ_29159-08-22,drugs
תפ_51038-08-23,drugs
תפ_19468-03-18,drugs
תפ_40683-02-16,drugs
תפ_33666-05-15,drugs
תפ_988-03-20,drugs
תפ_58372-12-14,drugs
תפ_48224-08-18,drugs
תפ_71830-10-21,drugs
תפ_12904-02-21,drugs
תפ_57185-01-24,drugs
תפ_29664-09-22,drugs
תפ_22722-05-13,drugs
תפ_46039-04-17,drugs
תפ_49910-06-21,drugs
תפ_46221-08-23,drugs
תפ_53692-11-14,drugs
תפ_7213-01-15,drugs
תפ_46173-08-15,drugs
תפ_65310-11-21,drugs
תפ_46964-07-17,drugs
תפ_52204-12-21,drugs
תפק_67021-05-20,drugs
תפ_19746-08-16,drugs
תפ_56678-03-17,drugs
תפ_41088-05-20,drugs
תפ_36849-09-20,drugs
תפ_1127-05-20,drugs
תפ_32587-07-18,drugs
תפ_8537-01-18,drugs
תפ_52751-10-22,drugs
תפ_20931-12-20,drugs
תפ_26685-05-13,drugs
תפ_42653-08-23,drugs
תפ_15596-04-19,drugs
תפ_45048-06-14,drugs
תפ_17998-07-23,drugs
תפ_7221-08-22,drugs
תפ_76834-01-19,drugs
תפ_42796-02-24,drugs
תפ_46978-01-22,drugs
תפ_59804-01-17,drugs
תפ_24302-08-20,drugs
תפ_63287-04-21,drugs
תפ_18588-11-10,drugs
תפ_27470-02-18,drugs
תפ_15475-10-21,drugs
תפ_33805-05-21,drugs
תפ_35998-11-21,drugs
תפ_16800-01-24,drugs
תפ_55287-10-23,drugs
תפ_7797-03-12,drugs
תפ_69004-03-24,drugs
תפ_2036-05-21,drugs
תפ_29523-10-15,drugs
תפ_1047-19,drugs
תפ_55104-12-15,drugs
תפ_36120-12-15,drugs
תפ_27340-04-18,drugs
תפ_62278-03-24,drugs
תפ_37454-03-20,drugs
תפ_55185-05-20,drugs
תפ_75514-07-24,drugs
תפ_18327-03-24,drugs
תפ_38169-03-21,drugs
תפ_47400-12-15,drugs
תפ_59203-07-17,drugs
תפ_80761-01-19,drugs
תפ_12672-11-21,drugs
תפ_44658-09-22,drugs
תפ_48984-02-17,drugs
תפ_17043-07-13,drugs
תפ_49244-01-22,drugs
תפ_60340-02-17,drugs
תפ_47113-02-22,drugs
תפ_54421-06-15,drugs
תפ_2717-07-16,drugs
תפ_21322-10-19,drugs
תפ_20538-12-22,drugs
תפ_11090-07-23,drugs
תפק_21392-04-21,drugs
תפ_59983-05-17,drugs
תפ_60760-03-22,drugs
תפ_70717-07-24,drugs
תפ_25150-08-23,drugs
תפ_59289-05-17,drugs
תפ_39391-05-23,drugs
תפ_76841-01-23,drugs
תפ_60444-08-19,drugs
תפ_20028-06-16,drugs
תפ_22160-02-14,drugs
תפק_22029-08-19,drugs
תפ_35342-09-23,drugs
תפ_56754-10-20,drugs
תפ_7926-07-18,drugs
תפ_76327-07-19,drugs
תפ_27743-10-21,drugs
תפ_5787-10-14,drugs
תפ_17468-03-11,drugs
תפ_57705-05-22,drugs
תפ_318-01-21,drugs
תפ_4488-09-18,drugs
תפ_28397-10-19,drugs
תפ_37567-12-14,drugs
תפ_19639-05-19,drugs
תפ_34706-09-19,drugs
תפ_53517-08-15,drugs
תפ_9773-05-19,drugs
תפ_42032-10-17,drugs
תפ_17781-08-14,drugs
תפ_8588-09-18,drugs
תפ_39668-07-14,drugs
תפ_24748-08-22,drugs
תפ_7053-12-20,drugs
תפ_116-07-16,drugs
תפ_29707-03-22,drugs
תפ_59541-10-18,drugs
תפ_14615-05-21,drugs
תפ_41970-12-21,drugs
תפ_35008-04-20,drugs
תפ_44946-06-23,drugs
תפ_31134-05-18,drugs
תפ_29899-03-17,drugs
תפ_30702-07-20,drugs
תפ_30386-06-20,drugs
תפ_33541-02-20,drugs
תפ_57164-07-22,drugs
תפ_802-01-20,drugs
תפ_51089-02-17,drugs
תפק_57763-10-17,drugs
תפ_21056-10-19,drugs
תפ_56694-07-20,drugs
תפ_39568-06-21,drugs
תפ_40327-10-19,drugs
תפ_17042-04-16,drugs
תפ_63029-12-20,drugs
תפ_32704-10-14,drugs
תפ_56018-10-19,drugs
תפ_28451-09-17,drugs
תפ_4760-10-18,drugs
תפ_9296-07-22,drugs
תפ_21719-01-15,drugs
תפ_9850-08-22,drugs
תפ_10580-03-16,drugs
תפ_6766-10-23,drugs
תפ_56588-03-21,drugs
תפ_8597-06-20,drugs
תפ_37265-02-20,drugs
תפ_39230-10-21,drugs
תפ_17501-07-17,drugs
תפ_2008-09-16,drugs
תפ_14751-12-20,drugs
תפ_5775-02-18,drugs
תפ_36831-09-13,drugs
תפ_14184-04-17,drugs
תפ_29899-12-18,drugs
תפ_55366-02-17,drugs
תפ_34866-09-22,drugs
תפ_28288-11-15,drugs
תפ_16595-03-21,drugs
תפ_22830-10-20,drugs
תפ_30989-10-13,drugs
תפ_40567-08-16,drugs
תפ_23836-05-13,drugs
תפ_1606-02-24,drugs
תפ_58141-04-19,drugs
תפ_62803-05-17,drugs
תפ_4475-12-13,drugs
תפ_58530-05-18,drugs
תפ_54723-06-22,drugs
תפ_56159-05-13,drugs
תפ_6047-11-19,drugs
תפ_71059-03-19,drugs
תפ_55324-11-21,drugs
תפ_54272-11-23,drugs
תפ_26004-12-23,drugs
תפ_40770-01-16,drugs
תפ_27864-06-19,drugs
תפ_52876-12-23,drugs
תפ_16209-03-13,drugs
תפ_66475-11-16,drugs
תפ_37783-11-13,drugs
תפ_70546-07-17,drugs
תפ_44601-05-14,drugs
תפ_49471-08-16,drugs
תפ_57884-02-15,drugs
תפ_12320-10-17,drugs
תפ_27021-01-14,drugs
תפ_37551-01-16,drugs
תפ_35204-09-21,drugs
תפ_1062-06-18,drugs
תפ_5072-11-21,drugs
תפ_52883-07-20,drugs
תפ_446-05-14,drugs
תפ_59947-08-20,drugs
תפ_32945-06-20,drugs
תפ_16825-05-15,drugs
תפ_3006-01-14,drugs
תפ_45270-01-22,drugs
תפ_67105-12-14,drugs
תפ_26032-04-14,drugs
תפ_42361-08-23,drugs
תפ_58617-01-20,drugs
תפ_41832-08-24,drugs
תפ_69899-11-20,drugs
תפ_13306-12-16,drugs
תפ_2482-05-20,drugs
תפ_33986-11-22,drugs
תפ_56668-06-17,drugs
תפ_29013-01-17,drugs
תפ_6336-02-15,drugs
תפ_27952-06-19,drugs
תפ_65985-03-17,drugs
תפ_47668-04-18,drugs
תפ_45537-07-17,drugs
תפ_3867-05-14,drugs
תפ_66974-11-17,drugs
תפ_45446-11-15,drugs
תפ_29269-02-14,drugs
תפ_44174-05-21,drugs
תפ_189-01-16,drugs
תפ_37634-03-15,drugs
תפ_1838-02-16,drugs
תפ_60476-05-13,drugs
תפ_35904-07-14,drugs
תפ_16058-02-19,drugs
תפ_54327-08-20,drugs
תפ_43875-08-17,drugs
תפ_60842-12-14,drugs
תפ_11145-05-20,drugs
תפ_18593-06-21,drugs
תפ_24379-12-20,drugs
תפ_18846-06-20,drugs
תפ_53948-11-14,drugs
תפ_23142-09-14,drugs
תפ_55163-03-15,drugs
תפ_63018-07-21,drugs
תפ_55701-01-16,drugs
תפ_35441-01-20,drugs
תפ_32156-02-19,drugs
תפ_38910-11-23,drugs
תפ_53825-01-17,drugs
תפ_3859-05-15,drugs
תפ_46700-07-22,drugs
תפ_59619-10-20,drugs
תפ_3282-06-19,drugs
תפ_11370-07-16,drugs
תפ_25146-11-12,drugs
תפ_22830-12-17,drugs
תפ_28725-02-20,drugs
תפ_23498-04-22,drugs
תפ_16690-05-19,drugs
תפ_35893-03-20,drugs
תפ_9228-05-21,drugs
תפ_31271-01-23,drugs
תפ_65963-10-21,drugs
תפ_24053-04-20,drugs
תפ_59243-05-13,drugs
תפ_52902-01-21,drugs
תפ_52982-03-16,drugs
תפ_30310-09-19,drugs
תפ_6336-11-18,drugs
תפ_61065-07-18,drugs
תפ_35202-05-15,drugs
תפ_38616-11-22,drugs
תפ_30672-04-12,drugs
תפ_10901-10-17,drugs
תפ_31602-06-20,drugs
תפ_30717-01-19,drugs
תפ_54205-05-15,drugs
תפ_66547-03-23,drugs
תפ_42253-12-23,drugs
תפ_4415-02-18,drugs
תפ_12352-03-20,drugs
תפ_12819-08-15,drugs
תפ_48568-10-15,drugs
תפ_10494-12-20,drugs
תפ_30452-12-18,drugs
תפ_60914-01-14,drugs
תפ_23642-03-17,drugs
תפ_17410-08-13,drugs
תפ_43982-06-17,drugs
תפ_53035-03-23,drugs
תפ_41730-12-19,drugs
תפ_28087-12-15,drugs
תפ_40920-10-20,drugs
תפ_37997-10-22,drugs
תפ_30506-01-22,drugs
תפ_35676-08-21,drugs
תפ_28913-09-20,drugs
תפ_55741-12-18,drugs
תפ_24771-06-21,drugs
תפ_37473-01-20,drugs
תפ_1047-02-24,drugs
תפ_57378-09-20,drugs
תפ_3752-07-14,drugs
תפ_43778-07-16,drugs
תפ_13223-02-22,drugs
תפ_50454-12-12,drugs
תפ_58562-06-21,drugs
תפ_4677-02-14,drugs
תפ_57219-05-22,drugs
תפ_10205-08-14,drugs
תפ_7906-06-15,drugs
תפ_53251-12-17,drugs
תפ_43167-10-12,drugs
תפ_50864-05-23,drugs
תפ_11720-07-16,drugs
תפ_579-04-13,drugs
תפ_23798-01-21,drugs
תפ_16952-12-21,drugs
תפ_27405-05-22,drugs
תפ_54072-05-16,drugs
תפ_1873-07-21,drugs
תפ_32055-11-15,drugs
תפ_34829-07-15,drugs
תפ_49467-11-20,drugs
תפ_42230-07-18,drugs
תפ_53375-03-18,drugs
תפ_45061-05-15,drugs
תפ_34188-04-22,drugs
תפ_691-09-19,drugs
תפ_7349-01-19,drugs
תפ_21873-05-14,drugs
תפ_63681-01-15,drugs
תפ_27791-08-16,drugs
תפ_8707-03-20,drugs
תפ_43575-05-18,drugs
תפ_11267-01-18,drugs
תפ_4413-05-13,drugs
תפ_53195-10-19,drugs
תפ_63604-05-16,drugs
תפ_4702-01-22,drugs
תפ_43694-08-17,drugs
תפ_20763-10-18,drugs
תפ_34445-11-15,drugs
תפ_54408-10-19,drugs
תפ_51259-11-21,drugs
תפ_21672-07-15,drugs
תפ_59699-09-23,drugs
תפ_29019-03-10,drugs
תפ_46497-09-16,drugs
תפ_32561-09-13,drugs
תפ_31387-10-18,drugs
תפ_28194-06-19,drugs
תפ_41514-03-16,drugs
תפ_59571-08-20,drugs
תפ_36782-07-17,drugs
תפ_58254-02-14,drugs
תפ_40412-02-19,drugs
תפ_10810-11-20,drugs
תפ_4603-02-15,drugs
תפ_6660-07-15,drugs
תפ_59337-11-23,drugs
תפ_44404-01-16,drugs
תפ_8501-11-14,drugs
תפ_36543-01-14,drugs
תפ_26596-01-24,drugs
תפ_53541-02-11,drugs
תפ_43840-06-22,drugs
תפ_72132-02-19,drugs
תפ_25034-03-13,drugs
תפ_2816-11-22,drugs
תפ_48194-05-22,drugs
תפ_25307-08-16,drugs
תפ_67359-02-24,drugs
תפ_15486-01-18,drugs
תפ_30353-01-23,drugs
תפ_46909-11-17,drugs
תפ_3376-11-23,drugs
תפ_42566-08-23,drugs
תפ_34832-04-19,drugs
תפ_4712-02-24,drugs
תפ_76632-01-19,drugs
תפ_26839-11-16,drugs
תפ_42712-02-12,drugs
תפ_6270-11-19,drugs
תפ_69400-07-20,drugs
תפ_52569-05-16,drugs
תפ_11512-04-17,drugs
תפ_18383-04-14,drugs
תפ_58193-03-23,drugs
תפ_44449-10-19,drugs
תפ_62092-06-16,drugs
תפ_29631-04-13,drugs
תפ_3503-09-20,drugs
תפ_1870-04-16,drugs
תפ_9216-06-20,drugs
תפ_57912-07-14,drugs
תפ_3286-12-16,drugs
תפ_49156-08-15,drugs
תפ_10283-03-16,drugs
תפ_13769-09-17,drugs
תפ_9407-10-23,drugs
תפ_28544-01-21,drugs
תפ_10003-05-16,drugs
תפ_10996-05-16,drugs
תפ_15972-03-24,drugs
תפ_28162-11-16,drugs
תפ_26357-10-15,drugs
תפ_6008-12-16,drugs
תפ_34960-10-19,drugs
תפ_52402-08-19,drugs
תפ_14941-10-20,drugs
תפ_22639-07-22,drugs
תפ_46548-03-17,drugs
תפ_68386-11-20,drugs
תפ_23520-10-11,drugs
תפ_9860-10-15,drugs
תפ_68700-11-18,drugs
תפ_56878-01-14,drugs
תפ_40788-07-16,drugs
תפ_46662-04-15,drugs
תפ_44505-08-14,drugs
תפ_44091-11-15,drugs
תפ_19545-09-19,drugs
תפ_7833-06-21,drugs
תפ_3673-04-18,drugs
תפ_18487-01-17,drugs
תפ_27416-06-22,drugs
תפ_27917-03-16,drugs
תפ_62794-11-21,drugs
תפ_45165-10-18,drugs
תפ_33131-05-20,drugs
תפק_62837-11-19,drugs
תפ_38201-09-22,drugs
תפ_7629-11-17,drugs
תפ_15059-08-20,drugs
תפ_55565-10-12,drugs
תפ_4855-06-21,drugs
תפ_42114-04-23,drugs
תפ_35876-12-20,drugs
תפ_4258-07-15,drugs
תפ_56355-07-20,drugs
תפ_19965-05-12,drugs
תפ_2077-12-17,drugs
תפ_61962-06-20,drugs
תפ_26414-08-19,drugs
תפ_49902-09-14,drugs
תפ_54141-03-22,drugs
תפ_62760-11-16,drugs
תפ_45180-02-13,drugs
תפ_6399-03-17,drugs
תפ_69865-03-18,drugs
תפ_8960-10-20,drugs
תפ_49441-09-11,drugs
תפ_3404-05-13,drugs
תפח_31343-04-19,drugs
תפ_46896-11-15,drugs
תפ_48893-05-20,drugs
תפ_27593-03-13,drugs
תפ_62814-04-21,drugs
תפ_55444-10-21,drugs
תפ_6929-10-15,drugs
תפ_19981-06-16,drugs
תפ_701-12-16,drugs
תפ_51488-07-23,drugs
תפ_45160-04-24,drugs
תפ_62687-10-18,drugs
תפ_1536-03-23,drugs
תפ_59165-12-19,drugs
תפ_3869-07-15,drugs
תפ_34824-06-22,drugs
תפ_13935-05-24,drugs
תפ_58928-03-15,drugs
תפ_45539-04-17,drugs
תפ_51206-01-24,drugs
תפ_43174-12-23,drugs
תפ_33125-01-14,drugs
תפ_18912-11-19,drugs
תפ_33495-01-21,drugs
תפ_38311-03-20,drugs
תפ_67342-07-18,drugs
תפ_6681-09-21,drugs
תפ_6145-10-21,drugs
תפ_51943-05-20,drugs
תפ_19218-01-16,drugs
תפ_22966-11-15,drugs
תפ_20414-08-12,drugs
תפ_62013-06-18,drugs
תפ_47908-06-19,drugs
תפ_40001-05-18,drugs
תפק_25089-09-21,drugs
תפ_16723-07-14,drugs
תפ_59205-02-18,drugs
תפ_31864-12-14,drugs
תפ_28055-06-14,drugs
תפ_62896-05-20,drugs
תפ_42456-02-18,drugs
תפ_61082-10-13,drugs
תפ_31837-04-21,drugs
תפ_1506-02-24,drugs
תפ_51526-11-19,drugs
תפ_62673-03-24,drugs
תפ_42213-09-17,drugs
תפ_7441-02-20,drugs
תפ_54728-02-20,drugs
תפ_19965-12-18,drugs
תפ_57931-05-20,drugs
תפ_8304-05-20,drugs
תפ_54134-05-18,drugs
תפ_33200-05-20,drugs
תפ_1297-03-22,drugs
תפ_16231-03-21,drugs
תפ_28847-09-20,drugs
תפ_34680-04-13,drugs
תפ_42378-11-19,drugs
תפ_15054-05-15,drugs
