verdict,domain,split
תפ_19859-11-17,weapon,train
תפ_54664-10-22,weapon,train
תפ_30684-06-21,weapon,train
תפ_5683-04-21,weapon,train
תפ_8333-11-20,weapon,train
תפ_15237-06-13,weapon,test
תפ_51912-09-23,weapon,train
תפ_40469-02-13,weapon,test
תפ_520-07-17,weapon,train
תפ_68368-12-19,weapon,train
תפ_66319-05-20,weapon,train
תפ_57283-05-21,weapon,test
תפ_27685-11-15,weapon,train
תפ_17030-02-22,weapon,train
תפח_26175-10-16,weapon,train
תפח_1103-06,weapon,test
תפ_67387-08-23,weapon,train
תפ_5779-09-21,weapon,test
תפ_49405-04-24,weapon,train
תפ_3119-09-12,weapon,train
תפ_69797-03-23,weapon,train
תפ_9355-10-19,weapon,test
תפ_4855-08-15,weapon,train
תפ_47284-06-18,weapon,test
תפ_8641-08-12,weapon,train
תפ_20778-11-12,weapon,train
תפ_15962-11-23,weapon,train
תפ_72237-05-24,weapon,train
תפ_950-09-17,weapon,test
תפ_4029-07-24,weapon,test
תפ_52091-02-20,weapon,train
תפ_35295-09-23,weapon,train
תפ_17393-10-17,weapon,train
תפ_3686-01-16,weapon,train
תפ_10205-08-21,weapon,train
תפ_36704-02-22,weapon,train
תפ_51038-02-17,weapon,train
תפ_18957-11-20,weapon,train
תפ_19819-03-23,weapon,test
תפ_15772-11-19,weapon,test
תפ_50709-03-23,weapon,train
תפ_12104-01-19,weapon,train
תפ_70450-03-23,weapon,train
תפ_54230-03-21,weapon,train
תפ_4133-01-20,weapon,test
תפ_26521-02-14,weapon,train
תפ_44157-08-16,weapon,train
תפ_18114-03-14,weapon,train
תפ_34197-11-12,weapon,train
תפ_32731-05-18,weapon,train
תפ_41326-11-15,weapon,test
תפ_8290-04-15,weapon,train
תפ_8450-07-12,weapon,train
תפ_7520-02-24,weapon,train
תפ_18418-04-18,weapon,train
תפ_66127-07-23,weapon,test
תפ_9693-11-14,weapon,train
תפ_18094-06-24,weapon,train
תפ_62452-10-20,weapon,train
תפ_2718-07-10,weapon,train
תפ_20733-12-22,weapon,train
תפ_29194-12-12,weapon,train
תפ_49203-01-22,weapon,train
תפ_17997-06-24,weapon,test
תפ_52219-06-17,weapon,train
תפ_56149-01-15,weapon,test
תפ_9258-10-11,weapon,train
תפ_45424-06-15,weapon,train
תפ_630-02-18,weapon,train
תפ_43597-08-21,weapon,train
תפ_58916-11-22,weapon,test
תפ_613-04-17,weapon,test
תפ_16752-10-20,weapon,train
תפ_633-05-17,weapon,train
תפ_29911-03-15,weapon,train
תפ_50071-08-16,weapon,train
תפ_10552-11-21,weapon,train
תפ_44381-05-20,weapon,train
תפ_9569-10-18,weapon,train
תפ_13478-06-19,weapon,train
תפ_47445-08-17,weapon,train
תפ_17277-05-20,weapon,train
תפ_24748-11-21,weapon,train
תפ_42995-04-18,weapon,train
תפ_4459-03-24,weapon,train
תפ_49525-04-24,weapon,test
תפ_47452-04-24,weapon,train
תפ_553-06-14,weapon,test
תפ_21296-11-14,weapon,train
תפ_185-11-12,weapon,train
תפ_8868-12-21,weapon,train
תפ_12540-12-18,weapon,train
תפ_10335-06-24,weapon,train
תפ_30406-04-16,weapon,train
תפ_10549-06-15,weapon,train
תפ_44862-06-20,weapon,train
תפ_47763-03-18,weapon,test
תפ_3690-12-10,weapon,train
תפ_741-01-16,weapon,train
תפ_22499-12-24,weapon,train
תפ_39535-03-13,weapon,train
תפ_54308-12-18,weapon,train
תפ_37966-04-23,weapon,train
תפ_28486-11-15,weapon,train
תפ_962-06-20,weapon,train
תפ_53339-09-22,weapon,train
תפ_35552-12-11,weapon,train
תפ_41886-08-15,weapon,train
תפ_25902-05-16,weapon,train
תפ_6415-10-23,weapon,train
תפ_1641-04-19,weapon,train
תפ_40536-10-20,weapon,train
תפ_37047-07-20,weapon,train
תפ_27050-03-20,weapon,train
תפ_45098-05-24,weapon,train
תפ_2144-04-21,weapon,train
תפח_39974-12-12,weapon,train
תפ_57272-12-20,weapon,train
תפ_34737-09-21,weapon,train
תפ_35186-03-18,weapon,train
תפ_7544-11-16,weapon,train
תפ_20743-11-22,weapon,train
תפ_59967-01-13,weapon,train
תפ_24822-01-21,weapon,train
תפ_50031-07-23,weapon,train
תפ_37981-11-19,weapon,test
תפ_5233-06,weapon,test
תפ_65677-11-15,weapon,train
תפ_52337-07-18,weapon,test
תפ_32560-12-16,weapon,train
תפ_54337-05-21,weapon,train
תפ_33690-08-13,weapon,train
תפ_52455-07-12,weapon,train
תפ_29671-12-13,weapon,train
תפ_31552-11-24,weapon,train
תפ_12520-08-20,weapon,train
תפ_58413-06-17,weapon,train
תפ_24634-04-23,weapon,train
תפ_33420-12-20,weapon,test
תפ_10860-08-20,weapon,train
תפ_17860-01-19,weapon,train
תפ_10476-12-17,weapon,train
תפ_40602-04-24,weapon,train
תפ_64832-01-15,weapon,train
תפ_69980-11-20,weapon,train
תפח_25581-12-12,weapon,train
תפ_36381-05-15,weapon,train
תפח_2811-02-14,weapon,train
תפ_27294-04-19,weapon,train
תפ_52557-08-15,weapon,train
תפ_31218-10-14,weapon,test
תפ_1909-02-18,weapon,train
תפ_7658-05-14,weapon,train
תפ_1139-06-23,weapon,train
תפ_7168-08-23,weapon,test
תפ_25075-07-24,weapon,test
תפ_36111-05-22,weapon,test
תפ_39362-07-24,weapon,train
תפ_28624-07-24,weapon,train
תפ_808-06-16,weapon,train
תפ_20477-02-20,weapon,train
תפ_26434-10-18,weapon,train
תפ_64378-07-24,weapon,train
תפ_263-10-24,weapon,test
תפ_3295-04-18,weapon,train
תפ_17237-02-12,weapon,train
תפ_6514-03-23,weapon,train
תפ_66110-11-23,weapon,train
תפ_8458-06-16,weapon,train
תפ_42223-07-16,weapon,train
תפ_8684-06-16,weapon,train
תפ_66430-05-20,weapon,train
תפ_30867-06-22,weapon,test
תפ_24000-05-20,weapon,train
תפ_37386-11-13,weapon,train
תפ_12122-04-13,weapon,test
תפ_28139-10-13,weapon,train
תפ_32162-05-23,weapon,train
תפ_27986-11-22,weapon,train
תפ_21971-07-18,weapon,train
תפ_69777-03-23,weapon,train
תפ_54551-10-23,weapon,train
תפ_6852-03-21,weapon,train
תפ_20451-09-20,weapon,train
תפ_67454-11-20,weapon,test
תפ_49632-01-18,weapon,test
תפ_34344-01-15,weapon,test
תפ_50747-07-16,weapon,train
תפ_56762-03-21,weapon,train
תפח_28317-04-11,weapon,train
פלא_267189-16,weapon,test
תפ_6968-01-24,weapon,train
תפ_25375-02-12,weapon,train
תפ_17856-06-17,weapon,train
תפ_47161-08-17,weapon,train
תפ_5159-05-23,weapon,test
תפ_15943-12-16,weapon,train
תפ_55185-02-20,weapon,train
תפח_42885-07-12,weapon,train
תפ_30974-03-14,weapon,test
תפ_13502-02-12,weapon,train
תפ_41052-11-19,weapon,train
תפח_12549-10-17,weapon,test
תפ_14547-02-15,weapon,train
תפ_50477-12-22,weapon,train
תפ_38624-05-24,weapon,test
תפ_30546-10-23,weapon,train
תפ_21029-10-19,weapon,train
תפ_10650-11-21,weapon,train
תפ_1578-04-13,weapon,train
תפ_13312-12-22,weapon,train
תפ_35106-03-18,weapon,test
תפ_11098-06-18,weapon,train
תפ_35473-12-21,weapon,train
תפ_56031-10-19,weapon,test
תפ_3454-02-17,weapon,train
תפ_50145-08-20,weapon,test
תפ_1178-06-21,weapon,train
תפח_18482-11-11,weapon,train
תפ_51183-08-20,weapon,test
תפ_65310-11-21,weapon,train
תפ_60307-10-13,weapon,train
תפ_68697-07-20,weapon,train
תפ_64689-11-15,weapon,test
תפ_12290-05-14,weapon,train
תפ_24670-05-23,weapon,train
תפ_45138-08-24,weapon,train
תפ_62301-07-22,weapon,train
תפ_10174-01-23,weapon,test
תפ_18833-05-13,weapon,train
תפ_44725-12-14,weapon,train
תפ_25131-04-23,weapon,train
תפ_24328-11-22,weapon,train
תפח_1010-09,weapon,test
תפ_22830-12-17,weapon,train
תפ_20068-10-22,weapon,test
תפח_63773-04-21,weapon,train
תפ_28715-03-22,weapon,train
תפ_33385-07-24,weapon,train
תפ_27330-02-19,weapon,train
תפ_31862-05-13,weapon,train
תפ_49772-11-16,weapon,train
תפ_14070-06-24,weapon,train
תפ_32308-03-24,weapon,train
תפ_7133-07-20,weapon,train
תפח_26637-09-13,weapon,train
תפ_2077-10-23,weapon,train
תפ_40056-02-22,weapon,train
תפ_24955-06-11,weapon,train
תפ_8725-11-13,weapon,train
תפ_43009-08-20,weapon,train
תפ_57270-05-13,weapon,train
תפ_12213-10-16,weapon,train
תפ_56488-05-19,weapon,test
תפ_10686-05-20,weapon,train
תפ_51145-02-15,weapon,train
תפח_28728-08-17,weapon,train
תפ_49591-09-23,weapon,train
תפ_1316-04-19,weapon,test
תפ_13416-09-16,weapon,train
תפ_28360-02-13,weapon,train
תפ_3106-09-24,weapon,train
תפ_39990-12-18,weapon,train
תפ_22765-09-19,weapon,train
תפ_38340-03-19,weapon,test
תפ_55908-09-17,weapon,train
תפ_40118-06-21,weapon,test
תפ_16222-01-19,weapon,train
תפ_39727-12-20,weapon,test
תפ_45228-07-16,weapon,train
תפ_35431-03-21,weapon,test
תפ_10875-12-21,weapon,test
תפ_13999-11-16,weapon,train
תפ_43990-06-23,weapon,train
תפ_53220-09-24,weapon,train
תפ_69158-11-16,weapon,train
תפח_26481-08-13,weapon,test
תפ_6494-07-14,weapon,test
תפח_1168-08,weapon,train
תפ_12480-04-16,weapon,test
תפ_23648-12-19,weapon,train
תפ_7166-09-15,weapon,train
תפ_54083-05-20,weapon,train
תפ_16470-03-21,weapon,train
תפ_54764-01-20,weapon,train
תפ_27625-02-21,weapon,train
תפ_7111-02-16,weapon,train
תפ_20770-11-22,weapon,train
תפח_49858-03-13,weapon,test
תפ_13164-08-21,weapon,train
תפ_63084-07-21,weapon,train
תפ_22642-11-23,weapon,train
תפ_17809-03-14,weapon,train
תפ_58852-03-21,weapon,train
תפ_53377-09-22,weapon,test
תפ_22526-03-22,weapon,test
תפ_58511-01-20,weapon,train
תפ_11027-10-23,weapon,train
תפ_63505-01-17,weapon,train
תפ_40188-07-13,weapon,train
תפ_67855-03-22,weapon,train
תפ_51607-08-21,weapon,train
תפ_52479-01-18,weapon,train
תפ_14684-07-24,weapon,train
תפ_1715-07-21,weapon,train
תפ_10189-01-24,weapon,train
תפ_69852-03-23,weapon,train
תפ_4734-12-22,weapon,train
תפ_24896-04-20,weapon,train
תפ_33337-07-23,weapon,train
תפ_16446-10-14,weapon,test
תפ_38550-12-23,weapon,train
תפ_29454-01-13,weapon,test
תפ_16505-02-18,weapon,test
תפ_13179-07-14,weapon,test
תפח_36202-01-22,weapon,test
תפ_47450-01-23,weapon,train
תפ_16129-03-22,weapon,train
תפ_10586-10-23,weapon,train
תפ_8151-08-24,weapon,train
תפ_22913-07-22,weapon,train
תפ_2724-08-19,weapon,train
תפ_6532-03-14,weapon,train
תפ_33509-06-13,weapon,test
תפ_14810-04-16,weapon,test
תפ_39708-03-24,weapon,train
תפ_14411-11-21,weapon,train
תפ_12615-11-21,weapon,train
תפ_3622-10-13,weapon,train
תפ_4355-10-20,weapon,train
תפ_65378-12-19,weapon,train
תפ_7676-03-23,weapon,train
תפ_33318-10-23,weapon,train
תפ_24517-02-24,weapon,train
תפ_44380-08-16,weapon,train
תפ_336-05-16,weapon,test
תפ_3020-10-12,weapon,train
תפ_11033-11-23,weapon,train
תפ_28334-07-22,weapon,test
תפ_33546-03-13,weapon,train
תפ_58027-12-21,weapon,train
תפ_23542-06-21,weapon,train
תפ_38423-03-23,weapon,train
תפ_52041-04-24,weapon,train
תפ_37875-06-23,weapon,train
תפ_5578-08-19,weapon,train
תפ_38193-11-23,weapon,train
תפ_48069-09-23,weapon,train
תפ_65090-05-24,weapon,train
תפח_66838-06-17,weapon,test
תפ_36328-09-15,weapon,test
תפ_52416-06-20,weapon,train
תפ_17856-11-21,weapon,train
תפ_54514-04-22,weapon,train
תפ_66150-06-22,weapon,train
תפ_63489-07-24,weapon,train
תפ_3951-03-22,weapon,train
תפ_24302-05-16,weapon,train
תפ_54640-06-24,weapon,test
תפ_62790-10-13,weapon,test
תפ_24964-09-11,weapon,train
תפ_3510-06-15,weapon,train
תפ_34514-06-14,weapon,train
תפ_34694-09-21,weapon,test
תפח_5511-02-20,weapon,train
תפ_15627-03-19,weapon,train
תפ_32024-06-22,weapon,train
תפ_18449-04-23,weapon,train
תפ_35512-06-17,weapon,train
תפ_14044-03-20,weapon,train
תפ_41805-11-12,weapon,train
תפ_9211-05-21,weapon,test
תפ_37506-04-24,weapon,train
תפ_63100-02-24,weapon,train
תפ_31811-03-21,weapon,train
תפ_57404-07-24,weapon,train
תפ_9873-02-17,weapon,test
תפ_29772-11-13,weapon,train
תפ_33618-03-17,weapon,test
תפ_46550-12-16,weapon,train
תפ_64140-11-18,weapon,train
תפ_69933-03-23,weapon,train
תפ_38293-02-20,weapon,train
תפ_43844-05-15,weapon,train
תפ_60581-11-15,weapon,train
תפ_20425-02-20,weapon,train
תפ_7811-10-23,weapon,train
תפ_32637-10-10,weapon,test
תפ_51186-09-14,weapon,test
תפ_530-02-13,weapon,test
תפ_13177-04-21,weapon,train
תפ_31038-09-18,weapon,test
תפ_45747-05-17,weapon,train
תפ_69734-08-24,weapon,train
תפ_42197-05-22,weapon,train
תפח_8398-05-12,weapon,train
תפ_72164-03-23,weapon,test
תפ_64303-01-22,weapon,test
תפ_1410-03-24,weapon,train
תפ_31216-01-22,weapon,train
תפ_64119-05-21,weapon,train
תפ_33025-04-22,weapon,train
תפ_4248-06-16,weapon,train
תפ_36698-12-18,weapon,train
תפ_312-12-17,weapon,train
תפח_355-09-13,weapon,train
תפ_35711-05-22,weapon,train
תפ_13142-02-15,weapon,train
תפ_26859-10-15,weapon,train
תפ_14976-07-22,weapon,train
תפ_22588-03-22,weapon,test
תפ_25100-12-12,weapon,test
תפ_8510-09-23,weapon,train
תפח_42980-08-18,weapon,test
תפ_65282-02-19,weapon,train
תפ_22338-06-09,weapon,test
תפ_58698-11-18,weapon,train
תפ_41407-10-15,weapon,test
תפ_56677-02-23,weapon,train
תפ_28190-05-12,weapon,train
תפ_1509-03-12,weapon,train
תפ_56714-06-19,weapon,train
תפ_14115-07-19,weapon,test
תפ_65958-12-15,weapon,train
תפ_27164-09-23,weapon,test
תפ_44840-06-16,weapon,train
תפ_45597-05-15,weapon,train
תפ_30891-03-13,weapon,train
תפ_12466-10-21,weapon,test
תפ_31487-07-12,weapon,test
תפ_21128-09-12,weapon,train
תפ_8008-07-19,weapon,train
תפ_25009-02-23,weapon,train
תפ_58453-07-22,weapon,train
תפ_50321-03-16,weapon,test
תפ_35629-09-11,weapon,train
תפ_28659-02-14,weapon,train
תפ_42991-05-16,weapon,train
תפ_9785-12-15,weapon,train
תפ_41775-01-11,weapon,train
תפ_35608-04-18,weapon,train
תפ_20367-05-16,weapon,test
תפ_978-02-24,weapon,train
תפ_63470-09-17,weapon,train
תפ_30744-08-24,weapon,train
תפ_16835-07-16,weapon,train
תפ_13822-09-13,weapon,train
תפ_6602-05-13,weapon,train
תפ_34448-01-20,weapon,train
תפ_32659-05-18,weapon,train
תפ_12401-05-22,weapon,train
תפ_23537-02-14,weapon,train
תפ_24906-07-16,weapon,train
תפ_13481-02-13,weapon,train
תפ_47870-03-22,weapon,train
תפ_13-02-14,weapon,train
תפ_26600-01-18,weapon,test
תפ_27780-05-15,weapon,train
תפ_45432-11-15,weapon,test
תפ_19835-04-13,weapon,train
תפ_13281-07-13,weapon,train
תפ_39800-09-18,weapon,train
תפח_1567-11-12,weapon,train
תפ_13044-03-22,weapon,train
תפ_47493-03-18,weapon,test
תפ_72146-11-20,weapon,train
תפ_29898-02-14,weapon,test
תפ_5815-05-18,weapon,train
תפ_46833-10-10,weapon,test
ת_פ_24817-06-10,weapon,train
תפ_56739-09-20,weapon,train
תפ_65412-06-23,weapon,train
תפ_9989-08-22,weapon,train
תפ_25852-11-10,weapon,test
תפ_69110-11-20,weapon,train
תפ_3549-03-13,weapon,train
תפ_23533-01-24,weapon,train
תפ_5037-10-16,weapon,train
תפ_11982-05-10,weapon,test
תפ_13842-12-12,weapon,train
תפ_26565-12-20,weapon,train
תפ_7311-12-22,weapon,train
תפ_400-11-23,weapon,train
תפ_6999-09-22,weapon,train
תפ_14308-10-13,weapon,train
תפ_26087-05-16,weapon,train
תפ_56731-07-23,weapon,train
תפ_14020-05-15,weapon,test
תפ_35259-01-13,weapon,train
תפ_3884-10-23,weapon,train
תפ_19269-08-24,weapon,train
תפ_36091-07-15,weapon,test
תפ_20360-09-13,weapon,test
תפ_53239-10-21,weapon,train
תפ_53871-07-24,weapon,train
תפ_21748-05-16,weapon,train
תפ_36323-09-15,weapon,train
תפ_56792-09-17,weapon,test
תפ_22029-03-21,weapon,train
תפ_33726-11-21,weapon,train
תפ_42836-09-14,weapon,test
תפ_62175-03-23,weapon,test
תפ_26417-03-17,weapon,train
תפ_8987-11-14,weapon,train
תפ_45008-08-24,weapon,test
תפ_61056-01-16,weapon,test
תפ_27135-05-15,weapon,train
תפ_24420-01-20,weapon,train
תפ_12154-12-14,weapon,train
תפ_6968-02-22,weapon,train
תפ_54879-08-16,weapon,train
תפ_45971-11-13,weapon,train
תפ_54852-03-21,weapon,train
תפ_37814-04-17,weapon,test
תפ_54703-08-17,weapon,train
תפ_39193-12-15,weapon,train
תפ_39520-12-21,weapon,train
תפ_62062-06-20,weapon,train
תפ_52964-03-22,weapon,train
תפ_23384-10-16,weapon,test
תפ_31728-11-23,weapon,train
תפ_10347-10-23,weapon,train
פרק_5182-17,weapon,train
תפ_16543-05-16,weapon,test
תפח_31367-12-17,weapon,train
תפ_26624-12-12,weapon,train
תפ_12519-04-14,weapon,train
תפ_3451-02-14,weapon,test
תפח_55800-02-13,weapon,train
תפ_50846-09-11,weapon,train
תפ_55664-02-14,weapon,test
תפ_18907-07-12,weapon,train
תפ_2907-05-16,weapon,test
תפ_2782-10-12,weapon,test
תפ_7053-03-21,weapon,train
תפ_18421-04-22,weapon,train
תפ_16370-02-20,weapon,train
תפ_33577-04-12,weapon,train
תפ_63360-04-21,weapon,train
תפ_9111-02-15,weapon,train
תפ_64990-12-16,weapon,test
תפ_24215-06-13,weapon,train
תפ_15209-10-23,weapon,test
תפ_28744-03-21,weapon,test
תפ_27874-09-21,weapon,train
תפ_5388-11-13,weapon,train
תפ_19302-10-22,weapon,train
תפ_20997-02-24,weapon,train
תפ_37342-09-15,weapon,test
תפ_19620-11-14,weapon,train
תפ_2510-07-19,weapon,train
תפח_42731-07-12,weapon,train
תפ_33774-05-23,weapon,train
תפ_1647-05-15,weapon,train
תפ_61348-11-17,weapon,train
תפ_55262-07-18,weapon,train
תפ_11520-12-12,weapon,train
תפ_55877-12-22,weapon,train
תפ_23782-02-20,weapon,train
תפ_45630-07-18,weapon,train
תפ_58148-11-14,weapon,test
תפ_27584-11-15,weapon,train
תפ_29352-02-20,weapon,train
תפ_54568-08-24,weapon,train
תפ_30350-12-20,weapon,train
תפ_77446-12-20,weapon,train
תפ_57526-07-21,weapon,train
תפ_59260-03-16,weapon,test
תפ_9723-10-19,weapon,train
תפ_20059-09-13,weapon,train
תפ_42697-05-18,weapon,test
תפ_8999-05-14,weapon,test
תפ_58061-02-19,weapon,test
תפ_40634-03-20,weapon,train
תפ_15710-09-21,weapon,train
תפ_24614-07-23,weapon,train
תפ_20216-02-22,weapon,test
תפ_10942-08-11,weapon,train
תפ_60084-07-20,weapon,train
תפ_60257-12-23,weapon,train
תפ_54202-12-21,weapon,train
תפ_3197-06-22,weapon,train
תפ_41562-09-14,weapon,train
תפ_42106-01-22,weapon,train
תפ_40834-09-15,weapon,train
תפ_14441-01-22,weapon,test
תפ_1818-06-22,weapon,test
תפ_30575-03-20,weapon,test
תפ_20722-03-14,weapon,train
תפח_49989-02-13,weapon,train
תפ_51245-04-19,weapon,test
תפ_36909-07-20,weapon,train
תפ_26036-08-21,weapon,train
תפ_40076-02-19,weapon,test
תפ_16506-10-14,weapon,train
תפ_69945-03-23,weapon,train
תפ_1589-02-16,weapon,train
תפ_17002-01-24,weapon,test
תפ_99-01-18,weapon,test
תפ_25300-02-13,weapon,train
תפ_26088-07-13,weapon,train
תפ_58599-05-12,weapon,train
תפ_53521-04-24,weapon,train
תפ_26525-12-15,weapon,train
תפ_8254-02-20,weapon,test
תפ_40272-09-13,weapon,train
תפ_7597-05-20,weapon,train
תפ_57267-09-20,weapon,train
תפ_52099-10-20,weapon,train
תפ_16420-10-16,weapon,train
תפ_70345-03-23,weapon,train
תפ_29650-01-18,weapon,train
תפ_45095-05-15,weapon,train
תפ_40450-09-15,weapon,train
תפ_19528-06-20,weapon,train
תפ_33552-09-16,weapon,train
תפ_3011-11-17,weapon,train
תפ_9162-06-13,weapon,train
תפ_3748-08-23,weapon,test
תפ_50975-07-19,weapon,train
תפ_40079-05-21,weapon,train
תפ_41901-08-23,weapon,train
תפ_28779-02-12,weapon,train
תפ_50121-12-11,weapon,train
תפ_17655-10-22,weapon,train
תפ_51207-09-12,weapon,test
תפ_58621-06-19,weapon,train
תפ_23328-12-22,weapon,train
תפ_17941-11-18,weapon,train
תפ_6089-07-14,weapon,train
תפ_23532-07-18,weapon,train
תפ_17245-05-19,weapon,train
תפ_21801-06-15,weapon,train
תפ_40256-11-14,weapon,test
תפ_58960-01-13,weapon,train
תפח_41778-05-11,weapon,train
תפ_5221-11-19,weapon,train
תפ_23000-12-16,weapon,train
תפ_61134-04-21,weapon,train
תפ_24047-02-18,weapon,train
תפ_46568-04-21,weapon,test
תפ_35695-12-15,weapon,train
תפ_62958-10-15,weapon,train
תפ_45550-02-13,weapon,train
תפ_30327-02-21,weapon,train
תפ_4475-11-18,weapon,train
תפ_24322-01-13,weapon,train
תפ_35163-03-18,weapon,train
תפ_69643-05-18,weapon,test
תפ_15148-03-12,weapon,train
תפ_524-11-23,weapon,train
תפ_6136-07-14,weapon,train
תפ_47147-11-12,weapon,train
תפ_7089-03-21,weapon,train
תפ_50551-03-18,weapon,train
תפ_8310-10-18,weapon,train
תפ_61118-07-23,weapon,train
תפ_33879-04-16,weapon,train
תפ_56385-11-16,weapon,test
תפ_13153-08-15,weapon,test
תפ_37091-02-18,weapon,train
תפ_13270-02-20,weapon,train
תפ_1716-11-22,weapon,train
תפ_44456-12-23,weapon,train
תפ_3910-02-23,weapon,train
תפ_66741-06-22,weapon,train
תפ_50406-08-15,weapon,train
תפ_34579-05-20,weapon,train
תפ_53539-11-17,weapon,train
תפ_12603-05-23,weapon,train
תפ_9019-10-22,weapon,train
תפ_998-08-14,weapon,train
תפ_20012-01-16,weapon,train
תפ_19759-07-21,weapon,train
תפ_10556-10-17,weapon,train
תפ_43587-07-20,weapon,train
תפ_31661-09-17,weapon,test
תפ_20307-05-20,weapon,train
תפ_59298-02-24,weapon,train
תפ_11953-01-13,weapon,train
תפ_8192-08-15,weapon,train
תפ_9983-05-16,weapon,train
תפ_28916-05-21,weapon,train
תפ_14754-02-13,weapon,train
תפ_19253-06-19,weapon,train
תפ_60788-01-19,weapon,train
תפ_23218-06-19,weapon,train
תפ_7996-08-16,weapon,train
תפ_33882-04-16,weapon,train
תפ_49093-07-15,weapon,train
תפ_40528-12-15,weapon,train
תפ_16753-02-22,weapon,train
תפ_14836-08-12,weapon,train
תפ_535-12,weapon,train
תפ_39950-12-15,weapon,train
תפ_63303-06-22,weapon,train
תפ_5032-11-21,weapon,train
תפ_17337-09-21,weapon,train
תפ_29529-07-20,weapon,train
תפ_47346-03-19,weapon,test
תפ_13335-08-13,weapon,test
תפח_20524-05-12,weapon,test
תפ_18793-10-10,weapon,train
תפ_39792-08-17,weapon,test
תפ_51094-10-14,weapon,test
תפ_72283-01-23,weapon,train
תפ_35397-07-21,weapon,train
תפ_12761-11-15,weapon,test
תפ_12154-11-14,weapon,train
תפ_18912-06-23,weapon,train
תפ_47348-11-21,weapon,train
תפ_11014-01-23,weapon,test
תפ_53169-10-13,weapon,train
תפ_36416-07-23,weapon,train
תפ_17935-01-20,weapon,train
תפ_25121-07-14,weapon,train
תפ_39340-08-17,weapon,train
תפ_69640-10-18,weapon,train
תפ_17618-11-13,weapon,train
תפ_25587-07-17,weapon,test
תפ_3877-10-22,weapon,train
תפ_14991-07-15,weapon,train
תפ_44521-01-17,weapon,train
תפ_27128-11-14,weapon,train
תפ_63206-07-17,weapon,train
תפ_6881-05-15,weapon,train
תפ_62958-09-17,weapon,train
תפ_62597-10-17,weapon,test
תפ_60226-03-19,weapon,train
תפ_6733-05-15,weapon,train
תפ_13-05-32,weapon,test
תפ_3214-11-12,weapon,train
תפ_9304-08-09,weapon,train
תפ_65646-12-23,weapon,test
תפ_41873-07-14,weapon,test
תפ_12498-10-12,weapon,test
תפ_24181-02-15,weapon,train
תפ_17260-12-23,weapon,train
תפ_28675-02-12,weapon,train
תפ_204-04-16,weapon,train
תפ_48367-01-19,weapon,train
תפ_59004-08-23,weapon,train
תפ_22154-04-14,weapon,train
תפ_57002-03-23,weapon,train
תפ_24975-06-12,weapon,train
תפ_51198-07-13,weapon,train
תפ_3424-10-13,weapon,train
תפח_21297-07-14,weapon,train
תפ_41216-03-22,weapon,train
תפ_38303-12-13,weapon,test
תפ_24088-12-13,weapon,train
תפ_35019-12-13,weapon,train
תפ_49530-03-15,weapon,train
תפ_44962-08-23,weapon,train
תפ_21113-08-12,weapon,test
תפ_13140-11-12,weapon,train
תפ_6474-08-20,weapon,test
תפ_35694-09-11,weapon,train
תפ_6695-10-23,weapon,train
תפ_63000-01-18,weapon,train
תפ_27581-02-13,weapon,train
תפ_16047-09-14,weapon,train
תפ_7870-10-17,weapon,train
תפ_49112-05-13,weapon,train
תפ_13706-08-12,weapon,train
תפ_32198-01-22,weapon,train
תפ_30669-04-15,weapon,train
תפח_58351-07-14,weapon,train
תפ_15316-10-12,weapon,test
תפ_57787-12-14,weapon,train
