verdict_1,verdict_2,side,פיצרים_לפני_המרה_לפורמט_ידני,פיצרים_אחרי_המרה_לפורמט_ידני
SH-18-07-52337-770,SH-16-11-7544-55,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""כן"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מאחר"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מאחר"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-18-07-52337-770,SH-16-11-7544-55,2,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
ME-16-06-42987-901,ME-12-03-13401-281,1,"{""מספר עבירה"": ""144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""כן"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק - אם לא נמצא בטבלה"": ""רימון הלם: 1, רימון גז: 1, כלי נשק מאולתר (ירי, קליבר 9 מ\""מ): 1"", ""סטטוס הנשק"": ""תקול"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""כן"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""כן"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""כדור בקליבר 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""עבירות נוספות"": ""איומים לפי סעיף 192 לחוק העונשין; ניסיון לחבלה מחמירה לפי סעיף 329(א)(2) לחוק העונשין; ניסיון תקיפה בנסיבות מחמירות לפי סעיפים 382(א) + 25 לחוק העונשין"", ""תכנון"": ""כן"", ""שימוש"": ""זריקת רימון, ניסיון לירי ללא הצלחה, זריקת רימון""}","{""אופן החזקת הנשק"": ""על גופו, סמוך לבית"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""כדור בקליבר 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, ביצוע עבירות בנשק"", ""סטטוס הנשק"": ""תקול"", ""עבירות נוספות"": ""איומים לפי סעיף 192 לחוק העונשין; ניסיון לחבלה מחמירה לפי סעיף 329(א)(2) לחוק העונשין; ניסיון תקיפה בנסיבות מחמירות לפי סעיפים 382(א) + 25 לחוק העונשין"", ""שימוש"": ""זריקת רימון, ניסיון לירי ללא הצלחה, זריקת רימון"", ""תכנון"": ""כן"", ""סוג הנשק - אם לא נמצא בטבלה"": ""רימון הלם: 1, רימון גז: 1, כלי נשק מאולתר (ירי, קליבר 9 מ\""מ): 1""}"
ME-16-06-42987-901,ME-12-03-13401-281,2,"{""מספר עבירה"": ""144 א, 144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""כן"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""2 מחסניות שבתוכן כדורי אקדח ו-11 כדורי אקדח 9 מ\""מ נוספים"", ""עבירות נוספות"": ""יריות באזור מגורים - עבירה לפי סעיף 340א לחוק"", ""תכנון"": ""לא"", ""שימוש"": ""כן,ירי""}","{""אופן החזקת הנשק"": ""ברכב"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""2 מחסניות שבתוכן כדורי אקדח ו-11 כדורי אקדח 9 מ\""מ נוספים"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג הנשק [אקדח]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק, ביצוע עבירות בנשק"", ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""עבירות נוספות"": ""יריות באזור מגורים - עבירה לפי סעיף 340א לחוק"", ""שימוש"": ""כן,ירי"", ""תכנון"": ""לא""}"
SH-20-02-52091-995,SH-16-11-7544-55,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""כן"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""כ-20 כדורי 9 מ\""מ"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""בבית"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""כ-20 כדורי 9 מ\""מ"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-20-02-52091-995,SH-16-11-7544-55,2,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-14-02-28659-762,SH-16-05-42991-439,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""כן"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""מחסנית וכדורים תואמים"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""מחסנית וכדורים תואמים"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-14-02-28659-762,SH-16-05-42991-439,2,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""אופן_החזקה_בבית"": ""כן"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""כמות תחמושת"": ""מחסנית עם 13 כדורים 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""עבירות נוספות"": ""שיבוש הליכי משפט, לפי סעיף 244 לחוק"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית עם 13 כדורים 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [אקדח]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""עבירות נוספות"": ""שיבוש הליכי משפט, לפי סעיף 244 לחוק"", ""תכנון"": ""לא""}"
ME-14-10-31218-522,ME-17-05-35227-215,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [רימון הלם/גז]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""כן"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""תכנון"": ""לא"", ""שימוש"": ""זריקת רימון""}","{""אופן החזקת הנשק"": ""סמוך לבית"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [רימון הלם/גז]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""שימוש"": ""זריקת רימון"", ""תכנון"": ""לא""}"
ME-14-10-31218-522,ME-17-05-35227-215,2,"{""מספר עבירה"": ""144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""ברכב"", ""אופן קבלת הנשק"": ""מצא"", ""מספר עבירה"": ""144 ב"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-16-11-7544-55,SH-15-03-49530-992,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מצא"", ""כמות תחמושת"": ""מחסנית המכילה 10 כדורים בקוטר 9 מ\""מ"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
SH-16-11-7544-55,SH-15-03-49530-992,2,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""כן"", ""כמות תחמושת"": ""מחסנית ובה כדורים, מחסנית טעונה בכדורים בקוטר 9 מ\""מ, כדורים בקוטר 5.56 מ\""מ בתפזורת"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""מוסלק - מוסתר, סמוך לבית"", ""כמות תחמושת"": ""מחסנית ובה כדורים, מחסנית טעונה בכדורים בקוטר 9 מ\""מ, כדורים בקוטר 5.56 מ\""מ בתפזורת"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא""}"
ME-16-11-13999-863,ME-21-10-18557-340,1,"{""מספר עבירה"": ""144 א, 144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""כן"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""כמות תחמושת"": ""מחסנית עם כדורים לאקדח, מחסנית נוספת עם כדורים לאקדח"", ""מטרה-סיבת העבירה"": ""תדמית"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""ברכב, על גופו"", ""כמות תחמושת"": ""מחסנית עם כדורים לאקדח, מחסנית נוספת עם כדורים לאקדח"", ""מטרה-סיבת העבירה"": ""תדמית"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג הנשק [אקדח]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא""}"
ME-16-11-13999-863,ME-21-10-18557-340,2,"{""מספר עבירה"": ""144 א, 144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""כן"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""כן"", ""אופן_החזקה_מוסלק"": ""לא"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""כמות תחמושת"": ""מחסנית ולכל הפחות שני כדורים תואמים לתת המקלע בקליבר 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""עבירות נוספות"": ""ירי מנשק חם"", ""תכנון"": ""לא"", ""שימוש"": ""כן,ירי""}","{""אופן החזקת הנשק"": ""ברכב, על גופו"", ""כמות תחמושת"": ""מחסנית ולכל הפחות שני כדורים תואמים לתת המקלע בקליבר 9 מ\""מ"", ""מטרה-סיבת העבירה"": ""סכסוך"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק, ביצוע עבירות בנשק"", ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""עבירות נוספות"": ""ירי מנשק חם"", ""שימוש"": ""כן,ירי"", ""תכנון"": ""לא""}"
ME-16-10-12213-904,ME-16-01-189-123,1,"{""מספר עבירה"": ""144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""כן"", ""כמות תחמושת"": ""מחסנית ריקה ובה 0 כדורים + 1 כדור"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר, סמוך לבית"", ""כמות תחמושת"": ""מחסנית ריקה ובה 0 כדורים + 1 כדור"", ""מספר עבירה"": ""144 ב"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא""}"
ME-16-10-12213-904,ME-16-01-189-123,2,"{""מספר עבירה"": ""144 א, 144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""כן"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""רכש"", ""כמות תחמושת"": ""מחסנית ריקה תואמת, קופסת תחמושת המכילה 50 כדורים מסוג 9 מ\""מ"", ""עבירות נוספות"": ""קשירת קשר לסחר בסם מסוכן, לפי סעיף 13 + 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל\""ג-1973, יחד עם סעיף 499(א)(1) לחוק העונשין, התשל\""ז-1977"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""רכש"", ""כמות תחמושת"": ""מחסנית ריקה תואמת, קופסת תחמושת המכילה 50 כדורים מסוג 9 מ\""מ"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""עבירות נוספות"": ""קשירת קשר לסחר בסם מסוכן, לפי סעיף 13 + 19א לפקודת הסמים המסוכנים [נוסח חדש], תשל\""ג-1973, יחד עם סעיף 499(א)(1) לחוק העונשין, התשל\""ז-1977"", ""תכנון"": ""לא""}"
SH-15-12-65958-120,ME-16-05-9983-155,1,"{""מספר עבירה"": ""144 א"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""לא"", ""סוג_עבירה_הובלה"": ""לא"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [אקדח]"": 2.0, ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""אופן_החזקה_בבית"": ""כן"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""כמות תחמושת"": ""אקדח זיג זאוור טעון במחסנית ו-8 כדורי אקדח בקוטר 9 מ\""מ, נשק מאולתר מסוג קרלו טעון במחסנית ובה 15 כדורי 9 מ\""מ, אקדח נוסף ושתי מחסניות האחת ריקה ואחת מלאה ב-6 כדורי אקדח בקוטר 7.65"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""כמות תחמושת"": ""אקדח זיג זאוור טעון במחסנית ו-8 כדורי אקדח בקוטר 9 מ\""מ, נשק מאולתר מסוג קרלו טעון במחסנית ובה 15 כדורי 9 מ\""מ, אקדח נוסף ושתי מחסניות האחת ריקה ואחת מלאה ב-6 כדורי אקדח בקוטר 7.65"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""מספר עבירה"": ""144 א"", ""סוג הנשק [אקדח]"": 2.0, ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק"", ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא""}"
SH-15-12-65958-120,ME-16-05-9983-155,2,"{""מספר עבירה"": ""144 א, 144 ב"", ""סוג_עבירה_החזקה"": ""כן"", ""סוג_עבירה_נשיאה"": ""כן"", ""סוג_עבירה_הובלה"": ""כן"", ""סוג_עבירה_סחר"": ""לא"", ""סוג_עבירה_ניסיון_סחר"": ""לא"", ""סוג_עבירה_ביצוע_עבירות"": ""לא"", ""סוג_עבירה_ייצור"": ""לא"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""אופן_החזקה_בבית"": ""לא"", ""אופן_החזקה_ברכב"": ""לא"", ""אופן_החזקה_על_גופו"": ""לא"", ""אופן_החזקה_מוסלק"": ""כן"", ""אופן_החזקה_סמוך_לבית"": ""לא"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""מחסנית"", ""תכנון"": ""לא""}","{""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""מחסנית"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא""}"
