canonical_id,domain,csv_path,docx_path,csv_source,docx_source,csv_size,docx_size,verdict,sentencing_range_low,sentencing_range_high,sentencing_classification,sentencing_confidence,citations_count,domain_unified,year,sentencing_sentence
תפ_19967-05-11,weapon,csv/תפ_19967-05-11.csv,docx/תפ_19967-05-11.docx,5k_archive,data_master_docx,7813.0,24043.0,"ת""פ 19967-05",3.0,6.0,POSITIVE,גבוהה,2.0,weapon,2011.0,
תפ_54384-09-19,weapon,csv/תפ_54384-09-19.csv,docx/תפ_54384-09-19.docx,new_try_unified_weapon,new_try_unified_weapon,7807.0,43873.0,ME-19-09-54384-511,,,NEGATIVE,גבוהה,1.0,weapon,2019.0,
תפ_110-03,weapon,csv/תפ_110-03.csv,docx/תפ_110-03.docx,new_try_unified_weapon,data_master_docx,7793.0,16360.0,"ת""פ 000110∕03",,,,,3.0,weapon,2003.0,
תפ_35647-04-15,drugs,csv/תפ_35647-04-15.csv,docx/תפ_35647-04-15.docx,data_drugs_3k,new_try_unified_drugs,7779.0,43421.0,SH-15-04-35647-935,,,NEGATIVE,גבוהה,0.0,drugs,2015.0,
תפ_51916-02-16,weapon,csv/תפ_51916-02-16.csv,docx/תפ_51916-02-16.docx,data_master_csv,new_try_unified_weapon,7726.0,42684.0,"ת""פ 51916-02-16",,,NEGATIVE,גבוהה,0.0,weapon,2016.0,
עפג_23775-04-15,weapon,csv/עפג_23775-04-15.csv,docx/עפג_23775-04-15.docx,new_try_unified_weapon,new_try_unified_weapon,7716.0,23017.0,,,,NEGATIVE,נמוכה,,,2015.0,מתקרת המתחם שקבע הוא עצמו לעבירה בודדת של סחר בסם.
ME-15-04-23775-504,unknown,csv/ME-15-04-23775-504.csv,,downloaded_pipeline,,7716.0,,,,,,,,,,
תפ_3756-09,weapon,csv/תפ_3756-09.csv,docx/תפ_3756-09.docx,innovation_task_5k,new_try_unified_weapon,7710.0,13617.0,"ת""פ 3756-09",,,,,1.0,weapon,2009.0,
תפ_12094-07-08,weapon,csv/תפ_12094-07-08.csv,docx/תפ_12094-07-08.docx,innovation_task_5k,data_master_docx,7686.0,16942.0,"ת""פ 12094-07-08",,,NEGATIVE,גבוהה,1.0,weapon,2008.0,
תפ_3616-03-16,drugs,csv/תפ_3616-03-16.csv,docx/תפ_3616-03-16.docx,data_drugs_3k,data_master_docx,7684.0,23105.0,תפ_3616-03-16,,,NEGATIVE,גבוהה,0.0,drugs,2016.0,
תפ_6387-04-09,weapon,csv/תפ_6387-04-09.csv,docx/תפ_6387-04-09.docx,innovation_task_5k,data_master_docx,7667.0,14915.0,"ת""פ 6387-04-09",,,,,0.0,weapon,2009.0,
תפ_5018-06,weapon,csv/תפ_5018-06.csv,docx/תפ_5018-06.docx,new_try_unified_weapon,data_master_docx,7647.0,16887.0,תפ (חי') 5018∕06,,,,,3.0,weapon,2006.0,
תפ_1216-06-11,weapon,csv/תפ_1216-06-11.csv,docx/תפ_1216-06-11.docx,data_unified_weapon,data_master_docx,7644.0,26328.0,"ת""פ 1216-06-11",,,,,0.0,weapon,2011.0,
תפ_32293-08-16,weapon,csv/תפ_32293-08-16.csv,docx/תפ_32293-08-16.docx,data_master_csv,new_try_unified_weapon,7641.0,44081.0,ME-16-08-32293-448,,,NEGATIVE,גבוהה,0.0,weapon,2016.0,
תפ_34712-07-15,drugs,csv/תפ_34712-07-15.csv,docx/תפ_34712-07-15.docx,data_drugs_3k,data_master_docx,7635.0,44931.0,SH-15-07-34712-948,,,NEGATIVE,גבוהה,1.0,drugs,2015.0,
תפ_49247-05-10,weapon,csv/תפ_49247-05-10.csv,docx/תפ_49247-05-10.docx,5k_archive,new_try_unified_weapon,7628.0,24730.0,"ת""פ 49247-05-10",,,,,0.0,weapon,2010.0,
תפ_40152-10-11,drugs,csv/תפ_40152-10-11.csv,docx/תפ_40152-10-11.docx,new_try_drugs,data_master_docx,7615.0,44130.0,SH-11-10-40152-497,,,,,0.0,drugs,2011.0,
תפ_60207-09-14,drugs,csv/תפ_60207-09-14.csv,docx/תפ_60207-09-14.docx,new_try_unified_drugs,data_master_docx,7598.0,23761.0,תפ_60207-09-14,,,NEGATIVE,גבוהה,2.0,drugs,2014.0,
עפ_5827-02,weapon,csv/עפ_5827-02.csv,docx/עפ_5827-02.docx,new_try_unified_weapon,new_try_unified_weapon,7598.0,15810.0,,,,,,,,2002.0,
תפ_8203-06,weapon,csv/תפ_8203-06.csv,docx/תפ_8203-06.docx,new_try_unified_weapon,new_try_unified_weapon,7590.0,14752.0,"תפ (ב""ש) 8203∕06",,,,,0.0,weapon,2006.0,
עפ_5827-02,unknown,csv/עפ_5827-02.csv,,downloaded_pipeline,,7588.0,,,,,,,,,2002.0,
תפ_1170-04,drugs,csv/תפ_1170-04.csv,docx/תפ_1170-04.docx,new_try_unified_drugs,new_try_unified_drugs,7576.0,15876.0,תפ (נצ') 1170∕04,,,,,5.0,weapon,2004.0,
תפ_53890-03-16,drugs,csv/תפ_53890-03-16.csv,docx/תפ_53890-03-16.docx,data_drugs_3k,new_try_unified_drugs,7571.0,45265.0,תפ_53890-03-16,,,NEGATIVE,גבוהה,2.0,drugs,2016.0,
תפ_24900-06-13,drugs,csv/תפ_24900-06-13.csv,docx/תפ_24900-06-13.docx,new_try_drugs_copy2,data_master_docx,7567.0,43418.0,SH-13-06-24900-894,,,NEGATIVE,גבוהה,0.0,drugs,2013.0,
תפ_57332-10-18,drugs,csv/תפ_57332-10-18.csv,docx/תפ_57332-10-18.docx,data_drugs_3k,new_try_unified_drugs,7555.0,51632.0,SH-18-10-57332-11,,,NEGATIVE,גבוהה,0.0,drugs,2018.0,
תפ_2588-07,weapon,csv/תפ_2588-07.csv,docx/תפ_2588-07.docx,5k_archive,data_master_docx,7546.0,20539.0,"ת""פ 2588-07",,,,,3.0,weapon,2007.0,
תפ_40857-04-13,drugs,csv/תפ_40857-04-13.csv,docx/תפ_40857-04-13.docx,new_try_drugs,new_try_unified_drugs,7521.0,41701.0,SH-13-04-40857-908,,,NEGATIVE,גבוהה,0.0,drugs,2013.0,
תפ_2757-08,weapon,csv/תפ_2757-08.csv,docx/תפ_2757-08.docx,new_try_unified_weapon,data_master_docx,7519.0,14674.0,"ת""פ 2757-08",,,NEGATIVE,גבוהה,2.0,weapon,2008.0,
תפ_58840-10-10,drugs,csv/תפ_58840-10-10.csv,docx/תפ_58840-10-10.docx,data_unified_drugs,data_master_docx,7508.0,43078.0,SH-10-10-58840-818,,,,,0.0,drugs,2010.0,
תפ_14492-11-09,weapon,csv/תפ_14492-11-09.csv,docx/תפ_14492-11-09.docx,data_master_csv,data_master_docx,7505.0,24072.0,"ת""פ 14492-11-09",,,,,1.0,weapon,2009.0,
עפג_47551-07-10,weapon,csv/עפג_47551-07-10.csv,docx/עפג_47551-07-10.docx,new_try_unified_weapon,new_try_unified_weapon,7505.0,13432.0,,,,,,,,2010.0,
ME-10-07-47551-33,unknown,csv/ME-10-07-47551-33.csv,,downloaded_pipeline,,7505.0,,,,,,,,,2033.0,
תפ_37411-02-15,drugs,csv/תפ_37411-02-15.csv,docx/תפ_37411-02-15.docx,data_drugs_3k,data_master_docx,7504.0,44865.0,SH-15-02-37411-573,,,NEGATIVE,גבוהה,0.0,drugs,2015.0,
תפ_138-08,weapon,csv/תפ_138-08.csv,docx/תפ_138-08.docx,new_try_unified_weapon,new_try_unified_weapon,7501.0,16032.0,,,,,,,,2008.0,
תפ_138-08,unknown,csv/תפ_138-08.csv,,5k_archive,,7501.0,,,,,,,,,2008.0,
תפ_2091-07,weapon,csv/תפ_2091-07.csv,docx/תפ_2091-07.docx,5k_archive,new_try_unified_weapon,7492.0,14711.0,"ת""פ 2091-07",,,,,1.0,weapon,2007.0,
תפ_39986-05-16,weapon,csv/תפ_39986-05-16.csv,docx/תפ_39986-05-16.docx,new_try_weapon_copy2,new_try_unified_weapon,7487.0,44121.0,"ת""פ 39986-05-16",,,NEGATIVE,גבוהה,0.0,weapon,2016.0,
תפ_4640-09-15,drugs,csv/תפ_4640-09-15.csv,docx/תפ_4640-09-15.docx,data_drugs_3k,data_master_docx,7474.0,44035.0,SH-15-09-4640-663,,,NEGATIVE,גבוהה,2.0,drugs,2015.0,
תפ_1875-12-14,drugs,csv/תפ_1875-12-14.csv,docx/תפ_1875-12-14.docx,data_drugs_3k,data_master_docx,7454.0,23974.0,תפ_1875-12-14,,,NEGATIVE,גבוהה,1.0,drugs,2014.0,
תפח_5021-02,weapon,csv/תפח_5021-02.csv,docx/תפח_5021-02.docx,new_try_unified_weapon,new_try_unified_weapon,7441.0,21438.0,תפח (י-ם) 5021∕02,,,,,0.0,weapon,2002.0,
תפ_31864-12-14,drugs,csv/תפ_31864-12-14.csv,docx/תפ_31864-12-14.docx,data_drugs_3k,new_try_unified_drugs,7439.0,24527.0,תפ_31864-12-14,,,NEGATIVE,גבוהה,6.0,drugs,2014.0,
עפ_2718-04,weapon,csv/עפ_2718-04.csv,docx/עפ_2718-04.docx,new_try_unified_weapon,new_try_unified_weapon,7432.0,25272.0,,,,,,,,2004.0,
תפ_2371-07,weapon,csv/תפ_2371-07.csv,docx/תפ_2371-07.docx,new_try_unified_weapon,new_try_unified_weapon,7429.0,14935.0,תפ (נצ') 2371∕07,,,,,1.0,weapon,2007.0,
תפ_53489-02-13,weapon,csv/תפ_53489-02-13.csv,docx/תפ_53489-02-13.docx,data_unified_weapon,data_master_docx,7428.0,44042.0,"ת""פ 53489-02-13",,,NEGATIVE,גבוהה,1.0,weapon,2013.0,
תפ_15905-09-10,weapon,csv/תפ_15905-09-10.csv,docx/תפ_15905-09-10.docx,data_5k,new_try_unified_weapon,7428.0,24330.0,"ת""פ 15905-09-10",,,,,2.0,weapon,2010.0,
עפ_2718-04,unknown,csv/עפ_2718-04.csv,,downloaded_pipeline,,7411.0,,,,,,,,,2004.0,
תפ_8185-09,weapon,csv/תפ_8185-09.csv,docx/תפ_8185-09.docx,data_5k,data_master_docx,7407.0,28070.0,"ת""פ 8185-09",,,,,1.0,weapon,2009.0,
עפ_6583-06,weapon,csv/עפ_6583-06.csv,docx/עפ_6583-06.docx,new_try_unified_weapon,new_try_unified_weapon,7391.0,15872.0,,,,,,,,2006.0,
תפ_15696-02-12,drugs,csv/תפ_15696-02-12.csv,docx/תפ_15696-02-12.docx,new_try_unified_drugs,data_master_docx,7359.0,43681.0,SH-12-02-15696-297,,,NEGATIVE,גבוהה,1.0,drugs,2012.0,
תפ_1177-07,weapon,csv/תפ_1177-07.csv,docx/תפ_1177-07.docx,5k_root,new_try_unified_weapon,7357.0,22704.0,"ת""פ 1177-07",,,,,1.0,weapon,2007.0,
תפ_2464-12-10,weapon,csv/תפ_2464-12-10.csv,docx/תפ_2464-12-10.docx,5k_root,new_try_unified_weapon,7356.0,22406.0,"ת""פ 2464-12-10",,,,,0.0,weapon,2010.0,
תפ_1509-03-16,drugs,csv/תפ_1509-03-16.csv,docx/תפ_1509-03-16.docx,data_drugs_3k,data_master_docx,7351.0,43693.0,SH-16-03-1509-405,,,NEGATIVE,גבוהה,0.0,drugs,2016.0,
תפח_11644-01-10,weapon,csv/תפח_11644-01-10.csv,docx/תפח_11644-01-10.docx,new_try_unified_weapon,new_try_unified_weapon,7351.0,14694.0,"תפ""ח 11644-01-10",,,,,0.0,weapon,2010.0,
תפ_52031-06-15,drugs,csv/תפ_52031-06-15.csv,docx/תפ_52031-06-15.docx,data_drugs_3k,new_try_unified_drugs,7350.0,43987.0,SH-15-06-52031-844,,,NEGATIVE,גבוהה,1.0,drugs,2015.0,
תפ_56629-11-12,drugs,csv/תפ_56629-11-12.csv,docx/תפ_56629-11-12.docx,new_try_drugs,new_try_unified_drugs,7330.0,42556.0,SH-12-11-56629-448,,,NEGATIVE,גבוהה,1.0,drugs,2012.0,
תפ_6015-08,weapon,csv/תפ_6015-08.csv,docx/תפ_6015-08.docx,new_try_unified_weapon,data_master_docx,7328.0,15452.0,"תפ (ת""א) 6015∕08",,,,,1.0,weapon,2008.0,
תפ_57854-03-23,weapon,csv/תפ_57854-03-23.csv,docx/תפ_57854-03-23.docx,data_unified_weapon,data_master_docx,7323.0,43683.0,ME-23-03-57854-908,,,NEGATIVE,גבוהה,0.0,weapon,2023.0,
תפ_1552-06,weapon,csv/תפ_1552-06.csv,docx/תפ_1552-06.docx,5k_root,new_try_unified_weapon,7308.0,13104.0,"ת""פ 1552-06",,,,,1.0,weapon,2006.0,
תפ_5789-11-08,weapon,csv/תפ_5789-11-08.csv,docx/תפ_5789-11-08.docx,data_master_csv,data_master_docx,7302.0,15166.0,"ת""פ 5789-11-08",,,,,2.0,weapon,2008.0,
תפ_1896-09,weapon,csv/תפ_1896-09.csv,docx/תפ_1896-09.docx,5k_root,new_try_unified_weapon,7292.0,14330.0,"ת""פ 1896-09",,,,,2.0,weapon,2009.0,
תפ_4562-02,weapon,csv/תפ_4562-02.csv,docx/תפ_4562-02.docx,new_try_unified_weapon,data_master_docx,7287.0,15174.0,"ת""פ (נצרת) 4562∕02",,,,,3.0,weapon,2002.0,
תפ_3167-04,weapon,csv/תפ_3167-04.csv,docx/תפ_3167-04.docx,new_try_unified_weapon,new_try_unified_weapon,7275.0,15757.0,תפ (חי') 3167∕04,,,,,2.0,weapon,2004.0,
תפ_3805-07-10,weapon,csv/תפ_3805-07-10.csv,docx/תפ_3805-07-10.docx,5k_archive,new_try_unified_weapon,7272.0,14563.0,"ת""פ 3805-07-10",,,,,1.0,weapon,2010.0,
תפ_9051-03-10,weapon,csv/תפ_9051-03-10.csv,docx/תפ_9051-03-10.docx,new_try_unified_weapon,new_try_unified_weapon,7268.0,14770.0,"ת""פ 9051-03-10",,,,,1.0,weapon,2010.0,
תפ_34084-03-20,weapon,csv/תפ_34084-03-20.csv,docx/תפ_34084-03-20.docx,data_unified_weapon,new_try_unified_weapon,7264.0,52393.0,ME-20-03-34084-22,,,NEGATIVE,גבוהה,0.0,weapon,2020.0,
תפ_8613-03-22,drugs,csv/תפ_8613-03-22.csv,docx/תפ_8613-03-22.docx,data_drugs_3k,new_try_unified_drugs,7250.0,44232.0,תפ_8613-03-22,,,NEGATIVE,גבוהה,1.0,drugs,2022.0,
תפ_4574-09-10,weapon,csv/תפ_4574-09-10.csv,docx/תפ_4574-09-10.docx,data_master_csv,new_try_unified_weapon,7245.0,31382.0,"ת""פ 4574-09-10",,,,,1.0,weapon,2010.0,
תפ_2498-08,weapon,csv/תפ_2498-08.csv,docx/תפ_2498-08.docx,new_try_unified_weapon,data_master_docx,7236.0,21575.0,"ת""פ 2498-08",,,,,1.0,weapon,2008.0,
תפ_19921-04-14,weapon,csv/תפ_19921-04-14.csv,docx/תפ_19921-04-14.docx,5k_root,new_try_unified_weapon,7235.0,23338.0,"ת""פ 19921-04-14",,,NEGATIVE,גבוהה,0.0,weapon,2014.0,
תפ_8288-04-17,drugs,csv/תפ_8288-04-17.csv,docx/תפ_8288-04-17.docx,new_try_drugs,new_try_unified_drugs,7197.0,43599.0,SH-17-04-8288-772,,,NEGATIVE,גבוהה,2.0,drugs,2017.0,
תפ_56632-06-16,drugs,csv/תפ_56632-06-16.csv,docx/תפ_56632-06-16.docx,data_drugs_3k,data_master_docx,7189.0,43681.0,תפ_56632-06-16,,,NEGATIVE,גבוהה,1.0,drugs,2016.0,
תפ_31933-03-13,weapon,csv/תפ_31933-03-13.csv,docx/תפ_31933-03-13.docx,innovation_task_5k,new_try_unified_weapon,7182.0,23747.0,"ת""פ 31933-03-13",,,NEGATIVE,גבוהה,4.0,weapon,2013.0,
תפ_2448-12-08,weapon,csv/תפ_2448-12-08.csv,docx/תפ_2448-12-08.docx,data_unified_weapon,new_try_unified_weapon,7180.0,15522.0,"ת""פ 2448-12-08",,,,,0.0,weapon,2008.0,
תפ_5149-05,weapon,csv/תפ_5149-05.csv,docx/תפ_5149-05.docx,new_try_unified_weapon,new_try_unified_weapon,7178.0,17187.0,"תפ (ת""א) 5149∕05",,,,,2.0,weapon,2005.0,
תפ_32709-07-20,drugs,csv/תפ_32709-07-20.csv,docx/תפ_32709-07-20.docx,data_drugs_3k,data_master_docx,7164.0,29086.0,תפ_32709-07-20,,,NEGATIVE,גבוהה,0.0,drugs,2020.0,
עפ_6583-06,unknown,csv/עפ_6583-06.csv,,downloaded_pipeline,,7159.0,,,,,,,,,2006.0,
תפ_8929-11-15,drugs,csv/תפ_8929-11-15.csv,docx/תפ_8929-11-15.docx,data_drugs_3k,new_try_unified_drugs,7150.0,47174.0,SH-15-11-8929-536,,,NEGATIVE,גבוהה,0.0,drugs,2015.0,
תפ_40202-99,weapon,csv/תפ_40202-99.csv,docx/תפ_40202-99.docx,data_master_csv,data_master_docx,7140.0,15784.0,"ת""פ 40202∕99",,,,,1.0,weapon,1999.0,
תפ_461-02,weapon,csv/תפ_461-02.csv,docx/תפ_461-02.docx,new_try_unified_weapon,data_master_docx,7134.0,26361.0,"ת""פ 461∕02",,,,,2.0,weapon,2002.0,
תפ_14485-10-13,drugs,csv/תפ_14485-10-13.csv,docx/תפ_14485-10-13.docx,new_try_unified_drugs,new_try_unified_drugs,7131.0,43628.0,SH-13-10-14485-766,,,NEGATIVE,גבוהה,1.0,drugs,2013.0,
תפ_27605-02-11,weapon,csv/תפ_27605-02-11.csv,docx/תפ_27605-02-11.docx,innovation_task_5k,new_try_unified_weapon,7130.0,30089.0,"ת""פ 27605-02-11",,,,,4.0,weapon,2011.0,
תפ_53585-08-10,weapon,csv/תפ_53585-08-10.csv,docx/תפ_53585-08-10.docx,5k_root,data_master_docx,7129.0,24433.0,"ת""פ 53585-08-10",,,,,0.0,weapon,2010.0,
תפ_65414-06-16,drugs,csv/תפ_65414-06-16.csv,docx/תפ_65414-06-16.docx,data_drugs_3k,data_master_docx,7124.0,42879.0,תפ_65414-06-16,,,NEGATIVE,גבוהה,1.0,drugs,2016.0,
תפ_4176-05-16,weapon,csv/תפ_4176-05-16.csv,docx/תפ_4176-05-16.docx,new_try_unified_weapon,new_try_unified_weapon,7121.0,42702.0,ME-16-05-4176-485,,,NEGATIVE,גבוהה,1.0,weapon,2016.0,
תפ_52399-10-10,drugs,csv/תפ_52399-10-10.csv,docx/תפ_52399-10-10.docx,data_unified_drugs,data_master_docx,7121.0,42026.0,SH-10-10-52399-14,,,,,1.0,drugs,2010.0,
תפ_6186-07,weapon,csv/תפ_6186-07.csv,docx/תפ_6186-07.docx,data_master_csv,new_try_unified_weapon,7115.0,16348.0,"ת""פ 6186-07",,,,,3.0,weapon,2007.0,
תפ_10206-98,weapon,csv/תפ_10206-98.csv,docx/תפ_10206-98.docx,new_try_unified_weapon,new_try_unified_weapon,7093.0,26366.0,"ת""פ 10206∕98",,,,,0.0,weapon,1998.0,
תפ_8023-04,weapon,csv/תפ_8023-04.csv,docx/תפ_8023-04.docx,new_try_unified_weapon,data_master_docx,7089.0,16275.0,"תפ (ב""ש) 8023∕04",,,,,2.0,weapon,2004.0,
תפ_42834-02-11,weapon,csv/תפ_42834-02-11.csv,docx/תפ_42834-02-11.docx,new_try_unified_weapon,data_master_docx,7087.0,25201.0,"ת""פ 42834-02-11",,,,,2.0,weapon,2011.0,
תפ_50987-05-13,drugs,csv/תפ_50987-05-13.csv,docx/תפ_50987-05-13.docx,new_try_drugs,data_master_docx,7077.0,41927.0,SH-13-05-50987-234,,,NEGATIVE,גבוהה,1.0,drugs,2013.0,
עפג_24112-09-17,drugs,csv/עפג_24112-09-17.csv,docx/עפג_24112-09-17.docx,new_try_unified_drugs,new_try_unified_drugs,7071.0,23336.0,,,,NEGATIVE,נמוכה,,,2017.0,
ME-17-09-24112-501,unknown,csv/ME-17-09-24112-501.csv,,downloaded_pipeline,,7071.0,,,,,,,,,,
תפ_573-01-14,drugs,csv/תפ_573-01-14.csv,docx/תפ_573-01-14.docx,data_drugs_3k,data_master_docx,7068.0,44265.0,תפ_573-01-14,,,NEGATIVE,גבוהה,0.0,drugs,2014.0,
תפ_8166-03,weapon,csv/תפ_8166-03.csv,docx/תפ_8166-03.docx,new_try_unified_weapon,new_try_unified_weapon,7060.0,15658.0,"תפ (ב""ש) 8166∕03",,,,,0.0,weapon,2003.0,
תפ_327-98,weapon,csv/תפ_327-98.csv,docx/תפ_327-98.docx,data_master_csv,data_master_docx,7060.0,15232.0,"ת""פ 327∕98",,,,,1.0,weapon,1998.0,
תפ_138-05-15,drugs,csv/תפ_138-05-15.csv,docx/תפ_138-05-15.docx,data_drugs_3k,data_master_docx,7042.0,44168.0,SH-15-05-138-111,,,NEGATIVE,גבוהה,0.0,drugs,2015.0,
תפ_39747-09-14,drugs,csv/תפ_39747-09-14.csv,docx/תפ_39747-09-14.docx,data_drugs_3k,new_try_unified_drugs,7042.0,43476.0,תפ_39747-09-14,,,NEGATIVE,גבוהה,0.0,drugs,2014.0,
תפ_1071-08,weapon,csv/תפ_1071-08.csv,docx/תפ_1071-08.docx,new_try_unified_weapon,new_try_unified_weapon,7003.0,17008.0,,,,,,,,2008.0,
תפ_487-06,weapon,csv/תפ_487-06.csv,docx/תפ_487-06.docx,new_try_unified_weapon,new_try_unified_weapon,6993.0,16161.0,"תפ (ק""ג) 487∕06",,,,,0.0,weapon,2006.0,
תפ_1793-08-12,drugs,csv/תפ_1793-08-12.csv,docx/תפ_1793-08-12.docx,new_try_drugs_copy2,data_master_docx,6980.0,42485.0,SH-12-08-1793-958,,,NEGATIVE,גבוהה,0.0,drugs,2012.0,
תפ_1019-04,unknown,csv/תפ_1019-04.csv,docx/תפ_1019-04.docx,data_master_csv,data_master_docx,6978.0,17842.0,,,,,,,,2004.0,
תפח_1143-06,weapon,csv/תפח_1143-06.csv,docx/תפח_1143-06.docx,new_try_unified_weapon,data_master_docx,6966.0,16248.0,"תפח (ת""א) 1143∕06",,,,,0.0,weapon,2006.0,
תפ_58242-05-16,drugs,csv/תפ_58242-05-16.csv,docx/תפ_58242-05-16.docx,data_drugs_3k,new_try_unified_drugs,6957.0,22536.0,תפ_58242-05-16,,,NEGATIVE,גבוהה,0.0,drugs,2016.0,
תפ_21908-09-16,weapon,csv/תפ_21908-09-16.csv,docx/תפ_21908-09-16.docx,data_unified_weapon,data_master_docx,6953.0,43462.0,"ת""פ 21908-09-16",,,NEGATIVE,גבוהה,1.0,weapon,2016.0,
תפ_30132-08-14,drugs,csv/תפ_30132-08-14.csv,docx/תפ_30132-08-14.docx,data_drugs_3k,new_try_unified_drugs,6947.0,23878.0,תפ_30132-08-14,,,NEGATIVE,גבוהה,2.0,drugs,2014.0,
תפ_33651-08-10,drugs,csv/תפ_33651-08-10.csv,docx/תפ_33651-08-10.docx,new_try_drugs_copy,data_master_docx,6944.0,42448.0,SH-10-08-33651-656,,,NEGATIVE,גבוהה,2.0,drugs,2010.0,
תפ_39983-07-11,weapon,csv/תפ_39983-07-11.csv,docx/תפ_39983-07-11.docx,new_try_unified_weapon,data_master_docx,6933.0,22636.0,"ת""פ 39983-07-11",,,,,0.0,weapon,2011.0,
תפ_18579-10-16,weapon,csv/תפ_18579-10-16.csv,docx/תפ_18579-10-16.docx,data_unified_weapon,new_try_unified_weapon,6928.0,42766.0,ME-16-10-18579-375,,,NEGATIVE,גבוהה,1.0,weapon,2016.0,
תפ_8041-07,weapon,csv/תפ_8041-07.csv,docx/תפ_8041-07.docx,new_try_unified_weapon,data_master_docx,6922.0,15100.0,"תפ (ב""ש) 8041∕07",,,,,4.0,weapon,2007.0,
תפ_26644-06-14,drugs,csv/תפ_26644-06-14.csv,docx/תפ_26644-06-14.docx,data_unified_drugs,data_master_docx,6908.0,22772.0,תפ_26644-06-14,,,NEGATIVE,גבוהה,1.0,drugs,2014.0,
תפ_47136-05-16,drugs,csv/תפ_47136-05-16.csv,docx/תפ_47136-05-16.docx,new_try_drugs_copy2,data_master_docx,6905.0,43508.0,תפ_47136-05-16,,,NEGATIVE,גבוהה,1.0,drugs,2016.0,
תפ_45175-07-16,drugs,csv/תפ_45175-07-16.csv,docx/תפ_45175-07-16.docx,data_drugs_3k,new_try_unified_drugs,6879.0,44908.0,תפ_45175-07-16,,,NEGATIVE,גבוהה,1.0,drugs,2016.0,
תפ_3155-11-13,drugs,csv/תפ_3155-11-13.csv,docx/תפ_3155-11-13.docx,data_drugs_3k,new_try_unified_drugs,6850.0,44307.0,SH-13-11-3155-387,,,NEGATIVE,גבוהה,4.0,drugs,2013.0,
תפ_8284-09,weapon,csv/תפ_8284-09.csv,docx/תפ_8284-09.docx,data_unified_weapon,data_master_docx,6847.0,17082.0,"ת""פ 8284-09",,,,,2.0,weapon,2009.0,
תפ_34314-10-14,drugs,csv/תפ_34314-10-14.csv,docx/תפ_34314-10-14.docx,data_drugs_3k,new_try_unified_drugs,6836.0,44006.0,תפ_34314-10-14,,,NEGATIVE,גבוהה,1.0,drugs,2014.0,
תפ_18508-08-13,weapon,csv/תפ_18508-08-13.csv,docx/תפ_18508-08-13.docx,new_try_unified_weapon,data_master_docx,6824.0,22758.0,"ת""פ 18508-08-13",,,NEGATIVE,גבוהה,0.0,weapon,2013.0,
תפ_37628-09-15,drugs,csv/תפ_37628-09-15.csv,docx/תפ_37628-09-15.docx,data_unified_drugs,new_try_unified_drugs,6816.0,42721.0,SH-15-09-37628-689,,,NEGATIVE,גבוהה,1.0,drugs,2015.0,
תפ_61780-06-19,drugs,csv/תפ_61780-06-19.csv,docx/תפ_61780-06-19.docx,data_drugs_3k,new_try_unified_drugs,6807.0,66678.0,תפ_61780-06-19,,,NEGATIVE,גבוהה,1.0,drugs,2019.0,
תפ_27339-09-10,weapon,csv/תפ_27339-09-10.csv,docx/תפ_27339-09-10.docx,new_try_unified_weapon,data_master_docx,6805.0,22979.0,"ת""פ 27339-09-10",,,,,1.0,weapon,2010.0,
תפ_355-09,weapon,csv/תפ_355-09.csv,docx/תפ_355-09.docx,data_unified_weapon,data_master_docx,6778.0,15324.0,"ת""פ 355-09",,,,,1.0,weapon,2009.0,
תפ_6491-08,weapon,csv/תפ_6491-08.csv,docx/תפ_6491-08.docx,data_unified_weapon,new_try_unified_weapon,6775.0,14023.0,"ת""פ 6491-08",,,,,1.0,weapon,2008.0,
תפ_34916-08-15,drugs,csv/תפ_34916-08-15.csv,docx/תפ_34916-08-15.docx,data_drugs_3k,new_try_unified_drugs,6767.0,42934.0,תפ_34916-08-15,,,NEGATIVE,גבוהה,0.0,drugs,2015.0,
תפ_2032-06,drugs,csv/תפ_2032-06.csv,docx/תפ_2032-06.docx,new_try_unified_drugs,new_try_unified_drugs,6767.0,15542.0,"ת""פ 2032-06",,,,,0.0,weapon,2006.0,
תפ_2032-06,weapon,csv/תפ_2032-06.csv,docx/תפ_2032-06.docx,data_5k,data_master_docx,6767.0,15542.0,"ת""פ 2032-06",,,,,0.0,weapon,2006.0,
תפ_216-98,weapon,csv/תפ_216-98.csv,docx/תפ_216-98.docx,new_try_unified_weapon,new_try_unified_weapon,6756.0,15060.0,תפ (י-ם) 216∕98,,,,,0.0,weapon,1998.0,
תפ_65259-05-16,weapon,csv/תפ_65259-05-16.csv,docx/תפ_65259-05-16.docx,new_try_weapon_copy,new_try_unified_weapon,6747.0,43991.0,SH-16-05-65259-634,12.0,36.0,POSITIVE,בינונית,5.0,weapon,2016.0,
תפ_10468-04-09,weapon,csv/תפ_10468-04-09.csv,docx/תפ_10468-04-09.docx,5k_root,data_master_docx,6738.0,13827.0,"ת""פ 10468-04-09",,,,,0.0,weapon,2009.0,
תפ_1255-02,weapon,csv/תפ_1255-02.csv,docx/תפ_1255-02.docx,new_try_unified_weapon,new_try_unified_weapon,6716.0,15041.0,תפ (רמ') 1255∕02,,,,,1.0,weapon,2002.0,
