verdict,domain,features_json
תפ_45195-11-20,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": ""[29.0-גרם]"", ""drug_type_quantity_summary"": ""הרואין במשקל 113.7 גרם ו-20 גרם; קוקאין במשקל 29 גרם"", ""laboratory"": ""כן"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""החזקה בדירה עם שותפים, אריזה בשקיות פלסטיק"", ""אמצעי_מדידה"": ""משקל דיגיטלי"", ""מקום_העבירה"": ""דירת מגורים"", ""אופן_התפיסה"": ""הסמים נתפסו בדירה על שידה בחדרו של הנאשם"", ""ייעוד_הסמים"": ""113.7 גרם הרואין עבור אחר שזהותו אינה ידועה"", ""שותפים_לדירה"": ""כן"", ""אריזת_הסמים"": ""שקיות פלסטיק""}"
תפ_45199-01-22,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""מאסר מותנה, עבירות סמים נוספות בעבר, עבירות רכוש ואלימות בעבר"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": ""[50.23-גרם, 49.61-גרם, 49.28-גרם, 50-גרם, 50-גרם, 20-גרם]"", ""drug_type_quantity_summary"": ""קוקאין במשקל כולל של כ-269.12 גרם, הכולל עסקאות של 50.23 גרם, 49.61 גרם, 49.28 גרם, 50 גרם, 50 גרם ו-20 גרם."", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""כן"", ""שיטת_ביצוע"": ""הסמים הוסתרו במקומות ציבוריים (מאחורי דלי, בגדר, בארון חשמל, בארון ברחוב), והועברו באמצעות שליח או הנחיה טלפונית; תיאום ומסירה ב'שיטת הטמנה'."", ""אמצעי_תקשורת"": ""טלפון ויישומון טלגרם"", ""שעת_העבירה"": ""בסמוך לשעה 17:00-18:00 בעסקאות עם הסוכן; 19:00-20:20 בעסקה מהכלא"", ""סכום_כספי"": ""17,500 ש\""ח לכל עסקה עם הסוכן; סכום לא ידוע בעסקה מהכלא"", ""מיקום_העבירה"": ""רחוב גדוד חרמש, רחוב בצלאל בצראווי 24, רחוב יעקוב יהושוע 22, פסגת זאב, ירושלים; מחלף שורש ליד שואבה; בית כלא ניצן"", ""אופן_התפיסה"": ""בעסקה מהכלא – תפיסה על ידי בילוש בעת איסוף הסם"", ""אמצעי_הסתרה"": ""מעטפה, שקית שקופה, סקוטש, נייר טואלט, אריזת פלסטיק"", ""מסלול_העברה"": ""הסמים הוטמנו במקומות שונים, נאספו על ידי הסוכן/שליח, תשלום הועבר לאחר מכן במפגש פיזי"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""הנאשם פעל תוך כדי ניהול עסק (חנות פלאפל); בעסקה אחת פעל מתוך בית כלא; שימוש בשליחים"", ""שימוש_בשליח"": ""כן, בעסקה הראשונה ובתיק המצורף"", ""מספר_עסקאות"": ""6"", ""קשר_קודם_בין_הצדדים"": ""הסוכן הכיר את הנאשם בשמו וידע על גישתו לסמים"", ""הצעת_כמות_גדולה"": ""הנאשם הציע לסוכן לרכוש 70 או 100 גרם קוקאין במחיר מוזל"", ""העברת_סם_לשליח"": ""כן, בעסקה מהכלא"", ""העברת_סם_לבת_זוג"": ""כן, דנית בוהדנה אספה את הסם בעסקה מהכלא""}"
תפ_45226-12-22,weapon,"{""offense_number"": ""סעיפים 34י, 40א, 144(א), 144(ב)"", ""offense_type"": ""החזקת נשק, נשיאת נשק, הובלת נשק, החזקת אביזר לנשק ותחמושת ללא רשות על פי דין."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:  \n- קשירת קשר לעשות פשע  \n- התפרצות למקום מגורים  \n- החזקת מכשירי פריצה  \n- סיוע לגניבה  \n- היזק לרכוש במזיד  \n- עבירות סמים"", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 2, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""34 כדורי תחמושת בקוטר 9 מ\""מ וכדור נוסף בקוטר 6.35 מ\""מ"", ""how_obtained"": ""\""רכש\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית טעונה ב-5 כדורים, 34 כדורים בקוטר 9 מ\""מ, כדור אחד בקוטר 6.35 מ\""מ"", ""storage_method"": ""- \""על גופו\""  \n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""הגנה עצמית"", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת האקדח בכיס מעיל"", ""location"": ""חניון הבניין ברחוב אהוד מנור 4/62, קרית ביאליק"", ""arrest_method"": ""מעצר על ידי שוטרים בהתאם לצו מעצר"", ""arrest_time"": ""5/12/22 בשעה 12:00 לערך"", ""weapon_model"": ""ברטה 950B"", ""weapon_serial_number"": ""88006E"", ""residence_address"": ""אהוד מנור 4/62, קרית ביאליק"", ""arrest_reason"": ""צו מעצר שהוצא בבית משפט השלום בבאר-שבע"", ""weapon_found_on_body"": true, ""weapon_found_in_apartment"": false, ""ammunition_found_in_apartment"": true, ""communication_means"": ""אין"", ""special_circumstances"": ""מעצר בוצע במהלך חיפוש יזום בעקבות צו מעצר""}"
תפ_45228-07-16,weapon,"{""offense_number"": ""144(ב)"", ""offense_type"": ""נשיאת נשק"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת נשיאת נשק שלא כדין לפי סעיף 144(ב) לחוק העונשין."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מסוג FN, טעון במחסנית ובה 10 כדורי אקדח בקוטר 9 מ\""מ"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה 10 כדורים"", ""storage_method"": ""- \""על גופו\""\n- \""מוסלק-מוסתר\""\n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""לא ברור"", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת האקדח על גופו והסלקתו מתחת לשמיכה"", ""location"": ""סמוך לבית דודו בכפר זלפה"", ""time_of_offense"": ""שעת לילה"", ""arrest_method"": ""הבחין בשוטרים, ניסה להתרחק ולהימלט, נתפס לאחר מרדף קצר"", ""concealment_method"": ""הסלקה מתחת לשמיכה על מזרן בחדר בבית"", ""special_circumstances"": ""הנאשם נמלט מהשוטרים והסליק את הנשק בעת המרדף""}"
תפ_45232-07-18,drugs,"{""section_6"": ""כן"", ""section_7"": ""לא"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10 (כלים להכנת סם)"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""עבר פלילי כולל תקיפה ואיומים"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": 143, ""cannabis"": ""12 ק\""ג נטו שתילים + 101.27 גרם נטו"", ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""143 שתילים קנבוס (12 ק\""ג נטו), 101.27 גרם קנבוס"", ""laboratory"": ""כן"", ""role"": ""בעל המעבדה, בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""השכרת דירה ייעודית לגידול"", ""אמצעי_גידול"": ""מדי טמפרטורה, אדניות, שנאים, מפוחים, מסנן אויר"", ""מיקום_העבירה"": ""דירה בחיפה"", ""משך_הגידול"": ""שלושה חודשים"", ""אופן_התפיסה"": ""חיפוש בדירה"", ""תאריך_התפיסה"": ""16.7.18"", ""תאריך_השכרת_הדירה"": ""1.6.17"", ""מניע"": ""רווח אישי (משוער, לא מצוין במפורש)"", ""סוג_הזרעים"": ""קנבוס""}"
תפ_4531-05-21,weapon,"{""offense_number"": ""סעיף 144(ב2), סעיף 144(ב)"", ""offense_type"": ""עסקה אחרת בנשק, נשיאת נשק, נשיאת תחמושת"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: עבירות עסקה אחרת בנשק (סעיף 144(ב2) לחוק העונשין)."", ""pistol"": 3, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 2, ""improvised_assault_rifle"": 0, ""other_weapon"": ""תיק שחור עם אקדח בלגי אפור"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""3 קופסאות כדורי אקדח, מחסנית ריקה, מחסנית תואמת, מחסנית נוספת עם כדורים"", ""storage_method"": ""- \""מוסלק-מוסתר\"" - הנשק הועבר בשקיות שחורות ובתיקים, למשל שקית שחורה עם אקדח, שקית עם רובה סער, תיק עם אקדח ורובה.  \n- \""סמוך לבית\"" - הנשק נאסף ממקום סמוך לגדר ההפרדה בבית חנינא, קרוב למקום מגורי הנאשם."", ""planning"": ""כן"", ""purpose"": ""תדמית"", ""weapon_use"": ""לא"", ""execution_method"": ""איסוף נשק ממג'ד מעבר לגדר ההפרדה והעברתו לסלאימה באמצעות שקיות ותיקים"", ""route"": ""מהגדר סמוך לפילבוקס בבית חנינא, דרך המרכולים 'אלטחונה' ו'אלבאשא', לעיתים בליווי ט'"", ""time_of_offense"": ""שעות אחר הצהריים והערב, בחודש מרץ ותחילת אפריל 2021"", ""monetary_amount"": ""סה\""כ 1000-1400 ₪ עבור מספר העברות (300 ₪, 500 ₪, 200 ₪, 400-300 ₪)"", ""communication_means"": ""טלפון סלולרי, שיחות טלפון בין הנאשם, סלאימה וט'"", ""capture_method"": ""תפיסה על ידי כוחות הביטחון בסמוך למרכול 'אלבאשא' לאחר תצפית ובריחה"", ""motive"": ""קשר חברי עם סלאימה, תמורה כספית, תדמית"", ""special_circumstances"": ""הנאשם קטין (בן 18), פעל במסגרת הסדר טיעון, שותפות עם קטין נוסף (ט')"", ""accomplices"": ""סלאימה (מזמין), מג'ד (מעביר נשק), ט' (קטין, מסייע)"", ""handover_location"": ""מרכולים 'אלטחונה' ו'אלבאשא' בבית חנינא"", ""concealment_method"": ""שקיות ותיקים בצבע שחור"", ""surveillance"": ""הנאשם תצפת לפני איסוף הנשק באירוע החמישי"", ""serial_number"": ""רובה סער קלצ'ניקוב מס' 6000939""}"
תפ_45339-12-20,weapon,"{""offense_number"": ""25, 29, 30, 31, 40ט(4), 144(ב), 192, 244, 329(א)(2), 340א(ב), 413ה, 413ט, 67, 2"", ""offense_type"": ""ירי מנשק חם, חבלה בכוונה מחמירה, נשיאה והובלת נשק, שינוי זהות רכב, איומים, ניסיון לחבלה במזיד, שיבוש מהלכי משפט, נהיגה בזמן פסילה."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, ובהן: חבלה בכוונה מחמירה, שידול לחבלה חמורה בכוונה מחמירה, סיוע לחבלה חמורה בכוונה מחמירה, שינוי זהות רכב, איומים, ניסיון לחבלה במזיד, שיבוש מהלכי משפט, נהיגה בזמן פסילה, וחובת פוליסה."", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 1, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""תחמושת"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""תחמושת: לא מצוין במפורש כמות מדויקת.  \nנאמר: \""הצטיידו בשני אקדחים לפחות, בקוטר 9 מ\""מ וכן בתחמושת\"" ו\""בוצע ירי רב של מספר קליעים\"".  \nאין פירוט מדויק של כמות התחמושת."", ""storage_method"": ""- \""ברכב\""\n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""- \""סכסוך\"""", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""מעקב ותצפית, ירי מתוך רכב חולף, הצטיידות מראש בנשק ותחמושת, שימוש ברכב עם לוחיות מזויפות"", ""route"": ""נסיעה ברכב שברולט עם לוחיות מזויפות מהכפר לכיוון פארק דמון, המשך לכיוון בית הקברות, בריחה לכיוון פנים הכפר"", ""offense_time"": ""21.11.20, בין 14:53 ל-15:02"", ""communication_means"": ""שיחות טלפון בין הנאשמים לתיאום"", ""arrest_method"": ""מעצר בשטח על ידי שוטר לאחר ניסיון הצתה"", ""motive"": ""סכסוך בין משפחות ריאן ועכריה, נקמה על פגיעה ברכב"", ""special_circumstances"": ""שימוש ברכב עם לוחיות רישוי מזויפות, ניסיון להשמיד ראיות באמצעות הצתת רכב, ירי לעבר מספר קורבנות שונים, נהיגה בזמן פסילה"", ""victims"": ""בני משפחת עכריה (אחמד ותמאדר), ח'אלד עכריה, בני הזוג חאלד (פואז וסאג'יה)"", ""number_of_suspects"": 5, ""location"": ""כפר כאבול, פארק דמון, בית הקברות, מגרש חניה סמוך"", ""attempted_damage_type"": ""פגיעה פיזית חמורה, פגיעה ברכוש, הפחדה"", ""evidence_destruction_attempt"": ""ניסיון הצתת רכב להעלמת ראיות"", ""preparation_actions"": ""רכישת רכב, זיוף לוחיות רישוי, תצפית ומעקב, הצטיידות בנשק ותחמושת, תיאום טלפוני"", ""target_type"": ""בני משפחה יריבה ורכושם""}"
תפ_45417-03-14,weapon,"{""offense_number"": ""329(א)(1), 329(א)(2), 64א(ג), 40ד, 40ד(א), 40ד(ב), 40ט', 40ט.א.6, 40ט.א.7, 40ט.א.8, 40ט.א.9"", ""offense_type"": ""חבלה בכוונה מחמירה, הפקרה"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n1. חבלה בכוונה מחמירה (סעיף 329(א)(1)+(2) לחוק העונשין).\n2. הפקרה לאחר פגיעה (סעיף 64א(ג) לפקודת התעבורה)."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רכב שהשתמש בו הנאשם ככלי נשק פוגעני"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""ברכב\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""שיטת_ביצוע"": ""דריסה באמצעות רכב"", ""מסלול"": ""נסיעה מהירה לעבר המתלונן ברחוב בכפר מכר"", ""שעת_העבירה"": ""סמוך לשעה 21:20"", ""אופן_התפיסה"": ""הנאשם הודה במסגרת הסדר טיעון"", ""מניע"": ""עימות על רקע דרישת כסף לרכישת סמים"", ""נסיבות_מיוחדות"": ""הנאשם נמלט מהמקום מבלי להגיש עזרה"", ""פציעות_נגרמות"": ""שברים בצלעות, פניאומוטורקס, שפשופים"", ""קשר_משפחתי"": ""המתלונן הוא אביו החורג של הנאשם"", ""סוג_הרכב"": ""הונדה מ.ר. 3007217"", ""מקום_העבירה"": ""כפר מכר, סמוך לביתו של אבו אוסאמה שבל""}"
תפ_45432-11-15,weapon,"{""offense_number"": ""29, 144(א), 144(ב2), 144(ב), 144(ג), 40יג(ב)"", ""offense_type"": ""סחר בנשק, החזקת נשק, נשיאת נשק"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן: סחר בנשק שלא כדין, החזקת נשק ונשיאה."", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 1, ""other_weapon"": ""רובה ציד מאולתר"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ריקה, 31 כדורים בקוטר 9 מ\""מ"", ""storage_method"": ""- \""סמוך לבית\"" - בחצר ביתו של תאמיר, ליד כובע גרב מונח אקדח יריחו.\n- \""ברכב\"" - הנאשם הסיע את הסוכן ברכבו כאשר הנשק היה ברכב.\n- \""על גופו\"" - הנאשם מחזיק ונושא רובה ציד מאולתר ברכב."", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""execution_method"": ""פגישה מתואמת מראש עם סוכן משטרתי, מסירת נשק תמורת כסף"", ""communication_means"": ""טלפון"", ""arrest_method"": ""לא פורט"", ""crime_time"": ""שעות אחר הצהריים"", ""crime_dates"": ""25.8.15, 16.9.15, 17.9.15"", ""deal_location"": ""עוספיא"", ""accomplices"": ""תאמיר כיוף, ווליד פרו, אחר"", ""money_amounts"": ""26,700 ₪, 5,000 ₪"", ""undercover_agent"": ""כן"", ""negotiation_details"": ""התמקחות על סוג הנשק והמחיר, שינוי סכום העסקה בעקבות סוג הנשק"", ""weapon_presentation"": ""הצגת הנשק לסוכן לפני המסירה"", ""transportation_method"": ""רכב פרטי"", ""cover_object"": ""כובע גרב, שמיכה"", ""motive"": ""רווח כספי"", ""special_circumstances"": ""העסקה בוצעה עם סוכן משטרתי, שינוי סוג הנשק ברגע האחרון"", ""time_of_day"": ""שעות אחר הצהריים, 14:00""}"
תפ_45433-09-17,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיפים 29, 40ד(א), 40יב לחוק העונשין"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": """", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""heroin: [26.2-גרם, 1.1746-גרם, 5.9517-גרם, 1.0236-גרם], סך כולל 34.34 גרם נטו"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא"", ""שיטת_ביצוע"": ""מסירה ידנית של סם במפגש פיזי"", ""מסלול"": ""הגעה רגלית או ברכב לנקודת מפגש עם הקונה"", ""שעת_העבירה"": ""10:20, 10:30, 10:40, 14:00, 15:00"", ""סכום_כספי"": ""100 ש\""ח, 500 ש\""ח"", ""אמצעי_תחבורה"": ""רכב גולף בבעלות נאשם 2"", ""אופן_התפיסה"": ""מעקב משטרתי ותצפית, הגעה מיידית של שוטרים למקום, ניסיון להשליך סם ובריחה"", ""אמצעי_תקשורת"": ""לא צוין"", ""מניע"": ""רווח כספי"", ""נסיבות_מיוחדות"": ""מספר עסקאות סחר בסם בפרקי זמן קצרים, שיתוף פעולה בין שני נאשמים"", ""מיקום_העבירה"": ""סמטת עתלית, רחוב י.ל. פרץ, רחוב נורדאו, רחוב שפירא, חיפה"", ""זהות_קונים"": ""אחרת (לא מזוהה), אחר (לא מזוהה), אלכס""}"
תפ_45449-05-12,weapon,"{""offense_number"": ""סעיפים: 18(ב), 23, 29, 30, 31, 32, 33, 40ט(א), 40ט(א)(1), 40ט(א)(2), 38, 117(ב)(1), 117(ב)(5), 117(ב)(6), 117(ב)(8), 117(ב1), 119, 220, 220(2), 220(4), 220(5), 224א"", ""offense_type"": ""עבירות מס (הונאת מס, שימוש בחשבוניות פיקטיביות)."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק. העבירות הנוספות הן עבירות מס שונות, ביניהן:\n\n- מסירת ידיעה כוזבת או מסירת דו\""ח או מסמך אחר הכוללים ידיעה כוזבת (סעיף 117(ב)(1) לחוק מס ערך מוסף).\n- ניכוי מס תשומות ללא מסמך מתאים (סעיף 117(ב)(5) לחוק מס ערך מוסף).\n- הכנת וניהול פנקסי חשבונות כוזבים (סעיף 117(ב)(6) לחוק מס ערך מוסף).\n- שימוש במרמה או תחבולה (סעיף 117(ב)(8) לחוק מס ערך מוסף).\n- מסירת תרשומת כוזבת בדו\""ח לפי פקודת מס הכנסה (סעיף 220(2) לפקודת מס הכנסה).\n- הכנה, ניהול וקיום פנקסי חשבונות ורשומות כוזבים לפי פקודת מס הכנסה (סעיף 220(4) לפקודת מס הכנסה).\n- שימוש במרמה, עורמה ותחבולה במזיד ובכוונה להתחמק ממס (סעיף 220(5) לפקודת מס הכנסה).\n\nבנוסף, קיימת עבירת תגרה במקום ציבורי כנגד נאשם אחד."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": null, ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- אחר"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""שיטת_ביצוע"": ""הנפקת חשבוניות פיקטיביות באמצעות חברות קש וקבלני משנה פיקטיביים"", ""מסלול"": ""הוצאת חשבוניות כוזבות על שם חברת ביס, רישומן בספרי החברה, ודיווח לרשויות המס"", ""שעת_העבירה"": ""לא צוין"", ""סכום_כספי"": ""2,533,841 ₪ כולל מע\""מ"", ""אמצעי_תקשורת"": ""פגישות עם מנהל הבנק, קשר עם רואה חשבון ומנהלי חשבונות"", ""אופן_התפיסה"": ""לא צוין"", ""מניע"": ""הקטנת חבות המס של החברה"", ""נסיבות_מיוחדות"": ""הסמכת נאשם 2 כחתום בשם החברה רטרואקטיבית, שליטה מלאה של נאשם 1 בניהול הכספי והחשבונאי"", ""תקופת_ביצוע"": ""דצמבר 2007 עד אפריל 2009"", ""מספר_חשבוניות"": ""26"", ""חברות_מעורבות"": ""מ.י. ביס בע\""מ, מ.ב דוניה, עולם הבניה"", ""תחומי_פעילות"": ""ניקיון, אבטחה, גינון"", ""אחריות_מנהלים"": ""יורי מורבייב ונידאל שיבלי הורשעו גם באחריות מנהלים""}"
תפ_45456-12-21,weapon,"{""offense_number"": ""62(3), 144(ב), 332(2), 340א, 340א(א), 340א(ב)(1), 64ד(א), 67"", ""offense_type"": ""נשיאה והובלת נשק, ירי מנשק חם, נהיגה בזמן פסילה, סיכון חיי אדם בנתיב תחבורה, נשיאת תחמושת, נהיגה בשכרות."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן בקצרה:\n- ירי מנשק חם (סעיף 340א(א) לחוק העונשין)\n- נהיגה בזמן פסילה (סעיף 67 לפקודת התעבורה)\n- סיכון חיי אדם בנתיב תחבורה (סעיף 332(2) לחוק העונשין)\n- נשיאה והובלת תחמושת (סעיף 144(ב) סיפא לחוק העונשין)\n- נהיגה בשכרות (סעיף 62(3) ו-64ד(א) לפקודת התעבורה)\n- נהיגה ברכב גנוב (עבירה לפי חוק גניבת רכב)"", ""pistol"": 3, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רכב גנוב"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""7 כדורי תחמושת"", ""storage_method"": ""- \""ברכב\""\n- \""על גופו\"""", ""planning"": ""כן"", ""purpose"": ""לא ברור"", ""weapon_use"": ""כן-ירי"", ""שיטת_ביצוע"": ""ירי מתוך רכב, ירי רגלי, השלכת רימון, נהיגה פרועה להימלטות"", ""מסלול"": ""טייבה – שכונות שונות – כביש 444 – טירה – צור יצחק – טייבה"", ""שעת_העבירה"": ""חצות עד 06:05"", ""אמצעי_תקשורת"": ""ללא"", ""אופן_התפיסה"": ""מעצר לאחר מרדף משטרתי, חסימת כביש, פגיעה בניידת"", ""מניע"": ""לא צוין"", ""נסיבות_מיוחדות"": ""ירי לעבר בתי מגורים, רכבים, אוטובוס ציבורי, חנות בשר, נהיגה בפסילה, סיכון חיי אדם, שימוש ברכב גנוב"", ""סכום_נזק"": ""90,000 ש\""ח לניידת משטרה, נזקים לרכבים, דלתות וחלונות"", ""סירוב_בדיקת_שכרות"": ""כן"", ""מספר_שותפים"": ""1"", ""הסוואה"": ""רעול פנים"", ""סוג_רכב"": ""רכב גנוב"", ""סוג_רימון"": ""רימון הלם סנוור 7290M"", ""תיקון_מעצור_בנשק"": ""כן"", ""משך_האירוע"": ""כ-6 שעות"", ""פגיעה_בצדדים_שלישיים"": ""כן, נזק לרכוש, סיכון חיי אדם, כמעט דריסה של שוטר"", ""אירוע_נוסף_במהלך_שיקום"": ""מעורבות באירוע אלימות במקום עבודה, החזקה בחפץ אסור""}"
