canonical_id,extracted_citation,normalized
תפ_35204-09-21,תפ (אש') 35204-09-21,תפ_35204-09-21
תפ_3526-04-21,"תפ (ק""ג) 3526-04-21",תפ_3526-04-21
תפ_35008-04-20,"תפ (ב""ש) 35008-04-20",תפ_35008-04-20
תפ_35169-02-18,"תפ (כ""ס) 35169-02-18",תפ_35169-02-18
תפ_35342-09-23,"תפ (ב""ש) 35342-09-23",תפ_35342-09-23
תפ_35274-02-19,"תפ (ת""א) 35274-02-19",תפ_35274-02-19
תפ_35359-03-20,תפ (י-ם) 35359-03-20,תפ_35359-03-20
תפ_35265-10-12,תפ (י-ם) 35265-10-12,תפ_35265-10-12
תפ_35412-03-20,תפ (י-ם) 35412-03-20,תפ_35412-03-20
תפ_35389-01-21,"תפ (ת""א) 35389-01-21",תפ_35389-01-21
תפ_35299-09-23,"תפ (ב""ש) 35299-09-23",תפ_35299-09-23
תפ_35466-10-18,תפ (י-ם) 35466-10-18,תפ_35466-10-18
תפ_35481-05-14,"תפ (ק""ג) 35481-05-14",תפ_35481-05-14
תפ_35543-02-20,תפ (י-ם) 35543-02-20,תפ_35543-02-20
תפ_35442-03-22,"תפ (ב""ש) 35442-03-22",תפ_35442-03-22
תפ_35202-05-15,תפ (רמ') 35202-05-15,תפ_35202-05-15
תפ_35484-01-18,תפ (חי') 35484-01-18,תפ_35484-01-18
תפ_35569-02-23,"תפ (ת""א) 35569-02-23",תפ_35569-02-23
תפ_35566-04-18,"תפ (ת""א) 35566-04-18",תפ_35566-04-18
תפ_35612-03-11,תפ (עכו) 35612-03-11,תפ_35612-03-11
תפ_35568-01-23,תפ (י-ם) 35568-01-23,תפ_35568-01-23
תפ_35581-05-22,"תפ (בי""ש) 35581-05-22",תפ_35581-05-22
תפ_35571-06-24,"תפ (ב""ש) 35571-06-24",תפ_35571-06-24
תפ_35647-04-15,תפ (נת') 35647-04-15,תפ_35647-04-15
תפ_35661-03-11,תפ (עכו) 35661-03-11,תפ_35661-03-11
תפ_35639-06-16,"תפ (ק""ג) 35639-06-16",תפ_35639-06-16
תפ_35670-09-18,תפ (י-ם) 35670-09-18,תפ_35670-09-18
תפ_35676-08-21,"תפ (ב""ש) 35676-08-21",תפ_35676-08-21
תפ_3563-03,תפ (חי') 3563/03,תפ_3563-03
תפ_35686-08-21,תפ (י-ם) 35686-08-21,תפ_35686-08-21
תפ_35695-04-12,תפ (רח') 35695-04-12,תפ_35695-04-12
תפ_35441-01-20,תפ (י-ם) 35441-01-20,תפ_35441-01-20
תפ_3576-03-18,תפ (י-ם) 3576-03-18,תפ_3576-03-18
תפ_35813-01-22,תפ (י-ם) 35813-01-22,תפ_35813-01-22
תפ_35683-04-18,תפ (י-ם) 35683-04-18,תפ_35683-04-18
תפ_35798-12-16,תפ (רח') 35798-12-16,תפ_35798-12-16
תפ_35705-01-18,"תפ (ראשל""צ) 35705-01-18",תפ_35705-01-18
תפ_35790-10-22,"תפ (ב""ש) 35790-10-22",תפ_35790-10-22
תפ_35815-02-15,"תפ (ב""ש) 35815-02-15",תפ_35815-02-15
תפ_35843-07-13,תפ (רח') 35843-07-13,תפ_35843-07-13
תפ_35856-06-18,תפ (י-ם) 35856-06-18,תפ_35856-06-18
תפ_35862-11-22,תפ (נת') 35862-11-22,תפ_35862-11-22
תפ_35865-07-17,תפ (י-ם) 35865-07-17,תפ_35865-07-17
תפ_35742-05-22,"תפ (ב""ש) 35742-05-22",תפ_35742-05-22
תפ_35940-05-14,"תפ (ק""ג) 35940-05-14",תפ_35940-05-14
תפ_35876-12-20,"תפ (ק""ג) 35876-12-20",תפ_35876-12-20
תפ_3593-09-21,"תפ (ב""ש) 3593-09-21",תפ_3593-09-21
תפ_35893-03-20,"תפ (ב""ש) 35893-03-20",תפ_35893-03-20
תפ_35938-10-21,"תפ (ב""ש) 35938-10-21",תפ_35938-10-21
תפ_35904-07-14,"תפ (ת""א) 35904-07-14",תפ_35904-07-14
תפ_35907-11-14,"תפ (פ""ת) 35907-11-14",תפ_35907-11-14
תפ_3597-05-15,תפ (חי') 3597-05-15,תפ_3597-05-15
תפ_35998-11-21,"תפ (ת""א) 35998-11-21",תפ_35998-11-21
תפ_3603-12-19,"תפ (ת""א) 3603-12-19",תפ_3603-12-19
תפ_35934-02-17,"תפ (כ""ס) 35934-02-17",תפ_35934-02-17
תפ_35986-05-18,תפ (חי') 35986-05-18,תפ_35986-05-18
תפ_36083-06-14,"תפ (פ""ת) 36083-06-14",תפ_36083-06-14
תפ_36033-05-22,תפ (אש') 36033-05-22,תפ_36033-05-22
תפ_36129-07-16,"תפ (ק""ג) 36129-07-16",תפ_36129-07-16
תפ_36067-08-15,"תפ (ב""ש) 36067-08-15",תפ_36067-08-15
תפ_3616-03-16,"תפ (ק""ש) 3616-03-16",תפ_3616-03-16
תפ_36134-02-21,תפ (רמ') 36134-02-21,תפ_36134-02-21
תפ_3618-03-23,תפ (קריות) 3618-03-23,תפ_3618-03-23
תפ_3618-02-14,"תפ (ת""א) 3618-02-14",תפ_3618-02-14
תפ_36120-12-15,תפ (י-ם) 36120-12-15,תפ_36120-12-15
תפ_36054-05-17,"תפ (פ""ת) 36054-05-17",תפ_36054-05-17
תפ_36376-04-12,תפ (י-ם) 36376-04-12,תפ_36376-04-12
תפ_36376-01-14,"תפ (ת""א) 36376-01-14",תפ_36376-01-14
תפ_36395-12-15,"תפ (ק""ג) 36395-12-15",תפ_36395-12-15
תפ_36187-12-15,תפ (י-ם) 36187-12-15,תפ_36187-12-15
תפ_36400-11-13,"תפ (ק""ג) 36400-11-13",תפ_36400-11-13
תפ_36414-03-16,תפ (רמ') 36414-03-16,תפ_36414-03-16
תפ_36422-07-13,תפ (מרכז) 36422-07-13,תפ_36422-07-13
תפ_36367-09-19,"תפ (ראשל""צ) 36367-09-19",תפ_36367-09-19
תפ_36216-09-12,תפ (מרכז) 36216-09-12,תפ_36216-09-12
תפ_36220-12-15,תפ (י-ם) 36220-12-15,תפ_36220-12-15
תפ_36471-02-12,"תפ (ק""ג) 36471-02-12",תפ_36471-02-12
תפ_36449-08-15,תפ (י-ם) 36449-08-15,תפ_36449-08-15
תפ_36499-10-18,תפ (רח') 36499-10-18,תפ_36499-10-18
תפ_36475-04-22,"תפ (ת""א) 36475-04-22",תפ_36475-04-22
תפ_36469-02-12,"תפ (ק""ג) 36469-02-12",תפ_36469-02-12
תפ_36543-01-14,"תפ (ת""א) 36543-01-14",תפ_36543-01-14
תפ_36546-08-21,תפ (חד') 36546-08-21,תפ_36546-08-21
תפ_36558-10-12,"תפ (פ""ת) 36558-10-12",תפ_36558-10-12
תפ_36431-04-15,תפ (רמ') 36431-04-15,תפ_36431-04-15
תפ_36599-04-15,תפ (נת') 36599-04-15,תפ_36599-04-15
תפ_36724-02-20,תפ (חי') 36724-02-20,תפ_36724-02-20
תפ_3673-04-18,תפ (קריות) 3673-04-18,תפ_3673-04-18
תפ_36577-03-20,"תפ (ת""א) 36577-03-20",תפ_36577-03-20
תפ_3675-07-15,תפ (י-ם) 3675-07-15,תפ_3675-07-15
תפ_36782-07-17,"תפ (ת""א) 36782-07-17",תפ_36782-07-17
תפ_36602-08-20,תפ (עכו) 36602-08-20,תפ_36602-08-20
תפ_36786-12-18,תפ (נצ') 36786-12-18,תפ_36786-12-18
תפ_36709-11-15,תפ (י-ם) 36709-11-15,תפ_36709-11-15
תפ_36823-02-21,"תפ (ב""ש) 36823-02-21",תפ_36823-02-21
תפ_36797-07-23,תפ (אש') 36797-07-23,תפ_36797-07-23
תפ_3667-07-15,תפ (מרכז) 3667-07-15,תפ_3667-07-15
תפ_36827-11-15,"תפ (ת""א) 36827-11-15",תפ_36827-11-15
תפ_36831-09-13,תפ (מרכז) 36831-09-13,תפ_36831-09-13
תפ_36684-08-11,"תפ (ראשל""צ) 36684-08-11",תפ_36684-08-11
תפ_36775-09-19,"תפ (ראשל""צ) 36775-09-19",תפ_36775-09-19
תפ_36849-09-20,"תפ (ק""ג) 36849-09-20",תפ_36849-09-20
תפ_36891-03-22,"תפ (ת""א) 36891-03-22",תפ_36891-03-22
תפ_36868-09-18,תפ (י-ם) 36868-09-18,תפ_36868-09-18
תפ_36887-07-17,"תפ (ת""א) 36887-07-17",תפ_36887-07-17
תפ_36895-02-15,תפ (רח') 36895-02-15,תפ_36895-02-15
תפ_3688-07-15,תפ (י-ם) 3688-07-15,תפ_3688-07-15
תפ_36892-08-19,תפ (י-ם) 36892-08-19,תפ_36892-08-19
תפ_36801-10-22,תפ (חי') 36801-10-22,תפ_36801-10-22
תפ_37009-12-14,"תפ (ק""ג) 37009-12-14",תפ_37009-12-14
תפ_37002-02-16,"תפ (ב""ש) 37002-02-16",תפ_37002-02-16
תפ_37055-07-12,"תפ (כ""ס) 37055-07-12",תפ_37055-07-12
תפ_37062-10-20,תפ (חי') 37062-10-20,תפ_37062-10-20
תפ_37111-12-15,תפ (י-ם) 37111-12-15,תפ_37111-12-15
תפ_37166-02-20,תפ (קריות) 37166-02-20,תפ_37166-02-20
תפ_36933-03-17,תפ (חי') 36933-03-17,תפ_36933-03-17
תפ_3717-04-14,"תפ (ת""א) 3717-04-14",תפ_3717-04-14
תפ_37153-03-20,"תפ (פ""ת) 37153-03-20",תפ_37153-03-20
תפ_36886-11-17,"תפ (ת""א) 36886-11-17",תפ_36886-11-17
תפ_3720-03-15,"תפ (ראשל""צ) 3720-03-15",תפ_3720-03-15
תפ_37265-02-20,תפ (קריות) 37265-02-20,תפ_37265-02-20
תפ_37259-10-15,תפ (קריות) 37259-10-15,תפ_37259-10-15
תפ_37282-10-20,"תפ (פ""ת) 37282-10-20",תפ_37282-10-20
תפ_37287-04-15,"תפ (פ""ת) 37287-04-15",תפ_37287-04-15
תפ_3725-08-17,"תפ (ת""א) 3725-08-17",תפ_3725-08-17
תפ_37295-10-18,"תפ (ראשל""צ) 37295-10-18",תפ_37295-10-18
תפ_37176-11-17,תפ (מרכז) 37176-11-17,תפ_37176-11-17
תפ_36953-04-14,"תפ (ק""ג) 36953-04-14",תפ_36953-04-14
תפ_37305-11-20,תפ (י-ם) 37305-11-20,תפ_37305-11-20
תפ_37335-04-14,תפ (רח') 37335-04-14,תפ_37335-04-14
תפ_37326-09-17,"תפ (ת""א) 37326-09-17",תפ_37326-09-17
תפ_37345-02-15,תפ (רח') 37345-02-15,תפ_37345-02-15
תפ_37364-07-15,תפ (י-ם) 37364-07-15,תפ_37364-07-15
תפ_37411-02-15,תפ (נת') 37411-02-15,תפ_37411-02-15
תפ_37379-02-18,"תפ (ראשל""צ) 37379-02-18",תפ_37379-02-18
תפ_37420-03-15,"תפ (ב""ש) 37420-03-15",תפ_37420-03-15
תפ_37436-04-16,"תפ (כ""ס) 37436-04-16",תפ_37436-04-16
תפ_3745-09-16,"תפ (ב""ש) 3745-09-16",תפ_3745-09-16
תפ_37340-06-12,"תפ (פ""ת) 37340-06-12",תפ_37340-06-12
תפ_37454-03-20,"תפ (ת""א) 37454-03-20",תפ_37454-03-20
תפ_37255-05-14,תפ (רמ') 37255-05-14,תפ_37255-05-14
תפ_37473-01-20,"תפ (כ""ס) 37473-01-20",תפ_37473-01-20
תפ_37474-03-20,תפ (מרכז) 37474-03-20,תפ_37474-03-20
תפ_37480-02-17,תפ (י-ם) 37480-02-17,תפ_37480-02-17
תפ_3752-07-14,"תפ (ק""ג) 3752-07-14",תפ_3752-07-14
תפ_37495-01-20,"תפ (ת""א) 37495-01-20",תפ_37495-01-20
תפ_375-02-19,תפ (י-ם) 375-02-19,תפ_375-02-19
תפ_3750-08-20,"תפ (ב""ש) 3750-08-20",תפ_3750-08-20
תפ_3759-02-14,"תפ (ת""א) 3759-02-14",תפ_3759-02-14
תפ_376-10-16,תפ (מרכז) 376-10-16,תפ_376-10-16
תפ_37567-12-14,תפ (נת') 37567-12-14,תפ_37567-12-14
תפ_37468-09-16,תפ (חי') 37468-09-16,תפ_37468-09-16
תפ_37533-12-15,תפ (רמ') 37533-12-15,תפ_37533-12-15
תפ_37626-10-14,"תפ (ב""ש) 37626-10-14",תפ_37626-10-14
תפ_37606-11-22,תפ (י-ם) 37606-11-22,תפ_37606-11-22
תפ_37454-07-23,"תפ (ב""ש) 37454-07-23",תפ_37454-07-23
תפ_37628-09-15,"תפ (פ""ת) 37628-09-15",תפ_37628-09-15
תפ_37694-03-15,"תפ (ת""א) 37694-03-15",תפ_37694-03-15
תפ_3766-09-21,תפ (קריות) 3766-09-21,תפ_3766-09-21
תפ_37696-03-23,תפ (חי') 37696-03-23,תפ_37696-03-23
תפ_37722-08-17,"תפ (ת""א) 37722-08-17",תפ_37722-08-17
תפ_37692-10-19,תפ (טב') 37692-10-19,תפ_37692-10-19
תפ_37546-04-15,"תפ (בי""ש) 37546-04-15",תפ_37546-04-15
תפ_37551-01-16,תפ (חי') 37551-01-16,תפ_37551-01-16
תפ_37734-12-11,"תפ (ראשל""צ) 37734-12-11",תפ_37734-12-11
תפ_37760-05-18,"תפ (ב""ש) 37760-05-18",תפ_37760-05-18
תפ_37744-04-21,"תפ (ב""ש) 37744-04-21",תפ_37744-04-21
תפ_37769-12-13,"תפ (ק""ג) 37769-12-13",תפ_37769-12-13
תפ_37780-12-18,"תפ (ת""א) 37780-12-18",תפ_37780-12-18
תפ_37803-08-20,תפ (י-ם) 37803-08-20,תפ_37803-08-20
תפ_37783-11-13,תפ (נצ') 37783-11-13,תפ_37783-11-13
תפ_37634-03-15,"תפ (ת""א) 37634-03-15",תפ_37634-03-15
תפ_3781-11-11,"תפ (ת""א) 3781-11-11",תפ_3781-11-11
תפ_37825-05-15,"תפ (ב""ש) 37825-05-15",תפ_37825-05-15
תפ_379-98,תפ (נצ') 379/98,תפ_379-98
תפ_37932-05-20,תפ (נת') 37932-05-20,תפ_37932-05-20
תפ_37850-05-17,תפ (רח') 37850-05-17,תפ_37850-05-17
תפ_37958-02-19,תפ (י-ם) 37958-02-19,תפ_37958-02-19
תפ_3798-02-13,תפ (עכו) 3798-02-13,תפ_3798-02-13
תפ_37838-12-13,"תפ (ת""א) 37838-12-13",תפ_37838-12-13
תפ_37810-09-13,"תפ (ב""ש) 37810-09-13",תפ_37810-09-13
תפ_37953-02-16,"תפ (ק""ג) 37953-02-16",תפ_37953-02-16
תפ_37764-03-21,תפ (חי') 37764-03-21,תפ_37764-03-21
תפ_37997-10-22,"תפ (ת""א) 37997-10-22",תפ_37997-10-22
תפ_380-04-21,"תפ (בי""ש) 380-04-21",תפ_380-04-21
תפ_38088-02-13,"תפ (ראשל""צ) 38088-02-13",תפ_38088-02-13
תפ_37960-03-21,"תפ (ת""א) 37960-03-21",תפ_37960-03-21
תפ_38014-02-22,תפ (י-ם) 38014-02-22,תפ_38014-02-22
תפ_38069-12-20,תפ (קריות) 38069-12-20,תפ_38069-12-20
תפ_37987-11-23,תפ (חי') 37987-11-23,תפ_37987-11-23
תפ_38160-04-18,תפ (י-ם) 38160-04-18,תפ_38160-04-18
תפ_38149-09-17,תפ (טב') 38149-09-17,תפ_38149-09-17
תפ_38176-10-14,תפ (חי') 38176-10-14,תפ_38176-10-14
תפ_38257-03-21,"תפ (ב""ש) 38257-03-21",תפ_38257-03-21
תפ_38201-09-22,"תפ (ב""ש) 38201-09-22",תפ_38201-09-22
תפ_38311-03-20,"תפ (ב""ש) 38311-03-20",תפ_38311-03-20
תפ_38169-03-21,"תפ (ת""א) 38169-03-21",תפ_38169-03-21
תפ_38371-12-13,"תפ (ק""ג) 38371-12-13",תפ_38371-12-13
תפ_38315-12-15,תפ (מרכז) 38315-12-15,תפ_38315-12-15
תפ_3844-12-12,"תפ (ת""א) 3844-12-12",תפ_3844-12-12
תפ_38416-02-23,תפ (חי') 38416-02-23,תפ_38416-02-23
תפ_38478-03-19,תפ (י-ם) 38478-03-19,תפ_38478-03-19
תפ_3851-11-21,תפ (י-ם) 3851-11-21,תפ_3851-11-21
תפ_3818-01-24,תפ (חי') 3818-01-24,תפ_3818-01-24
תפ_38435-11-17,"תפ (ק""ג) 38435-11-17",תפ_38435-11-17
תפ_38312-03-10,תפ (אי') 38312-03-10,תפ_38312-03-10
תפ_38531-11-18,תפ (רח') 38531-11-18,תפ_38531-11-18
תפ_38366-02-17,"תפ (ק""ש) 38366-02-17",תפ_38366-02-17
תפ_38551-01-20,"תפ (פ""ת) 38551-01-20",תפ_38551-01-20
תפ_38578-12-20,תפ (חי') 38578-12-20,תפ_38578-12-20
תפ_38615-02-16,"תפ (ראשל""צ) 38615-02-16",תפ_38615-02-16
תפ_38591-06-14,"תפ (ק""ג) 38591-06-14",תפ_38591-06-14
תפ_3859-05-15,תפ (י-ם) 3859-05-15,תפ_3859-05-15
תפ_38574-12-18,תפ (י-ם) 38574-12-18,תפ_38574-12-18
תפ_38654-02-13,"תפ (כ""ס) 38654-02-13",תפ_38654-02-13
תפ_3867-05-14,תפ (אשד') 3867-05-14,תפ_3867-05-14
תפ_38450-09-20,"תפ (ת""א) 38450-09-20",תפ_38450-09-20
תפ_38616-11-22,"תפ (ראשל""צ) 38616-11-22",תפ_38616-11-22
תפ_38680-05-20,"תפ (ב""ש) 38680-05-20",תפ_38680-05-20
תפ_3869-07-15,תפ (י-ם) 3869-07-15,תפ_3869-07-15
תפ_38663-03-21,"תפ (ת""א) 38663-03-21",תפ_38663-03-21
תפ_38706-09-21,תפ (י-ם) 38706-09-21,תפ_38706-09-21
תפ_38700-04-24,"תפ (ב""ש) 38700-04-24",תפ_38700-04-24
תפ_38764-09-21,"תפ (ת""א) 38764-09-21",תפ_38764-09-21
תפ_38735-11-23,תפ (חי') 38735-11-23,תפ_38735-11-23
תפ_3872-03-10,תפ (רמ') 3872-03-10,תפ_3872-03-10
תפ_38631-06-20,"תפ (ב""ש) 38631-06-20",תפ_38631-06-20
תפ_38875-11-13,"תפ (ק""ש) 38875-11-13",תפ_38875-11-13
תפ_38935-05-14,"תפ (ראשל""צ) 38935-05-14",תפ_38935-05-14
תפ_38941-02-14,תפ (עכו) 38941-02-14,תפ_38941-02-14
תפ_38910-11-23,"תפ (ת""א) 38910-11-23",תפ_38910-11-23
תפ_388-03,תפ (חי') 388/03,תפ_388-03
תפ_38869-11-24,תפ (חי') 38869-11-24,תפ_38869-11-24
תפ_38972-04-23,תפ (י-ם) 38972-04-23,תפ_38972-04-23
תפ_39058-09-18,"תפ (ת""א) 39058-09-18",תפ_39058-09-18
תפ_39075-12-15,תפ (נת') 39075-12-15,תפ_39075-12-15
תפ_39019-05-15,"תפ (ת""א) 39019-05-15",תפ_39019-05-15
תפ_39111-09-13,תפ (י-ם) 39111-09-13,תפ_39111-09-13
תפ_3919-12-20,תפ (קריות) 3919-12-20,תפ_3919-12-20
תפ_39034-01-18,תפ (י-ם) 39034-01-18,תפ_39034-01-18
תפ_3908-11-14,"תפ (בי""ש) 3908-11-14",תפ_3908-11-14
תפ_39201-05-18,"תפ (ת""א) 39201-05-18",תפ_39201-05-18
תפ_39220-07-18,"תפ (כ""ס) 39220-07-18",תפ_39220-07-18
תפ_39259-05-22,תפ (אש') 39259-05-22,תפ_39259-05-22
תפ_39264-08-13,תפ (נת') 39264-08-13,תפ_39264-08-13
תפ_39230-10-21,"תפ (ב""ש) 39230-10-21",תפ_39230-10-21
תפ_39274-04-15,"תפ (ת""א) 39274-04-15",תפ_39274-04-15
תפ_39214-12-15,תפ (י-ם) 39214-12-15,תפ_39214-12-15
תפ_39086-01-18,"תפ (ראשל""צ) 39086-01-18",תפ_39086-01-18
תפ_39297-02-18,תפ (רח') 39297-02-18,תפ_39297-02-18
תפ_39299-11-18,"תפ (ת""א) 39299-11-18",תפ_39299-11-18
תפ_39308-05-15,"תפ (ת""א) 39308-05-15",תפ_39308-05-15
תפ_39333-05-22,"תפ (ת""א) 39333-05-22",תפ_39333-05-22
תפ_39397-02-16,"תפ (ת""א) 39397-02-16",תפ_39397-02-16
תפ_39324-07-17,"תפ (ק""ש) 39324-07-17",תפ_39324-07-17
תפ_39391-05-23,"תפ (ב""ש) 39391-05-23",תפ_39391-05-23
תפ_39424-11-22,תפ (רח') 39424-11-22,תפ_39424-11-22
תפ_39495-06-19,תפ (רמ') 39495-06-19,תפ_39495-06-19
תפ_39513-02-21,תפ (מרכז) 39513-02-21,תפ_39513-02-21
תפ_39491-09-17,"תפ (ק""ג) 39491-09-17",תפ_39491-09-17
תפ_39312-12-15,תפ (י-ם) 39312-12-15,תפ_39312-12-15
תפ_39568-06-21,תפ (י-ם) 39568-06-21,תפ_39568-06-21
תפ_39513-08-16,תפ (רמ') 39513-08-16,תפ_39513-08-16
תפ_39573-10-18,תפ (חי') 39573-10-18,תפ_39573-10-18
תפ_39640-11-12,"תפ (ראשל""צ) 39640-11-12",תפ_39640-11-12
תפ_39612-02-20,תפ (נת') 39612-02-20,תפ_39612-02-20
תפ_39587-11-22,"תפ (ק""ג) 39587-11-22",תפ_39587-11-22
תפ_39589-07-13,תפ (עכו) 39589-07-13,תפ_39589-07-13
תפ_39629-08-18,תפ (מרכז) 39629-08-18,תפ_39629-08-18
תפ_39647-01-20,תפ (רמ') 39647-01-20,תפ_39647-01-20
תפ_3952-03-22,תפ (י-ם) 3952-03-22,תפ_3952-03-22
תפ_39665-05-18,תפ (רח') 39665-05-18,תפ_39665-05-18
תפ_39727-08-16,"תפ (ת""א) 39727-08-16",תפ_39727-08-16
תפ_39690-02-21,תפ (י-ם) 39690-02-21,תפ_39690-02-21
תפ_3981-10-09,תפ (רמ') 3981-10-09,תפ_3981-10-09
תפ_39807-03-12,תפ (י-ם) 39807-03-12,תפ_39807-03-12
תפ_39747-09-14,"תפ (ק""ג) 39747-09-14",תפ_39747-09-14
תפ_39668-07-14,"תפ (ב""ש) 39668-07-14",תפ_39668-07-14
תפ_39880-12-20,"תפ (פ""ת) 39880-12-20",תפ_39880-12-20
תפ_39787-11-13,"תפ (ת""א) 39787-11-13",תפ_39787-11-13
תפ_39884-12-19,תפ (חי') 39884-12-19,תפ_39884-12-19
תפ_39699-03-13,תפ (י-ם) 39699-03-13,תפ_39699-03-13
תפ_39829-08-21,"תפ (ב""ש) 39829-08-21",תפ_39829-08-21
תפ_39593-07-15,תפ (קריות) 39593-07-15,תפ_39593-07-15
תפ_39923-03-16,"תפ (פ""ת) 39923-03-16",תפ_39923-03-16
תפ_39933-09-18,תפ (י-ם) 39933-09-18,תפ_39933-09-18
תפ_39936-04-12,"תפ (כ""ס) 39936-04-12",תפ_39936-04-12
תפ_39965-07-13,תפ (עכו) 39965-07-13,תפ_39965-07-13
תפ_39953-08-24,"תפ (ב""ש) 39953-08-24",תפ_39953-08-24
תפ_40001-05-18,"תפ (ב""ש) 40001-05-18",תפ_40001-05-18
תפ_4001-11-12,תפ (רמ') 4001-11-12,תפ_4001-11-12
תפ_40055-03-18,תפ (רח') 40055-03-18,תפ_40055-03-18
תפ_40063-03-18,תפ (רח') 40063-03-18,תפ_40063-03-18
תפ_40082-02-22,תפ (מרכז) 40082-02-22,תפ_40082-02-22
תפ_40055-10-18,"תפ (ק""ג) 40055-10-18",תפ_40055-10-18
תפ_40089-10-13,"תפ (ת""א) 40089-10-13",תפ_40089-10-13
תפ_39924-02-16,"תפ (ת""א) 39924-02-16",תפ_39924-02-16
תפ_40097-07-20,תפ (י-ם) 40097-07-20,תפ_40097-07-20
תפ_40152-10-11,תפ (נת') 40152-10-11,תפ_40152-10-11
תפ_40146-05-21,תפ (נת') 40146-05-21,תפ_40146-05-21
תפ_40096-10-18,"תפ (ק""ג) 40096-10-18",תפ_40096-10-18
תפ_40168-09-16,תפ (י-ם) 40168-09-16,תפ_40168-09-16
תפ_40186-04-19,"תפ (פ""ת) 40186-04-19",תפ_40186-04-19
תפ_40199-07-20,"תפ (ת""א) 40199-07-20",תפ_40199-07-20
תפ_40107-08,"תפ (ת""א) 40107/08",תפ_40107-08
תפ_40179-01,"תפ (ת""א) 40179/01",תפ_40179-01
תפ_40238-09-19,תפ (י-ם) 40238-09-19,תפ_40238-09-19
תפ_40167-06-22,"תפ (ת""א) 40167-06-22",תפ_40167-06-22
תפ_40276-11-17,"תפ (ת""א) 40276-11-17",תפ_40276-11-17
תפ_40214-05,"תפ (ת""א) 40214/05",תפ_40214-05
תפ_40066-01,"תפ (ת""א) 40066/01",תפ_40066-01
תפ_40305-08-13,תפ (רמ') 40305-08-13,תפ_40305-08-13
תפ_4032-09-17,תפ (י-ם) 4032-09-17,תפ_4032-09-17
תפ_40327-10-19,תפ (י-ם) 40327-10-19,תפ_40327-10-19
תפ_40331-03-18,"תפ (ק""ש) 40331-03-18",תפ_40331-03-18
תפ_40227-06-17,תפ (מרכז) 40227-06-17,תפ_40227-06-17
תפ_4039-05-19,תפ (חי') 4039-05-19,תפ_4039-05-19
תפ_40412-02-19,תפ (י-ם) 40412-02-19,תפ_40412-02-19
תפ_40440-10-12,תפ (מרכז) 40440-10-12,תפ_40440-10-12
תפ_40306-12-19,תפ (נת') 40306-12-19,תפ_40306-12-19
תפ_4043-08-14,תפ (רח') 4043-08-14,תפ_4043-08-14
תפ_40350-03,"תפ (ת""א) 40350/03",תפ_40350-03
תפ_40512-02-20,תפ (י-ם) 40512-02-20,תפ_40512-02-20
תפ_40577-09-18,תפ (י-ם) 40577-09-18,תפ_40577-09-18
תפ_40567-08-16,"תפ (כ""ס) 40567-08-16",תפ_40567-08-16
תפ_40484-05-16,"תפ (ק""ג) 40484-05-16",תפ_40484-05-16
תפ_40639-10-17,"תפ (ק""ש) 40639-10-17",תפ_40639-10-17
תפ_40683-02-16,"תפ (ב""ש) 40683-02-16",תפ_40683-02-16
תפ_40677-02-16,"תפ (ק""ג) 40677-02-16",תפ_40677-02-16
תפ_40650-03-22,"תפ (ראשל""צ) 40650-03-22",תפ_40650-03-22
תפ_40770-01-16,תפ (י-ם) 40770-01-16,תפ_40770-01-16
תפ_40810-08-15,"תפ (ת""א) 40810-08-15",תפ_40810-08-15
תפ_40807-03-13,"תפ (ק""ג) 40807-03-13",תפ_40807-03-13
תפ_4078-07-23,"תפ (ת""א) 4078-07-23",תפ_4078-07-23
תפ_40857-04-13,"תפ (ב""ש) 40857-04-13",תפ_40857-04-13
תפ_40886-04-24,תפ (אי') 40886-04-24,תפ_40886-04-24
תפ_40837-05-18,תפ (י-ם) 40837-05-18,תפ_40837-05-18
תפ_40788-07-16,"תפ (פ""ת) 40788-07-16",תפ_40788-07-16
תפ_40649-08-16,"תפ (ת""א) 40649-08-16",תפ_40649-08-16
תפ_40892-01-24,תפ (י-ם) 40892-01-24,תפ_40892-01-24
תפ_40918-02-13,"תפ (ראשל""צ) 40918-02-13",תפ_40918-02-13
תפ_40908-02-21,תפ (רמ') 40908-02-21,תפ_40908-02-21
תפ_40898-11-19,תפ (י-ם) 40898-11-19,תפ_40898-11-19
תפ_40920-10-20,"תפ (ב""ש) 40920-10-20",תפ_40920-10-20
תפ_40987-02-14,תפ (עכו) 40987-02-14,תפ_40987-02-14
תפ_40994-08-16,"תפ (ב""ש) 40994-08-16",תפ_40994-08-16
תפ_41186-05-15,תפ (רח') 41186-05-15,תפ_41186-05-15
תפ_41088-05-20,תפ (קריות) 41088-05-20,תפ_41088-05-20
תפ_40239-09-17,תפ (י-ם) 40239-09-17,תפ_40239-09-17
תפ_41061-11-14,"תפ (ת""א) 41061-11-14",תפ_41061-11-14
תפ_41174-02-18,תפ (רח') 41174-02-18,תפ_41174-02-18
תפ_41189-09-15,תפ (אי') 41189-09-15,תפ_41189-09-15
תפ_41257-06-14,תפ (רח') 41257-06-14,תפ_41257-06-14
תפ_41247-05-19,תפ (י-ם) 41247-05-19,תפ_41247-05-19
תפ_41262-06-19,תפ (י-ם) 41262-06-19,תפ_41262-06-19
תפ_412-10-16,תפ (י-ם) 412-10-16,תפ_412-10-16
