verdict_1,verdict_2,similarity_score,source_batch
תפ_36422-07-13,תפ_36831-09-13,85,main
תפ_26792-04-16,תפ_33439-01-21,65,main
תפ_16273-02-16,תפ_33024-01-18,35,main
תפ_43394-11-19,תפ_48194-05-22,75,main
תפ_30278-05-12,תפ_31419-11-20,75,main
תפ_32174-07-20,תפ_9582-10-20,85,main
תפ_25537-07-24,תפ_42653-08-23,25,main
תפ_23408-05-15,תפ_26839-11-16,35,main
תפ_45055-01-22,תפ_61392-09-16,65,main
תפ_39424-11-22,תפ_49932-08-21,35,main
תא_40004-08-18,תפ_10689-10-17,38,main
תפ_49401-08-15,תפ_7027-07-19,55,main
תפ_21384-01-23,תפ_24239-05-17,55,main
תפ_23774-03-17,תפ_24239-05-17,25,main
תפ_35865-07-17,תפ_44477-08-20,28,main
תפ_40063-03-18,תפ_42653-08-23,40,main
תפ_21503-07-23,תפ_35568-01-23,35,main
תפ_17677-04-17,תפ_4488-05-22,35,main
תפ_21355-08-18,תפ_33666-05-15,20,main
תפ_46896-11-15,תפ_5649-09-21,35,main
תפ_35074-05-17,תפ_53373-04-13,55,main
תפ_14786-03-20,תפ_44658-09-22,55,main
תפ_65302-03-22,תפ_8900-11-22,45,main
תפ_35074-05-17,תפ_35299-09-23,35,main
תפ_11220-12-18,תפ_71059-03-19,35,main
תפ_37850-05-17,תפ_65292-07-23,45,main
תפ_4001-11-12,תפ_63637-06-17,20,main
תפ_32817-12-14,תפ_46967-02-21,35,main
תפ_13236-03-18,תפ_20513-06-20,35,main
תפ_44352-01-14,תפ_56824-09-20,10,main
תפ_26032-04-14,תפ_5775-02-18,45,main
תפ_40063-03-18,תפ_4730-11-21,40,main
תפ_36422-07-13,תפ_49932-08-21,15,main
תפ_45055-01-22,תפ_9851-11-21,65,main
תפ_20538-11-17,תפ_51810-03-15,35,main
תפ_57910-06-24,תפ_60101-01-17,20,main
תפ_12130-05-22,תפ_26032-04-14,25,main
תפ_15263-09-18,תפ_53517-08-15,20,main
תפ_2717-07-16,תפ_47168-03-18,35,main
תפ_21503-07-23,תפ_49875-05-23,30,main
תפ_34792-10-18,תפ_49932-08-21,35,main
תפ_22021-09-22,תפ_25537-07-24,65,main
תפ_44129-09-19,תפ_6322-04-16,70,main
תפ_29401-11-12,תפ_6660-07-15,75,main
תפ_41876-08-23,תפ_43794-10-18,10,main
תפ_46896-11-15,תפ_5775-02-18,45,main
תפ_49293-04-21,תפ_50059-04-15,25,main
תפ_20513-06-20,תפ_46497-09-16,45,main
תפ_20513-06-20,תפ_21384-01-23,35,main
תפ_20513-06-20,תפ_23774-03-17,25,main
עפ_6029-03,תפ_37850-05-17,35,main
תפ_4415-02-18,תפ_46978-01-22,70,main
תפ_23142-09-14,תפ_35074-05-17,35,main
תפ_266-06-18,תפ_9675-11-17,55,main
תפ_21280-11-18,תפ_47589-10-22,60,main
תפ_44129-09-19,תפ_54543-06-21,55,main
תפ_30310-09-23,תפ_62794-11-21,30,main
תפ_13749-03-17,תפ_34561-01-23,75,main
תפ_21339-07-21,תפ_48281-08-18,30,main
תפ_20538-11-17,תפ_24239-05-17,35,main
תפ_21280-11-18,תפ_65985-03-17,85,main
תפ_12834-03-18,תפ_824-06-17,65,main
תפ_10108-11-21,תפ_14963-02-23,45,main
תפ_2275-06-17,תפ_67473-10-21,25,main
תפ_34792-10-18,תפ_36422-07-13,10,main
תפ_17410-08-13,תפ_44882-08-13,65,main
תפ_42333-07-15,תפ_5672-11-18,85,main
תפ_25502-05-22,תפ_44129-09-19,62,main
תפ_37694-03-15,תפ_65763-12-19,65,main
תפ_53805-09-16,תפ_8843-02-15,85,main
תפ_15486-01-18,תפ_37002-02-16,65,main
תפ_25934-06-19,תפ_57425-01-22,25,main
תפ_14615-05-21,תפ_8917-06-22,60,main
תפ_10689-10-17,תפ_11739-03-21,18,main
תפ_19412-05-18,תפ_59970-03-19,55,main
תפ_21162-10-19,תפ_66306-03-19,15,main
תפ_2330-02-20,תפ_30039-04-20,25,main
תפ_2275-06-17,תפ_36422-07-13,15,main
תפ_57939-01-21,תפ_63029-12-20,70,main
תפ_38531-11-18,תפ_46967-02-21,35,main
תפ_49244-01-22,תפ_55287-10-23,35,main
תפ_11701-02-20,תפ_40650-03-22,35,main
תפ_51810-03-15,תפ_5911-11-16,25,main
תפ_24239-05-17,תפ_59971-01-17,30,main
תפ_45012-03-20,תפ_51797-01-21,85,main
תפ_42162-12-21,תפ_75514-07-24,55,main
תפ_13749-03-17,תפ_48194-05-22,65,main
תפ_20482-10-16,תפ_21471-09-22,95,main
תפ_19827-06-15,תפ_40892-01-24,25,main
תפ_2330-02-20,תפ_52504-10-20,25,main
תפ_2599-09-17,תפ_39568-06-21,30,main
תפ_21503-07-23,תפ_46786-01-23,40,main
תפ_37551-01-16,תפ_46967-02-21,45,main
תפ_16540-08-21,תפ_3256-16,30,main
תפ_40063-03-18,תפ_52145-01-20,60,main
תפ_2275-06-17,תפ_36831-09-13,30,main
תפ_14578-04-19,תפ_58723-03-16,20,main
תפ_33024-01-18,תפ_57912-07-14,25,main
תפ_1838-02-16,תפ_40567-08-16,65,main
תפ_51810-03-15,תפ_67473-10-21,28,main
תפ_46173-08-15,תפ_4632-02-22,20,main
תפ_23142-09-14,תפ_33024-01-18,25,main
תפ_31276-05-19,תפ_60454-06-16,35,main
תפ_49932-08-21,תפ_52165-12-17,20,main
תפ_29216-07-16,תפ_60842-12-14,25,main
תפ_20513-06-20,תפ_8900-11-22,40,main
תפ_13373-10-23,תפ_21384-01-23,65,main
תפ_14553-12-23,תפ_33541-02-20,20,main
תפ_12834-03-18,תפ_34197-11-21,68,main
עפ_6029-03,תפ_18846-06-20,15,main
תפ_24053-04-20,תפ_3593-09-21,70,main
תפ_47757-02-18,תפ_8633-04-15,70,main
תפ_28234-05-21,תפ_51797-01-21,70,main
תפ_27735-02-21,תפ_48194-05-22,75,main
תפ_5391-02-20,תפ_65292-07-23,25,main
תפ_21162-10-19,תפ_59329-02-18,20,main
תפ_25502-05-22,תפ_8633-04-15,55,main
תפ_44129-09-19,תפ_59045-12-20,35,main
תפ_21339-07-21,תפ_34792-10-18,68,main
תפ_16826-04-18,תפ_22140-04-18,85,main
תפ_25934-06-19,תפ_5496-11-20,60,main
תפ_46018-03-14,תפ_9561-03-21,45,main
תפ_27961-04-18,תפ_71059-03-19,35,main
תפ_1338-12-20,תפ_24551-06-22,35,main
תפ_13236-03-18,תפ_27961-04-18,35,main
תפ_21873-05-14,תפ_46039-04-17,55,main
תפ_28615-01-22,תפ_43394-11-19,85,main
תפ_23408-05-15,תפ_51810-03-15,18,main
תפ_4488-05-22,תפ_48194-05-22,30,main
תפ_14553-12-23,תפ_62070-05-20,65,main
תפ_51938-04-21,תפ_59067-03-21,55,main
תפ_1197-11-21,תפ_43525-01-21,55,main
תפ_32174-07-20,תפ_69202-11-18,90,main
תפ_38435-11-17,תפ_40484-05-16,85,main
תפ_15709-10-19,תפ_46914-06-18,72,main
תפ_39589-07-13,תפ_53127-06-16,72,main
תפ_34353-03-17,תפ_35389-01-21,35,main
תפ_45181-01-14,תפ_47753-11-14,85,main
תפ_33439-01-21,תפ_35389-01-21,90,main
תפ_52205-06-22,תפ_6970-05-22,35,main
תפ_26792-04-16,תפ_34197-11-21,60,main
תפ_3256-16,תפ_5496-11-20,35,main
תפ_20482-10-16,תפ_73906-12-20,90,main
תפ_26032-04-14,תפ_3667-07-15,35,main
תפ_31746-10-22,תפ_6970-05-22,85,main
תפ_16273-02-16,תפ_27961-04-18,55,main
תפ_52165-12-17,תפ_69278-05-18,70,main
תפ_37495-01-20,תפ_43394-11-19,90,main
תפ_27735-02-21,תפ_28615-01-22,85,main
תפ_10108-11-21,תפ_10316-06-13,35,main
תפ_20825-08-14,תפ_58372-12-14,60,main
תפ_21477-06-19,תפ_65302-03-22,35,main
תפ_30310-09-23,תפ_56566-08-20,20,main
תפ_21280-11-18,תפ_5391-02-20,25,main
תפ_40327-10-19,תפ_9675-11-17,35,main
תפ_1338-12-20,תפ_15709-10-19,25,main
תפ_31419-11-20,תפ_3818-01-24,85,main
תפ_21339-07-21,תפ_43084-09-20,25,main
תפ_15263-09-18,תפ_8900-11-22,35,main
תפ_21355-08-18,תפ_66982-09-16,20,main
תפ_43084-09-20,תפ_60842-12-14,75,main
תפ_21059-03-16,תפ_56566-08-20,20,main
תפ_36033-05-22,תפ_64418-09-16,35,main
תפ_47757-02-18,תפ_57341-02-23,65,main
תפ_32956-11-20,תפ_37468-09-16,75,main
תפ_13322-07-22,תפ_9210-02-20,58,main
תפ_28736-03-20,תפ_686-05-21,15,main
תפ_18846-06-20,תפ_49932-08-21,40,main
תפ_1470-07-16,תפ_60454-06-16,85,main
תפ_34108-01-23,תפ_51006-11-21,65,main
תפ_28544-01-21,תפ_57910-06-24,85,main
תפ_31276-05-19,תפ_42653-08-23,35,main
תפ_24551-06-22,תפ_60015-05-22,30,main
תפ_16540-08-21,תפ_57912-07-14,28,main
תפ_17023-12-18,תפ_37495-01-20,35,main
תפ_1338-12-20,תפ_28480-03-20,20,main
תפ_16097-08-21,תפ_45480-02-19,85,main
תפ_32174-07-20,תפ_52145-01-20,20,main
תפ_116-07-16,תפ_29216-07-16,72,main
תפ_28045-11-18,תפ_29013-01-17,65,main
תפ_20513-06-20,תפ_31276-05-19,35,main
תפ_35202-10-15,תפ_60454-06-16,35,main
תפ_13113-07-22,תפ_4719-02-23,35,main
תפ_11199-09-21,תפ_16826-04-18,35,main
תפ_17677-04-17,תפ_6970-05-22,92,main
תפ_11545-01-19,תפ_45516-08-21,85,main
עפ_6029-03,תפ_5649-09-21,20,main
תפ_19408-11-14,תפ_2717-07-16,72,main
תפ_35202-10-15,תפ_37850-05-17,35,main
תפ_46967-02-21,תפ_47304-02-18,45,main
תפ_20513-06-20,תפ_32817-12-14,20,main
תפ_55287-10-23,תפ_57341-02-23,75,main
תפ_21471-09-22,תפ_28736-03-20,20,main
תפ_34353-03-17,תפ_34561-01-23,35,main
תפ_12469-10-16,תפ_2802-11-19,20,main
תפ_55287-02-17,תפ_58603-06-21,70,main
תפ_46497-09-16,תפ_47757-02-18,35,main
תפ_24239-05-17,תפ_7027-07-19,62,main
תפ_21280-11-18,תפ_33666-05-15,60,main
תפ_21384-01-23,תפ_48281-08-18,30,main
תפ_37850-05-17,תפ_57341-02-23,45,main
תפ_30377-04-18,תפ_49932-08-21,75,main
תפ_46173-08-15,תפ_62794-11-21,20,main
תפ_46315-12-23,תפ_47344-10-15,35,main
תפ_31425-08-20,תפ_46173-08-15,30,main
תפ_19902-12-16,תפ_37454-03-20,65,main
תפ_32956-11-20,תפ_49376-01-24,30,main
תפ_17677-04-17,תפ_60101-01-17,20,main
תפ_16540-08-21,תפ_2599-09-17,60,main
תפ_30039-04-20,תפ_51797-01-21,80,main
תפ_23774-03-17,תפ_2802-11-19,20,main
תפ_4730-11-21,תפ_62573-05-18,45,main
תפ_29216-07-16,תפ_4632-02-22,20,main
תפ_32956-11-20,תפ_36797-07-23,75,main
תפ_38531-11-18,תפ_46173-08-15,35,main
תפ_33024-01-18,תפ_59971-01-17,20,main
תפ_39568-06-21,תפ_54036-06-19,35,main
תפ_42116-04-17,תפ_8633-04-15,25,main
תפ_49910-06-21,תפ_51006-11-21,70,main
תפ_34792-10-18,תפ_50860-02-20,35,main
תפ_17023-12-18,תפ_26717-06-14,75,main
תפ_11220-12-18,תפ_32174-07-20,25,main
תפ_36823-02-21,תפ_45433-09-17,25,main
תפ_16058-02-19,תפ_16603-06-16,40,main
תפ_15972-06-20,תפ_44658-09-22,30,main
תפ_20538-11-17,תפ_25537-07-24,62,main
תפ_14751-12-20,תפ_18593-06-21,65,main
תפ_30310-09-23,תפ_34787-05-20,20,main
תפ_11370-07-16,תפ_36831-09-13,20,main
תפ_27735-02-21,תפ_33916-02-22,75,main
תפ_52145-01-20,תפ_67473-10-21,35,main
תפ_28234-05-21,תפ_45433-09-17,20,main
תפ_17715-07-18,תפ_47757-02-18,10,main
תפ_46548-03-17,תפ_52785-01-20,55,main
תפ_52205-06-22,תפ_73906-12-20,35,main
תפ_56059-07-17,תפ_6163-03-19,30,main
תפ_11370-07-16,תפ_18846-06-20,10,main
תפ_15458-12-19,תפ_23659-04-22,35,main
תפ_41339-06-20,תפ_67234-06-20,65,main
תפ_36422-07-13,תפ_38531-11-18,20,main
תפ_12469-10-16,תפ_42116-04-17,35,main
תפ_28157-02-23,תפ_52145-01-20,55,main
תפ_13549-10-21,תפ_38680-05-20,45,main
תפ_21280-11-18,תפ_36831-09-13,45,main
תפ_39568-06-21,תפ_42653-08-23,30,main
תפ_43394-11-19,תפ_62070-05-20,65,main
תפ_13373-10-23,תפ_55287-10-23,60,main
תפ_47757-02-18,תפ_5496-11-20,35,main
תפ_46497-09-16,תפ_8900-11-22,35,main
תפ_43084-09-20,תפ_5775-02-18,35,main
תפ_33439-01-21,תפ_7867-04-22,90,main
תפ_37987-11-23,תפ_71059-03-19,30,main
תפ_11220-12-18,תפ_49293-04-21,45,main
תפ_25835-05-18,תפ_36831-09-13,35,main
תפ_26620-12-16,תפ_42231-01-20,80,main
תפ_26762-06-14,תפ_40567-08-16,45,main
תפ_25137-02-20,תפ_70374-11-20,30,main
תפ_17677-04-17,תפ_7696-05-20,80,main
תפ_48194-05-22,תפ_52785-01-20,65,main
תפ_21991-04-20,תפ_34197-11-21,90,main
תפ_64711-01-19,תפ_9804-01-24,55,main
תפ_59329-02-18,תפ_6659-02-21,25,main
תפ_24953-08-24,תפ_30009-08-23,65,main
תפ_1197-11-21,תפ_53373-04-13,55,main
תפ_17715-07-18,תפ_43794-10-18,20,main
תפ_14553-12-23,תפ_21355-08-18,55,main
תפ_27735-02-21,תפ_32956-11-20,75,main
תפ_60842-12-14,תפ_8203-05-23,60,main
תפ_10316-06-13,תפ_14553-12-23,20,main
תפ_36823-02-21,תפ_46315-12-23,30,main
תפ_45433-09-17,תפ_47757-02-18,35,main
תפ_48281-08-18,תפ_5775-02-18,15,main
תפ_17715-07-18,תפ_28234-05-21,68,main
תפ_25332-01-18,תפ_39880-12-20,75,main
תפ_11370-07-16,תפ_16058-02-19,85,main
תפ_25502-05-22,תפ_8900-11-22,55,main
תפ_38531-11-18,תפ_48983-06-18,45,main
תפ_49305-06-16,תפ_56624-12-19,45,main
תפ_15972-06-20,תפ_25835-05-18,35,main
תפ_35299-09-23,תפ_39214-12-15,65,main
תפ_1057-05-15,תפ_57425-01-22,35,main
תפ_17415-10-21,תפ_23142-09-14,35,main
תפ_4415-02-18,תפ_67527-03-18,65,main
תפ_32956-11-20,תפ_4488-05-22,35,main
תפ_12469-10-16,תפ_24239-05-17,20,main
תפ_54543-06-21,תפ_9561-03-21,35,main
תפ_35202-10-15,תפ_59329-02-18,35,main
תפ_35865-07-17,תפ_60380-03-22,55,main
תפ_2275-06-17,תפ_43525-01-21,45,main
תפ_13048-04-21,תפ_40327-10-19,85,main
תפ_39424-11-22,תפ_59602-07-15,40,main
תפ_12143-06-20,תפ_49932-08-21,15,main
תפ_4632-02-22,תפ_66982-09-16,35,main
תפ_28315-05-23,תפ_3818-01-24,80,main
תפ_12748-07-20,תפ_15709-10-19,45,main
תפ_24551-06-22,תפ_57910-06-24,25,main
תפ_53373-04-13,תפ_69278-05-18,35,main
תפ_27506-03-21,תפ_8417-04-22,45,main
תפ_34960-10-19,תפ_42116-04-17,25,main
תפ_42156-05-22,תפ_53517-08-15,20,main
תפ_2275-06-17,תפ_6749-09-22,35,main
תפ_1990-11-22,תפ_7420-05-19,10,main
תפ_57939-01-21,תפ_68645-11-20,35,main
תפ_5391-02-20,תפ_69278-05-18,15,main
תפ_20354-10-21,תפ_56624-12-19,35,main
תפ_15747-08-22,תפ_7027-07-19,25,main
תפ_17642-11-20,תפ_20513-06-20,55,main
תפ_42653-08-23,תפ_49244-01-22,55,main
תפ_25835-05-18,תפ_2599-09-17,35,main
תפ_20538-11-17,תפ_21503-07-23,55,main
תפ_46039-04-17,תפ_5911-11-16,55,main
תפ_39034-01-18,תפ_8689-04-21,20,main
תפ_17415-10-21,תפ_59971-01-17,80,main
תפ_23142-09-14,תפ_67473-10-21,35,main
תפ_13236-03-18,תפ_44181-01-17,35,main
תפ_24053-04-20,תפ_9210-02-20,65,main
תפ_17415-10-21,תפ_48983-06-18,30,main
תפ_21471-09-22,תפ_31419-11-20,90,main
תפ_38574-12-18,תפ_69278-05-18,45,main
תפ_4488-05-22,תפ_686-05-21,25,main
תפ_13718-09-16,תפ_42156-05-22,65,main
תפ_60454-06-16,תפ_67473-10-21,65,main
תפ_36831-09-13,תפ_50860-02-20,20,main
תפ_17715-07-18,תפ_34960-10-19,18,main
תפ_20513-06-20,תפ_33024-01-18,65,main
עפ_6029-03,תפ_53373-04-13,25,main
תפ_4435-07-19,תפ_50777-11-23,85,main
תפ_12469-10-16,תפ_33040-09-24,20,main
תפ_1127-05-20,תפ_46967-02-21,70,main
תפ_2599-09-17,תפ_32174-07-20,20,main
תפ_11220-12-18,תפ_46173-08-15,25,main
תפ_31425-08-20,תפ_45433-09-17,35,main
תפ_21284-10-19,תפ_60101-01-17,45,main
תפ_10689-10-17,תפ_1990-11-22,20,main
תפ_32956-11-20,תפ_44415-01-17,20,main
תפ_23443-04-21,תפ_47474-01-14,35,main
תפ_26839-11-16,תפ_30538-02-19,35,main
תפ_2211-11-19,תפ_74036-12-19,85,main
תפ_4001-11-12,תפ_48281-08-18,70,main
תפ_11608-07-16,תפ_691-09-19,65,main
תפ_31419-11-20,תפ_824-06-17,85,main
תפ_43794-10-18,תפ_47757-02-18,35,main
תפ_14615-05-21,תפ_22715-06-17,75,main
תפ_34353-03-17,תפ_36868-09-18,65,main
תפ_29216-07-16,תפ_62794-11-21,15,main
תפ_30310-09-23,תפ_35865-07-17,30,main
תפ_29520-01-21,תפ_59971-01-17,85,main
תפ_20538-11-17,תפ_50860-02-20,35,main
תפ_28480-03-20,תפ_45055-01-22,20,main
תפ_13048-04-21,תפ_34353-03-17,25,main
תפ_35074-05-17,תפ_6659-02-21,30,main
תפ_46662-04-15,תפ_686-05-21,85,main
תפ_12748-07-20,תפ_6316-09-20,45,main
תפ_4488-05-22,תפ_45012-03-20,35,main
תפ_43525-01-21,תפ_67473-10-21,30,main
תפ_23443-04-21,תפ_25537-07-24,60,main
תפ_13048-04-21,תפ_28234-05-21,75,main
תפ_27735-02-21,תפ_30039-04-20,90,main
תפ_39568-06-21,תפ_50860-02-20,35,main
תפ_35299-09-23,תפ_5391-02-20,65,main
תפ_27992-01-24,תפ_42361-08-23,72,main
תפ_10316-06-13,תפ_51810-03-15,25,main
תפ_33024-01-18,תפ_43794-10-18,35,main
תפ_52205-06-22,תפ_686-05-21,35,main
תפ_15486-01-18,תפ_16980-01-14,65,main
תפ_52165-12-17,תפ_5649-09-21,20,main
תפ_12130-05-22,תפ_47344-10-15,30,main
תפ_23408-05-15,תפ_5391-02-20,30,main
תפ_27103-01-18,תפ_49401-08-15,65,main
תפ_16690-05-19,תפ_62092-06-16,48,main
תפ_30039-04-20,תפ_4488-05-22,35,main
תפ_25458-11-18,תפ_7867-04-22,90,main
תפ_32041-03-21,תפ_56059-07-17,55,main
תפ_39259-05-22,תפ_41950-02-19,75,main
תפ_29216-07-16,תפ_29401-11-12,85,main
תפ_19827-06-15,תפ_57341-02-23,35,main
תפ_60803-01-19,תפ_7430-02-18,62,main
תפ_14553-12-23,תפ_39568-06-21,20,main
תפ_33541-02-20,תפ_34108-01-23,25,main
תפ_19691-03-18,תפ_72132-02-19,45,main
תפ_21280-11-18,תפ_25835-05-18,35,main
תפ_34197-11-21,תפ_51797-01-21,85,main
תפ_42653-08-23,תפ_5775-02-18,45,main
תפ_11739-03-21,תפ_39647-01-20,25,main
תפ_47304-02-18,תפ_7027-07-19,45,main
תפ_37468-09-16,תפ_45480-02-19,65,main
תפ_38014-02-22,תפ_65884-10-13,45,main
תפ_26032-04-14,תפ_39214-12-15,25,main
תפ_21280-11-18,תפ_32817-12-14,25,main
תפ_34271-10-18,תפ_36033-05-22,65,main
תפ_21280-11-18,תפ_42653-08-23,35,main
תפ_59087-01-18,תפ_76327-07-19,75,main
תפ_25332-01-18,תפ_58603-06-21,35,main
תפ_34823-01-23,תפ_62794-11-21,25,main
תפ_21503-07-23,תפ_42653-08-23,55,main
תפ_2275-06-17,תפ_4435-07-19,85,main
תפ_4488-05-22,תפ_66114-01-23,25,main
תפ_13365-08-13,תפ_18593-06-21,55,main
תפ_14963-02-23,תפ_4730-11-21,65,main
תפ_21477-06-19,תפ_9270-02-21,75,main
תפ_28736-03-20,תפ_31419-11-20,15,main
תפ_32174-07-20,תפ_46662-04-15,85,main
תפ_24239-05-17,תפ_59888-08-22,20,main
תפ_45012-03-20,תפ_58723-03-16,25,main
תפ_14751-12-20,תפ_3503-09-20,85,main
תפ_43525-01-21,תפ_6270-11-19,55,main
תפ_27340-04-18,תפ_55287-10-23,65,main
תפ_10316-06-13,תפ_35074-05-17,30,main
תפ_37551-01-16,תפ_42653-08-23,35,main
תפ_43525-01-21,תפ_59971-01-17,25,main
תפ_24551-06-22,תפ_49376-01-24,65,main
תפ_23443-04-21,תפ_25934-06-19,80,main
תפ_47304-02-18,תפ_8633-04-15,45,main
תפ_1057-05-15,תפ_23142-09-14,28,main
תפ_23774-03-17,תפ_46315-12-23,25,main
תפ_33541-02-20,תפ_34197-11-21,20,main
תפ_33024-01-18,תפ_45433-09-17,45,main
תפ_41189-09-15,תפ_42164-10-19,30,main
תפ_20513-06-20,תפ_28157-02-23,45,main
תפ_27103-01-18,תפ_46896-11-15,45,main
תפ_44666-10-18,תפ_49087-01-17,42,main
תפ_3256-16,תפ_5391-02-20,20,main
תפ_2330-02-20,תפ_62070-05-20,38,main
תפ_4719-02-23,תפ_59274-02-22,65,main
תפ_40063-03-18,תפ_55287-10-23,35,main
תפ_53517-08-15,תפ_6970-05-22,90,main
תפ_30009-08-23,תפ_66982-09-16,55,main
תפ_1338-12-20,תפ_13749-03-17,20,main
תפ_30678-02-22,תפ_38014-02-22,35,main
תפ_35299-09-23,תפ_37850-05-17,25,main
תפ_25458-11-18,תפ_50777-11-23,75,main
תפ_11370-07-16,תפ_39568-06-21,20,main
תפ_22021-09-22,תפ_37551-01-16,45,main
תפ_3766-09-21,תפ_39424-11-22,35,main
תפ_1127-05-20,תפ_1338-12-20,35,main
תפ_10316-06-13,תפ_21339-07-21,55,main
תפ_28736-03-20,תפ_34787-05-20,15,main
תפ_42164-10-19,תפ_48281-08-18,65,main
תפ_30538-02-19,תפ_51810-03-15,25,main
תפ_28544-01-21,תפ_69278-05-18,75,main
תפ_21384-01-23,תפ_47474-01-14,55,main
תפ_12143-06-20,תפ_59971-01-17,20,main
תפ_28234-05-21,תפ_58723-03-16,20,main
תפ_28736-03-20,תפ_40650-03-22,20,main
תפ_33666-05-15,תפ_65884-10-13,45,main
תפ_11739-03-21,תפ_2211-11-19,25,main
תפ_11220-12-18,תפ_21503-07-23,35,main
תפ_17410-08-13,תפ_19214-08-15,30,main
תפ_44129-09-19,תפ_44540-10-20,70,main
תפ_29216-07-16,תפ_6660-07-15,80,main
תפ_10812-12-21,תפ_32956-11-20,85,main
תפ_28736-03-20,תפ_44415-01-17,35,main
תפ_24895-03-20,תפ_47668-04-18,35,main
תפ_32156-02-19,תפ_43263-03-21,68,main
תפ_23577-02-19,תפ_46662-04-15,90,main
תפ_42543-06-14,תפ_53373-04-13,70,main
תפ_21284-10-19,תפ_34787-05-20,55,main
תפ_31736-06-21,תפ_7867-04-22,15,main
תפ_37551-01-16,תפ_51810-03-15,55,main
תפ_57425-01-22,תפ_66306-03-19,15,main
תפ_5649-09-21,תפ_60842-12-14,35,main
עפ_6029-03,תפ_39647-01-20,25,main
תפ_28931-09-20,תפ_39953-08-24,55,main
תפ_33541-02-20,תפ_45480-02-19,18,main
תפ_16540-08-21,תפ_47304-02-18,35,main
תפ_14944-08-18,תפ_36933-03-17,65,main
תפ_31419-11-20,תפ_38574-12-18,80,main
תפ_17677-04-17,תפ_50777-11-23,80,main
תפ_16540-08-21,תפ_37551-01-16,55,main
תפ_10393-03-21,תפ_40908-02-21,45,main
תפ_33666-05-15,תפ_49244-01-22,35,main
תפ_49244-01-22,תפ_6659-02-21,25,main
תפ_14963-02-23,תפ_31425-08-20,35,main
תפ_33439-01-21,תפ_48281-08-18,15,main
תפ_21162-10-19,תפ_36422-07-13,75,main
תפ_20482-10-16,תפ_44422-01-17,20,main
תפ_1338-12-20,תפ_23659-04-22,30,main
תפ_35074-05-17,תפ_5391-02-20,35,main
תפ_1197-11-21,תפ_55287-10-23,55,main
תפ_2599-09-17,תפ_27103-01-18,25,main
תפ_4730-11-21,תפ_5775-02-18,28,main
תפ_33866-12-15,תפ_34823-01-23,15,main
תפ_4460-04-18,תפ_60015-05-22,90,main
תפ_23443-04-21,תפ_40063-03-18,65,main
תפ_21059-03-16,תפ_4435-07-19,85,main
תפ_34353-03-17,תפ_52205-06-22,65,main
תפ_35865-07-17,תפ_37495-01-20,28,main
תפ_44477-08-20,תפ_52785-01-20,70,main
תפ_12130-05-22,תפ_9270-02-21,65,main
תפ_26709-06-14,תפ_29832-08-15,85,main
תפ_21503-07-23,תפ_40063-03-18,65,main
תפ_33839-04-18,תפ_49472-07-18,85,main
תפ_41876-08-23,תפ_65302-03-22,20,main
תפ_33024-01-18,תפ_52145-01-20,65,main
תפ_54676-12-22,תפ_9675-11-17,55,main
תפ_30913-02-21,תפ_42543-06-14,35,main
תפ_1338-12-20,תפ_32956-11-20,15,main
תפ_11739-03-21,תפ_27735-02-21,25,main
תפ_23774-03-17,תפ_53517-08-15,75,main
תפ_21339-07-21,תפ_62573-05-18,45,main
תפ_2330-02-20,תפ_34561-01-23,28,main
תפ_48194-05-22,תפ_52569-05-16,65,main
תפ_19691-03-18,תפ_3667-07-15,30,main
תפ_15747-08-22,תפ_8633-04-15,25,main
תפ_13749-03-17,תפ_2330-02-20,20,main
תפ_30377-04-18,תפ_40639-10-17,75,main
תפ_13519-11-23,תפ_29401-11-12,35,main
תפ_48983-06-18,תפ_57341-02-23,35,main
תפ_27735-02-21,תפ_34108-01-23,45,main
תפ_2599-09-17,תפ_9270-02-21,65,main
תפ_40892-01-24,תפ_5775-02-18,40,main
תפ_21477-06-19,תפ_60842-12-14,45,main
תפ_13749-03-17,תפ_14553-12-23,80,main
תפ_35299-09-23,תפ_3766-09-21,18,main
תפ_19827-06-15,תפ_66982-09-16,20,main
תפ_46118-07-24,תפ_52785-01-20,75,main
תפ_21284-10-19,תפ_49401-08-15,55,main
תפ_61392-09-16,תפ_9109-02-16,35,main
עפ_6029-03,תפ_56668-06-17,25,main
תפ_35568-01-23,תפ_36422-07-13,40,main
תפ_24239-05-17,תפ_46967-02-21,35,main
תפ_23443-04-21,תפ_52145-01-20,75,main
תפ_17415-10-21,תפ_6749-09-22,35,main
תפ_33024-01-18,תפ_33040-09-24,65,main
תפ_23282-05-17,תפ_30538-02-19,45,main
תפ_30310-09-23,תפ_44422-01-17,35,main
תפ_1057-05-15,תפ_6749-09-22,35,main
תפ_23408-05-15,תפ_32817-12-14,22,main
תפ_19412-05-18,תפ_6163-03-19,25,main
תפ_1057-05-15,תפ_35202-10-15,45,main
תפ_13749-03-17,תפ_44477-08-20,65,main
תפ_35389-01-21,תפ_4460-04-18,90,main
תפ_15263-09-18,תפ_9270-02-21,35,main
תפ_13113-07-22,תפ_39647-01-20,65,main
תפ_35568-01-23,תפ_39424-11-22,35,main
תפ_17415-10-21,תפ_43525-01-21,35,main
תפ_2211-11-19,תפ_2330-02-20,20,main
תפ_10812-12-21,תפ_58723-03-16,25,main
