verdict_1,verdict_2,similarity_score,source_batch
תפ_56328-06-22,תפ_58774-07-22,70,main
תפ_20451-09-20,תפ_35431-03-21,40,main
תפ_50986-12-16,תפ_54202-01-23,35,main
תפ_23992-11-21,תפ_35473-12-21,15,main
תפ_16753-02-22,תפ_63155-05-23,60,main
תפ_66319-05-20,תפח_39094-05-12,25,main
תפ_5085-07-17,תפ_53715-12-15,25,main
תפ_26210-11-21,תפ_46916-07-22,30,main
תפ_3910-02-23,תפ_48621-05-22,35,main
תפ_3451-02-14,תפ_49734-12-22,22,main
תפ_4133-01-20,תפ_56149-01-15,35,main
תפ_18957-11-20,תפ_32882-09-21,18,main
תפ_1136-11-21,תפ_9632-08-23,25,main
תפ_31935-12-21,תפ_7813-06-22,10,main
תפ_11104-07-19,תפ_41052-11-19,55,main
תפ_35488-11-23,תפ_59804-01-17,35,main
תפ_44380-08-16,תפ_4795-12-17,10,main
תפ_13632-08-17,תפ_31216-01-22,18,main
תפ_17856-11-21,תפ_6968-01-24,30,main
תפ_28246-06-21,תפ_983-05-15,15,main
תפ_13632-08-17,תפ_41762-12-20,28,main
תפ_33420-12-20,תפ_45597-11-14,25,main
תפ_28787-04-22,תפ_29947-07-23,35,main
תפ_44381-05-20,תפ_51306-12-18,10,main
תפ_57270-05-13,תפ_63505-01-17,28,main
תפ_19610-08-21,תפח_55639-05-17,35,main
תפ_21813-09-16,תפ_32659-05-18,25,main
תפ_17860-01-19,תפ_43844-05-15,55,main
תפ_41276-06-17,תפ_44381-05-20,55,main
תפ_10896-06-20,תפ_45713-07-17,20,main
תפ_12109-06-15,תפ_13632-08-17,35,main
תפ_45025-05-22,תפ_45761-05-17,25,main
תפ_1219-06-23,תפ_19384-05-16,55,main
תפ_59804-01-17,תפח_41585-03-16,25,main
תפ_11042-06-20,תפ_14115-07-19,80,main
תפ_40256-11-14,תפח_53698-03-17,28,main
תפ_16520-01-18,תפ_4338-04-13,38,main
תפ_38883-05-22,תפ_48176-01-22,35,main
תפ_32227-11-20,תפ_395-05-17,65,main
תפ_21813-09-16,תפ_48176-01-22,10,main
תפ_18689-01-17,תפ_32339-12-19,35,main
תפ_23075-10-23,תפ_3384-12-23,25,main
תפ_23992-11-21,תפ_28148-07-20,20,main
תפ_10347-10-23,תפ_33420-12-20,25,main
תפ_43597-08-21,תפ_6153-02-21,62,main
תפ_34938-09-18,תפח_55639-05-17,30,main
תפ_41600-02-21,תפ_53669-03-22,25,main
תפ_22971-02-22,תפ_4102-11-20,45,main
תפ_15376-06-13,תפ_398-09-16,75,main
תפ_25546-11-23,תפ_62062-06-20,35,main
תפ_16541-01-21,תפ_69158-11-16,30,main
תפ_59004-08-23,תפ_59464-09-23,30,main
תפ_58774-07-22,תפ_63303-06-22,10,main
תפ_26702-01-23,תפ_40922-11-15,25,main
תפ_20477-02-20,תפ_8254-02-20,25,main
תפ_1118-10-18,תפ_9111-02-15,35,main
תפ_31498-01-16,תפ_66893-12-21,45,main
תפ_3986-06-22,תפ_42613-02-23,25,main
תפ_11789-12-16,תפ_1956-04-21,35,main
תפ_3013-04-18,תפ_51523-10-17,30,main
תפ_10347-10-23,תפ_63100-02-24,35,main
תפ_45228-07-16,תפ_6153-02-21,28,main
תפ_28744-03-21,תפ_72146-11-20,35,main
תפ_1178-06-21,תפ_48621-05-22,30,main
תפ_1139-06-23,תפ_70062-03-23,30,main
תפ_51607-08-21,תפ_60429-12-21,30,main
תפ_26565-12-20,תפ_45228-07-16,55,main
תפ_13177-04-21,תפ_4411-07-19,68,main
תפ_36698-12-18,תפ_51523-10-17,25,main
תפ_40256-11-14,תפ_50148-01-14,60,main
תפ_1136-11-21,תפ_18039-10-21,35,main
תפ_30575-03-20,תפ_57914-10-13,55,main
תפ_22417-12-21,תפ_7053-03-21,35,main
תפ_25631-03-22,תפ_26478-04-22,15,main
תפ_39500-07-20,תפ_69980-11-20,35,main
תפ_26552-06-23,תפ_44620-01-22,35,main
תפ_20068-10-22,תפ_33318-10-23,65,main
תפ_35186-03-18,תפ_56739-09-20,18,main
תפ_48057-03-21,תפ_58774-07-22,35,main
תפ_24044-06-22,תפ_38303-12-13,20,main
תפ_10875-12-21,תפ_22588-03-22,70,main
תפ_25624-03-22,תפ_41600-02-21,35,main
תפ_4411-07-19,תפ_5000-12,35,main
תפ_57965-03-15,תפ_60820-07-14,35,main
תפ_27625-02-21,תפ_35397-07-21,30,main
תפ_2058-09-17,תפ_66319-05-20,25,main
תפ_18013-01-15,תפ_28615-08-17,35,main
תפ_41052-11-19,תפ_48176-01-22,65,main
תפ_17860-01-19,תפ_30015-07-16,35,main
תפ_39808-05-23,תפ_40999-01-21,0,main
תפ_53431-02-22,תפ_65070-08-21,75,main
תפ_34737-09-21,תפח_39094-05-12,10,main
תפ_26565-12-20,תפ_32339-12-19,40,main
תפ_12109-06-15,תפ_31249-06-14,35,main
תפ_18557-10-21,תפ_35488-11-23,35,main
תפ_43471-12-22,תפ_49212-08-19,25,main
תפ_30340-08-20,תפ_42991-05-16,35,main
תפ_13-05-32,תפח_54962-08-15,10,main
ת_פ_24817-06-10,תפ_63953-01-24,25,main
תפ_25624-03-22,תפ_52789-09-22,65,main
תפ_27277-01-15,תפ_53715-12-15,25,main
תפ_12035-06-20,תפ_45971-11-13,35,main
תפ_42324-09-20,תפ_46250-11-21,15,main
תפ_10552-11-21,תפ_12109-06-15,65,main
תפ_1108-05-15,תפח_4633-09-16,10,main
תפ_40313-09-15,תפ_48057-03-21,45,main
תפ_13153-08-15,תפ_28845-04-22,25,main
תפ_30340-08-20,תפ_61106-05-20,35,main
תפ_44840-06-16,תפ_50998-03-23,25,main
תפ_41952-02-22,תפח_41585-03-16,35,main
תפ_26549-09-21,תפ_31034-06-17,60,main
תפ_22297-11-20,תפ_51199-04-23,25,main
תפ_61118-07-23,תפ_70373-03-23,28,main
תפ_12540-12-18,תפ_68389-07-20,30,main
תפ_24361-06-21,תפ_35106-03-18,18,main
תפ_48367-11-11,תפ_63155-05-23,60,main
תפ_1139-06-23,תפ_1219-06-23,35,main
תפ_37966-04-23,תפ_47276-02-22,75,main
תפ_26549-09-21,תפ_39941-11-19,30,main
תפ_23533-01-24,תפ_46939-09-23,65,main
תפ_17701-07-21,תפ_54272-09-14,10,main
תפ_27277-01-15,תפ_50556-08-17,20,main
תפ_2144-04-21,תפ_57539-11-15,10,main
תפ_24548-06-13,תפ_6431-05-13,18,main
תפ_1641-04-19,תפ_8254-02-20,35,main
תפ_371-10-15,תפ_7626-04-20,35,main
תפ_15376-06-13,תפ_1631-01-22,10,main
תפ_32882-09-21,תפ_40922-11-15,30,main
תפ_28100-07-20,תפ_59967-01-13,20,main
תפ_43471-12-22,תפח_52360-06-20,10,main
תפ_35473-12-21,תפח_63773-04-21,45,main
תפ_1410-03-24,תפ_30617-02-22,35,main
תפ_19610-08-21,תפ_41762-12-20,18,main
תפ_16520-01-18,תפ_33458-08-14,70,main
תפ_31249-06-14,תפ_35364-01-18,60,main
תפ_27330-02-19,תפ_52077-12-20,65,main
תפ_27330-02-19,תפ_31862-05-13,35,main
תפ_20733-12-22,תפ_6788-06-16,0,main
תפ_17856-11-21,תפ_33318-10-23,25,main
תפ_16779-09-22,תפ_19759-07-21,25,main
תפ_41242-02-17,תפ_7108-02-16,55,main
תפ_46638-05-22,תפ_7196-03-21,20,main
תפ_23872-02-19,תפ_29772-11-13,20,main
תפ_39500-07-20,תפ_41694-03-20,35,main
תפ_17057-08-20,תפ_38883-05-22,35,main
תפ_19759-07-21,תפ_31249-06-14,20,main
תפ_18210-05-23,תפ_22417-12-21,25,main
תפ_36287-01-22,תפ_7811-10-23,35,main
תפ_16161-04-21,תפ_20425-02-20,70,main
תפ_12406-11-15,תפח_31367-12-17,62,main
תפ_37386-11-13,תפ_48978-07-21,15,main
תפ_11362-10-15,תפ_28615-08-17,55,main
תפח_17033-01-22,תפח_34802-06-19,80,main
תפ_18449-04-23,תפ_66150-06-22,35,main
תפ_41271-08-14,תפ_43643-10-15,30,main
תפ_16760-09-22,תפ_28991-04-22,45,main
תפ_1294-04-22,תפ_54202-01-23,65,main
תפ_39808-05-23,תפח_24510-09-15,38,main
תפ_32907-12-20,תפ_52390-06-19,10,main
תפ_38883-05-22,תפ_42613-02-23,20,main
תפ_22405-05-23,תפ_6852-03-21,15,main
תפ_57539-11-15,תפ_68389-07-20,35,main
תפ_18912-06-23,תפח_52360-06-20,20,main
תפ_45025-05-22,תפ_63303-06-22,35,main
תפ_40536-10-20,תפ_6153-02-21,35,main
תפ_12158-04-23,תפ_42118-11-23,55,main
תפ_17856-06-17,תפ_27780-05-15,35,main
תפ_1516-10-16,תפח_53698-03-17,10,main
תפ_59260-03-16,תפח_55639-05-17,20,main
תפ_1136-11-21,תפ_52964-03-22,65,main
תפ_25624-03-22,תפ_6514-03-23,55,main
תפ_41967-08-17,תפ_45228-07-16,25,main
תפ_1219-06-23,תפ_41967-08-17,18,main
תפ_18689-01-17,תפ_4248-06-16,20,main
תפ_31228-01-22,תפ_37387-04-18,65,main
תפ_1219-06-23,תפ_8188-06-23,62,main
תפ_17137-11-21,תפ_52000-02-15,22,main
תפ_1363-04-22,תפ_44169-08-22,18,main
תפ_36328-09-15,תפ_54879-08-16,35,main
תפ_43471-12-22,תפ_6852-03-21,15,main
תפ_15842-11-20,תפ_20778-11-12,38,main
תפ_10171-06-22,תפ_40983-10-20,65,main
תפ_13-05-32,תפ_37386-11-13,0,main
תפ_44620-01-22,תפח_53698-03-17,20,main
תפ_17057-08-20,תפ_2144-04-21,35,main
תפ_34630-12-21,תפ_51523-10-17,38,main
תפ_13632-08-17,תפ_27330-02-19,70,main
תפ_3384-12-23,תפ_50474-09-22,25,main
תפ_41599-03-22,תפח_53498-02-20,15,main
תפ_1106-03-18,תפ_32907-12-20,30,main
תפ_32775-09-23,תפ_54132-03-21,45,main
תפ_14044-03-20,תפ_31862-05-13,25,main
תפ_35608-04-18,תפ_4795-12-17,35,main
תפ_36982-03-18,תפ_50809-07-17,20,main
תפ_25053-07-24,תפ_64581-08-23,25,main
תפ_6904-12-14,תפ_9785-12-15,75,main
תפ_29947-07-23,תפ_6415-10-23,68,main
תפ_1118-10-18,תפ_28889-07-14,38,main
תפ_21029-10-19,תפ_950-09-17,45,main
תפ_33337-07-23,תפ_51209-04-23,55,main
תפ_21296-11-14,תפ_34526-06-18,55,main
תפ_31249-06-14,תפ_371-10-15,35,main
תפ_19908-10-21,תפ_30015-07-16,35,main
תפ_21459-01-16,תפ_41775-01-11,45,main
תפ_39193-12-15,תפ_7467-12-20,25,main
תפ_13142-02-15,תפ_61452-12-22,35,main
תפ_50330-07-18,תפ_50916-06-16,35,main
תפ_21459-01-16,תפ_55664-02-14,30,main
תפ_40922-11-15,תפ_6153-02-21,65,main
תפ_29620-01-23,תפ_54202-01-23,10,main
תפ_17030-02-22,תפח_15217-03-19,15,main
תפ_40256-11-14,תפ_64941-05-17,18,main
תפ_31862-05-13,תפ_53239-10-21,30,main
תפ_35431-03-21,תפ_41832-08-24,45,main
תפ_17856-11-21,תפ_9632-08-23,35,main
תפ_19908-10-21,תפ_63355-02-23,35,main
תפ_28615-08-17,תפ_28744-03-21,68,main
תפ_37065-10-15,תפ_43085-06-21,75,main
תפ_1294-04-22,תפ_62452-10-20,35,main
תפ_3742-07-18,תפ_52390-06-19,28,main
תפ_55664-02-14,תפ_57914-10-13,35,main
תפ_58511-01-20,תפ_7774-03-23,0,main
תפ_14885-06-24,תפ_4459-03-24,10,main
תפ_41762-12-20,תפ_6904-12-14,35,main
תפ_36091-07-15,תפ_45971-11-13,35,main
תפ_37047-07-20,תפח_17033-01-22,35,main
תפ_19384-05-16,תפח_4986-04-11,30,main
תפ_12035-06-20,תפ_69110-11-20,35,main
תפ_13471-01-22,תפ_40082-02-22,65,main
תפ_23872-02-19,תפ_53496-03-18,35,main
תפ_14044-03-20,תפ_30340-08-20,25,main
תפ_1108-05-15,תפ_41952-02-22,10,main
תפ_21594-06-16,תפ_3742-07-18,45,main
תפ_35843-03-22,תפ_7811-10-23,35,main
תפ_18957-11-20,תפ_51971-12-21,20,main
תפ_13301-07-18,תפ_39808-05-23,35,main
תפ_54202-01-23,תפח_15217-03-19,20,main
תפ_17856-06-17,תפ_43844-05-15,75,main
תפ_68096-11-21,תפ_7089-08-23,35,main
תפ_17701-07-21,תפ_58511-01-20,20,main
תפ_1516-10-16,תפ_43338-05-16,35,main
תפ_25631-03-22,תפ_30617-02-22,23,main
תפ_45228-07-16,תפ_62062-06-20,35,main
תפ_7196-03-21,תפ_7813-06-22,10,main
תפ_34344-01-15,תפח_2690-09-19,20,main
תפ_10171-06-22,תפ_4459-03-24,35,main
תפ_57539-11-15,תפח_30145-08-13,35,main
תפ_41754-05-22,תפ_54132-03-21,38,main
תפ_25631-03-22,תפ_9632-08-23,15,main
תפח_13491-09-20,תפח_15217-03-19,30,main
תפ_12743-08-22,תפ_38303-12-13,10,main
תפ_19821-02-17,תפ_54202-01-23,30,main
תפ_2058-09-17,תפ_35431-03-21,25,main
תפ_17701-07-21,תפ_6832-11-23,22,main
תפ_27685-11-15,תפ_28615-08-17,25,main
תפ_17655-10-22,תפ_27929-03-19,38,main
תפ_12109-06-15,תפח_53698-03-17,20,main
תפ_54432-02-17,תפ_57474-07-15,75,main
תפ_44380-08-16,תפ_9179-04-16,18,main
תפ_16753-02-22,תפ_6852-03-21,38,main
תפ_13-05-32,תפ_59422-07-14,10,main
תפ_1641-04-19,תפ_42991-05-16,25,main
תפ_36287-01-22,תפ_51663-11-23,25,main
תפ_44380-08-16,תפ_7108-02-16,18,main
תפ_1219-06-23,תפ_46939-09-23,20,main
תפ_3013-04-18,תפ_58511-01-20,25,main
תפ_35843-03-22,תפ_48057-03-21,45,main
תפ_30350-12-20,תפ_32775-09-23,18,main
תפ_18912-06-23,תפ_4795-12-17,30,main
תפ_17057-08-20,תפ_63303-06-22,35,main
תפ_4795-12-17,תפ_60765-03-22,35,main
תפ_50487-06-22,תפ_51971-12-21,30,main
תפ_39998-08-15,תפ_50148-01-14,38,main
תפ_25631-03-22,תפ_3910-02-23,25,main
תפ_20733-12-22,תפ_46183-11-15,20,main
תפ_20477-02-20,תפ_34737-09-21,35,main
תפ_26521-02-14,תפ_35007-04-13,75,main
תפ_55664-02-14,תפח_2690-09-19,15,main
תפ_2077-10-23,תפ_63155-05-23,65,main
תפ_4531-05-21,תפח_15217-03-19,18,main
תפ_18833-05-13,תפ_38687-04-20,30,main
תפ_4102-11-20,תפ_5037-10-16,55,main
תפ_2144-04-21,תפח_24510-09-15,5,main
תפ_25631-03-22,תפ_38193-11-23,35,main
תפ_30575-03-20,תפ_61299-12-19,65,main
תפ_26521-02-14,תפ_9968-05-16,35,main
תפ_31218-10-14,תפ_57996-05-20,30,main
תפ_40634-03-20,תפ_54132-03-21,15,main
תפ_12540-12-18,תפ_23872-02-19,25,main
תפ_13142-02-15,תפ_51471-12-21,15,main
תפ_13481-02-13,תפ_1641-04-19,45,main
תפ_3295-04-18,תפ_41276-06-17,60,main
תפ_30972-10-18,תפ_37047-07-20,45,main
תפ_51088-03-21,תפ_6153-02-21,35,main
תפ_23872-02-19,תפ_25546-11-23,38,main
תפ_54272-09-14,תפח_1307-09-13,10,main
תפ_35364-01-18,תפ_40536-10-20,30,main
תפ_17573-10-22,תפ_6985-07-22,35,main
תפ_12615-11-21,תפ_60429-12-21,35,main
תפ_63155-05-23,תפ_68389-07-20,65,main
תפ_47284-06-18,תפ_6904-12-14,70,main
תפ_26417-03-17,תפ_9179-04-16,45,main
תפ_45456-12-21,תפ_49212-08-19,5,main
תפ_1580-11-23,תפ_28991-04-22,38,main
תפח_46412-12-15,תפח_52360-06-20,15,main
תפ_33928-09-12,תפ_61158-05-20,0,main
תפ_49212-08-19,תפ_55035-10-18,5,main
תפ_27625-02-21,תפ_57539-11-15,30,main
תפ_20387-03-23,תפ_38687-04-20,35,main
תפ_10552-11-21,תפ_52000-02-15,38,main
תפ_63155-05-23,תפ_63355-02-23,75,main
תפ_17707-04-14,תפ_41952-02-22,35,main
תפ_25624-03-22,תפ_35512-06-17,20,main
תפ_32775-09-23,תפ_38368-09-21,70,main
תפ_23648-12-19,תפ_57539-11-15,35,main
תפ_51971-12-21,תפ_8999-05-14,55,main
תפ_24822-01-21,תפ_41754-05-22,68,main
תפ_1580-11-23,תפ_16760-09-22,35,main
תפ_29529-07-20,תפ_45561-07-21,75,main
תפ_26565-12-20,תפ_36698-12-18,25,main
תפ_20477-02-20,תפ_74742-06-20,20,main
תפ_22338-06-09,תפ_3531-12-13,25,main
תפ_14115-07-19,תפ_41762-12-20,30,main
תפ_34694-09-21,תפ_64689-11-15,75,main
תפ_41522-05-18,תפ_61158-05-20,75,main
תפ_31811-03-21,תפ_9632-08-23,30,main
תפ_12411-02-21,תפח_26879-11-12,25,main
תפ_12213-10-16,תפ_26549-09-21,65,main
תפ_31842-04-21,תפ_70166-03-23,18,main
תפ_45561-04-17,תפ_59488-11-21,10,main
תפ_35019-12-13,תפ_50819-09-11,65,main
תפ_40932-03-18,תפ_50916-06-16,28,main
תפ_53539-11-17,תפ_61452-02-16,28,main
תפ_44725-12-14,תפח_34989-04-17,5,main
תפ_22417-12-21,תפ_9632-08-23,40,main
תפ_34630-12-21,תפ_46737-07-22,18,main
תפ_52789-09-22,תפ_8188-06-23,25,main
תפ_14044-03-20,תפ_50998-03-23,25,main
תפ_1294-04-22,תפ_47276-02-22,35,main
תפ_36091-07-15,תפ_56900-11-18,25,main
תפ_18557-10-21,תפ_69945-03-23,75,main
תפ_2058-09-17,תפ_38303-12-13,5,main
תפ_3772-01-16,תפ_4795-12-17,35,main
תפ_13154-01-18,תפ_2144-04-21,10,main
תפ_13-05-32,תפ_59967-01-13,45,main
תפ_59464-09-23,תפ_63642-12-18,25,main
תפ_35227-05-17,תפ_66310-07-17,75,main
תפ_15710-09-21,תפ_28991-04-22,38,main
תפ_14684-07-24,תפ_23992-11-21,25,main
תפ_40313-09-15,תפ_40922-11-15,45,main
תפ_24350-06-23,תפ_27780-05-15,20,main
תפ_13142-02-15,תפ_26417-03-17,72,main
תפ_14373-03-22,תפ_45561-04-17,65,main
תפ_30617-02-22,תפ_61820-08-21,15,main
תפ_16760-09-22,תפ_51199-04-23,65,main
תפ_3531-12-13,תפ_52000-02-15,35,main
תפ_26565-12-20,תפ_40450-09-15,35,main
תפ_19019-10-16,תפ_8254-02-20,18,main
תפ_17474-08-14,תפ_66319-05-20,25,main
תפ_42697-05-18,תפ_983-05-15,30,main
תפ_16651-01-24,תפ_39345-03-20,18,main
תפ_38883-05-22,תפ_46379-02-21,38,main
תפ_12035-06-20,תפ_13481-02-13,35,main
תפ_31334-11-15,תפ_4795-12-17,38,main
תפ_16651-01-24,תפ_18912-06-23,35,main
תפ_23872-02-19,תפ_50716-11-19,20,main
תפ_19908-10-21,תפ_61158-05-20,35,main
תפ_54202-01-23,תפ_54607-07-19,15,main
תפ_14044-03-20,תפ_24614-07-23,45,main
תפ_27277-01-15,תפ_30575-03-20,20,main
תפ_23872-02-19,תפ_5037-10-16,65,main
תפ_3068-11-15,תפ_6153-02-21,55,main
תפ_4248-06-16,תפ_52479-01-18,25,main
תפ_49212-08-19,תפח_41585-03-16,10,main
תפ_1136-11-21,תפ_70111-03-23,35,main
תפ_19759-07-21,תפ_36698-12-18,25,main
תפ_52789-09-22,תפ_6968-01-24,20,main
תפ_10180-01-24,תפ_52964-03-22,65,main
תפ_1178-06-21,תפ_1580-11-23,20,main
תפ_15209-10-23,תפ_29947-07-23,38,main
תפ_13632-08-17,תפ_22297-11-20,38,main
תפ_36091-07-15,תפ_51088-03-21,20,main
תפ_10180-01-24,תפח_2690-09-19,30,main
תפ_12376-04-20,תפ_62062-06-20,45,main
תפ_12615-11-21,תפ_3986-06-22,65,main
תפ_39998-08-15,תפ_61452-12-22,35,main
תפ_12411-02-21,תפח_12074-08-16,15,main
תפ_59067-10-21,תפ_7089-08-23,55,main
תפ_40922-11-15,תפ_50330-07-18,68,main
תפ_24748-11-21,תפ_35364-01-18,25,main
תפ_40932-03-18,תפ_41052-11-19,55,main
תפ_39792-12-21,תפ_68389-07-20,30,main
תפ_12109-06-15,תפ_40922-11-15,35,main
תפ_18557-10-21,תפ_53669-03-22,25,main
תפ_21813-09-16,תפ_25639-03-21,25,main
תפ_1641-04-19,תפ_7735-04-19,65,main
תפ_57267-09-20,תפ_9179-04-16,65,main
תפ_18210-05-23,תפ_68389-07-20,68,main
תפ_69941-03-23,תפ_9179-04-16,30,main
תפ_34737-09-21,תפ_4133-01-20,85,main
תפ_40011-04-14,תפ_62279-07-22,30,main
תפ_13301-07-18,תפ_5151-10-19,55,main
תפ_61106-05-20,תפח_39094-05-12,20,main
תפ_5000-12,תפ_59967-01-13,35,main
תפ_17655-10-22,תפ_63360-04-21,55,main
תפ_25546-11-23,תפ_39808-05-23,30,main
תפ_51471-12-21,תפ_7774-03-23,20,main
תפ_39808-05-23,תפ_46108-06-20,55,main
תפ_36287-01-22,תפ_45456-12-21,45,main
תפ_27625-02-21,תפ_398-09-16,20,main
תפ_3686-01-16,תפח_4633-09-16,35,main
תפ_56149-01-15,תפ_61158-05-20,35,main
תפ_13-05-32,תפ_54432-02-17,35,main
תפ_26565-12-20,תפ_46550-12-16,15,main
תפ_23872-02-19,תפ_59464-09-23,55,main
תפ_35364-01-18,תפ_51088-03-21,45,main
תפ_10875-12-21,תפ_48978-07-21,25,main
תפ_32339-12-19,תפ_45965-07-16,25,main
תפ_2724-08-19,תפ_31249-06-14,20,main
תפ_30575-03-20,תפח_2690-09-19,35,main
תפ_32659-05-18,תפח_34802-06-19,20,main
תפ_32907-12-20,תפ_67356-12-21,20,main
תפ_39500-07-20,תפ_42991-05-16,35,main
תפ_3068-11-15,תפ_63355-02-23,65,main
תפ_27277-01-15,תפ_4133-01-20,30,main
תפ_26210-11-21,תפ_6985-07-22,38,main
תפ_41762-12-20,תפח_54962-08-15,15,main
תפ_54607-07-19,תפ_6574-09-21,35,main
תפ_1294-04-22,תפ_60765-03-22,75,main
תפ_189-01-16,תפ_54432-02-17,55,main
תפ_25631-03-22,תפ_7467-12-20,18,main
תפ_26417-03-17,תפ_69941-03-23,25,main
תפ_31862-05-13,תפ_39808-05-23,55,main
תפ_45456-12-21,תפ_6415-10-23,70,main
תפ_15710-09-21,תפ_40983-10-20,35,main
תפ_38687-04-20,תפ_9264-02-21,60,main
תפ_49734-12-22,תפ_68096-11-21,35,main
תפ_38687-04-20,תפ_50998-03-23,35,main
תפ_57283-05-21,תפ_8008-07-19,38,main
תפ_24420-01-20,תפ_32907-12-20,35,main
תפ_39345-03-20,תפ_45597-11-14,35,main
תפ_13142-02-15,תפ_7108-02-16,55,main
תפ_14044-03-20,תפ_38687-04-20,30,main
תפ_3384-12-23,תפח_55639-05-17,10,main
תפ_35488-11-23,תפ_51209-04-23,35,main
תפ_49212-08-19,תפ_54202-01-23,10,main
תפ_24548-06-13,תפ_32227-11-20,55,main
תפ_24215-06-13,תפ_41694-03-20,40,main
תפ_13995-12-22,תפ_4459-03-24,25,main
תפ_35227-05-17,תפ_45971-11-13,35,main
תפ_45713-07-17,תפ_51971-12-21,35,main
תפ_12109-06-15,תפ_6153-02-21,45,main
תפ_28715-03-22,תפ_47348-11-21,35,main
תפ_371-10-15,תפ_4133-01-20,28,main
תפ_34027-04-18,תפ_5037-10-16,45,main
תפ_23328-12-22,תפ_33337-07-23,35,main
תפ_3531-12-13,תפ_5013-12,55,main
תפ_26552-06-23,תפ_26702-01-23,35,main
תפ_13154-01-18,תפ_44862-06-20,30,main
תפ_12411-02-21,תפ_59488-11-21,35,main
תפ_46930-03-22,תפ_5085-07-17,25,main
תפ_16520-01-18,תפ_3384-12-23,25,main
תפ_12540-12-18,תפ_28744-03-21,30,main
תפ_31034-06-17,תפ_54132-03-21,25,main
תפ_17856-11-21,תפ_21813-09-16,65,main
תפ_48978-07-21,תפח_39094-05-12,35,main
תפ_17856-11-21,תפ_45228-07-16,30,main
תפ_37175-07-20,תפ_50330-07-18,62,main
תפ_1219-06-23,תפ_15710-09-21,40,main
תפ_49212-08-19,תפ_69941-03-23,5,main
תפ_1294-04-22,תפ_52964-03-22,65,main
תפ_27929-03-19,תפח_2690-09-19,25,main
תפ_4102-11-20,תפ_41694-03-20,35,main
תפ_41600-02-21,תפ_44862-06-20,25,main
תפ_18013-01-15,תפ_41694-03-20,55,main
תפ_21296-11-14,תפ_33420-12-20,15,main
תפ_1580-11-23,תפ_40983-10-20,18,main
תפ_21594-06-16,תפ_6904-12-14,65,main
תפ_18484-07-23,תפ_26702-01-23,20,main
תפ_22417-12-21,תפ_63355-02-23,30,main
תפ_34737-09-21,תפ_59422-07-14,15,main
תפ_69158-11-16,תפ_7626-04-20,45,main
תפ_5037-10-16,תפ_52479-01-18,35,main
תפ_54418-06-19,תפ_54432-02-17,30,main
תפ_4612-07-22,תפח_39587-07-21,20,main
תפ_17766-12-20,תפ_36698-12-18,25,main
תפ_46930-03-22,תפ_63953-01-24,18,main
תפ_13481-02-13,תפ_7108-02-16,35,main
תפ_40256-11-14,תפ_40999-01-21,0,main
תפ_18689-01-17,תפ_395-05-17,65,main
תפ_1106-03-18,תפ_57270-05-13,28,main
תפ_30575-03-20,תפ_371-10-15,25,main
תפ_12376-04-20,תפ_12411-02-21,40,main
תפ_14802-02-23,תפ_40082-02-22,35,main
תפ_54432-02-17,תפ_56149-01-15,25,main
תפ_51523-10-17,תפ_67356-12-21,35,main
תפ_20387-03-23,תפ_6431-05-13,35,main
תפ_63953-01-24,תפ_68389-07-20,25,main
תפ_13142-02-15,תפ_19384-05-16,45,main
תפ_33928-09-12,תפ_49212-08-19,5,main
תפ_26552-06-23,תפ_70111-03-23,18,main
תפ_27685-11-15,תפח_34398-05-11,25,main
תפ_16020-10-22,תפ_24044-06-22,30,main
תפ_41271-08-14,תפ_46930-03-22,35,main
תפ_21813-09-16,תפ_33342-01-14,85,main
תפ_55670-06-17,תפ_7467-12-20,65,main
תפ_15148-03-12,תפ_48057-03-21,20,main
תפ_13632-08-17,תפ_39500-07-20,38,main
תפ_12606-07-22,תפ_18039-10-21,72,main
תפ_38303-12-13,תפ_68389-07-20,35,main
תפ_41599-03-22,תפ_5275-07-21,10,main
תפ_33337-07-23,תפ_35473-12-21,55,main
תפ_27685-11-15,תפ_50998-03-23,25,main
תפ_38154-09-17,תפ_7108-02-16,75,main
תפ_41952-02-22,תפ_6832-11-23,38,main
תפ_1139-06-23,תפ_5275-07-21,18,main
תפ_26478-04-22,תפ_39500-07-20,35,main
תפ_10180-01-24,תפ_41762-12-20,25,main
תפ_4133-01-20,תפ_9785-12-15,55,main
תפ_45025-05-22,תפ_46916-07-22,60,main
תפ_1294-04-22,תפ_56328-06-22,55,main
תפ_45228-07-16,תפ_61452-02-16,18,main
תפ_55035-10-18,תפ_9873-02-17,10,main
תפ_2724-08-19,תפ_57914-10-13,20,main
תפ_23648-12-19,תפ_40922-11-15,38,main
תפ_18689-01-17,תפ_69980-11-20,30,main
תפ_34027-04-18,תפ_7544-11-16,10,main
תפ_12109-06-15,תפ_2144-04-21,20,main
תפ_57267-09-20,תפ_69980-11-20,35,main
תפ_39345-03-20,תפ_50556-08-17,45,main
תפ_10171-06-22,תפ_12615-11-21,75,main
תפ_36091-07-15,תפ_983-05-15,35,main
תפח_47805-04-13,תפח_4986-04-11,25,main
תפ_61452-02-16,תפח_5551-06-16,15,main
תפ_21813-09-16,תפ_35397-07-21,25,main
תפ_33928-09-12,תפ_53239-10-21,0,main
תפ_18689-01-17,תפ_41762-12-20,22,main
תפ_39998-08-15,תפ_57272-12-20,55,main
