verdict,domain,features_json
תפ_30575-03-20,weapon,"{""offense_number"": ""29, 144(ב), 244"", ""offense_type"": ""נשיאה והובלת נשק"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: שיבוש מהלכי משפט לפי סעיף 244 + 29 לחוק העונשין."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רובה מאולתר מסוג קרלו"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ו-3 כדורים"", ""storage_method"": ""- \""ברכב\""\n- \""על גופו\""\n- \""בבית\""\n- \""מוסלק-מוסתר\""\n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""הובלה ברכב, נשיאה גלויה, מסירה בין אנשים"", ""route"": ""מדיר חנא לסכנין לביתו של פואד אבו ריא"", ""offense_time"": ""21.2.20 בשעה 13:30"", ""vehicle_type"": ""מאזדה"", ""communication_means"": ""לא צוין"", ""arrest_method"": ""המשטרה הוזעקה למקום"", ""motive"": ""סכסוך קודם בין נאשם 2 לאמיר"", ""special_circumstances"": ""הנשק נורה בפועל על ידי אחר, ניסיון להעלים ראיות בזריקת הנשק לשדה"", ""accomplices"": ""נאשם 2, פואד אבו ריא, אמיר זבידה, אחרים שנכחו בבית"", ""weapon_disposal_method"": ""זריקת הנשק מעל גדר לשדה פתוח"", ""location_of_offense"": ""ביתו של פואד אבו ריא בסכנין"", ""threatening_behavior"": ""הוראה לאמיר לרדת מהרכב ולהיכנס לבית תחת איום בנשק""}"
תפ_30580-02-21,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""כן"", ""additional_offenses"": ""מרמה, עורמה ותחבולה בכוונה להתחמק ממס (סעיף 220(1) ו-(5) לפקודת מס הכנסה); איסור הלבנת הון (סעיף 3(א) לחוק איסור הלבנת הון)"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": null, ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_30617-02-22,weapon,"{""offense_number"": ""31, 40ד', 40ד'(א), 144(ב), 244, 245"", ""offense_type"": ""סיוע לנשיאה והובלת נשק ותחמושת, שיבוש מהלכי משפט, הדחה בחקירה"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן:  \n- שיבוש מהלכי משפט (שתי עבירות) לפי סעיף 244 לחוק העונשין  \n- הדחה בחקירה (שלוש עבירות) לפי סעיף 245 לחוק העונשין"", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח חצי אוטומטי"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית וכדורים תואמים (כמות מדויקת לא צוינה)"", ""storage_method"": ""על גופו, ברכב, סמוך לבית"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""המתנה סמוך לבית הקורבן וירי מטווח קצר"", ""route"": ""נסיעה ברכב מבית מגורי הנאשם לבית הקורבן בנתניה"", ""offense_time"": ""6.1.22, 19:50-21:00"", ""money_involved"": ""לא צוין"", ""communication_means"": ""הודעת טקסט, שיחה טלפונית"", ""arrest_method"": ""לא צוין"", ""motive"": ""סכסוך על קטנוע"", ""special_circumstances"": ""הנאשם ואחיו פעלו יחד, שימוש בקטנוע שבמחלוקת, פציעה קשה ומוות של אחד המעורבים"", ""victim_injury"": ""פצעי ירי, ניתוח ואשפוז"", ""fatality"": ""כן, אילן זכרוב נפטר מפצעיו"", ""accomplices"": ""אילן זכרוב ז\""ל"", ""obstruction_actions"": ""הנחיה להשמיד כרטיס סים, הנחיה למסור גרסה כוזבת, החבאת טלפון נייד""}"
תפ_30618-02-18,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""כן"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": ""[כמויות-קטנות]"", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[4.31-גרם, 5-גרם, קטנות-כמויות]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""הנאשם הורשע בסחר ותיווך בסם מסוג קנביס בכמויות של 4.31 גרם, 5 גרם וכמויות קטנות נוספות, וכן בסחר בסם מסוג חשיש בכמויות קטנות."", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""כן""}"
תפ_30643-03-18,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""36א(א), 36א(ב), 31(6)(א), 21(א)(1)"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""הדחת קטין לסמים, אלימות, שוד מזויין, שיבוש מהלכי משפט, החזקת סכין"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[239.87-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""הנאשם החזיק סם מסוכן מסוג קנבוס במשקל 239.87 גרם נטו, מחולק ל-22 שקיות. במהלך תקופת העבירות מכר סם מסוג קנבוס בכמויות שנעו בין 5 גרם ל-50 גרם."", ""laboratory"": ""כן"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_30669-04-15,weapon,"{""offense_number"": null, ""offense_type"": ""החזקת נשק"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת החזקת נשק שלא כדין."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית ובה 20 כדורים תואמים"", ""how_obtained"": ""\""רכש\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה 20 כדורים"", ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\"" (בסידור בתוך צידנית)"", ""planning"": ""לא"", ""purpose"": ""\""לא ברור\"""", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת נשק מוסלק בצידנית בסלון הבית"", ""location"": ""סלון ביתו של הנאשם בטירה"", ""date_of_offense"": ""15.4.2015"", ""means_of_acquisition"": ""הצעה מאלמוני מספר ימים לפני החיפוש"", ""motive"": ""סקרנות ואימפולסיביות"", ""prior_convictions"": ""אין"", ""arrest_method"": ""חיפוש בבית הנאשם"", ""marital_status"": ""נשוי כשנה וחצי"", ""education"": ""12 שנות לימוד"", ""employment"": ""נהג משאית ובעל עסק עצמאי בתחום השיפוצים"", ""acceptance_of_responsibility"": ""לקח אחריות על מעשיו"", ""family_reaction"": ""משפחת המוצא הביעה כעס ורואה את המעשה בחומרה"", ""willingness_for_treatment"": ""מוכן להשתלב בטיפול במסגרת השירות""}"
תפ_30678-02-22,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""החזקה של אגרופן או סכין (הרשעה קודמת)"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": ""[9.1568-גרם]"", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[1.80-גרם, 298.82-גרם]"", ""mdma"": ""[9.1568-גרם]"", ""cocaine"": """", ""drug_type_quantity_summary"": ""קנבוס במשקלים 1.80 גרם נטו ו-298.82 גרם נטו; MDMA ו-KETAMINE במשקל כולל של 9.1568 גרם נטו"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_3068-11-15,weapon,"{""offense_number"": ""144(ב), 340א, 452, 40ט(א), 40יא"", ""offense_type"": ""הובלת ונשיאת נשק, ירי באזור מגורים, היזק בזדון"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n- ירי באזור מגורים (סעיף 340א לחוק העונשין)\n- היזק בזדון (סעיף 452 לחוק העונשין)"", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""16 כדורי אקדח נוספים"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית עם 5 כדורים, 16 כדורי אקדח נוספים בכיס מכנסיו"", ""storage_method"": ""על גופו, בכיס מכנסיו (מוסלק-מוסתר)"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""ירי לאוויר ממרחק מטרים בודדים מהקיוסק, ניפוץ חלון באמצעות קת האקדח"", ""location"": ""קיוסק בבעלות מוחמד ג'רבאן, כפר ג'סר אל-זרקא"", ""time_of_offense"": ""16.10.15 בשעה 22:30"", ""damage_amount"": ""1,800 ₪"", ""threatening_statement"": ""אני אזיין את הבעלים של הבית קפה וכל מי שיושב פה"", ""distance_from_target"": ""מטרים בודדים מהקיוסק"", ""special_circumstances"": ""ביצוע העבירה בשעות הלילה, איום מילולי תוך כדי ביצוע העבירה"", ""motive"": ""סכסוך עם בעל הקיוסק"", ""apprehension_method"": ""לא מצוין בכתב האישום""}"
תפ_30684-06-21,weapon,"{""offense_number"": ""סעיף 144(ו)"", ""offense_type"": ""מעשה טרור של חבלה בכוונה מחמירה וחבלה במזיד ממניע של גזענות."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: התפרעות, ניסיון לתקיפת שוטר בנסיבות מחמירות, מעשה טרור של חבלה בכוונה מחמירה, חבלה במזיד ממניע של גזענות."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 1, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אבנים, מקלות, כלי עבודה של גינון"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""אין אזכור להחזקת נשק בפסק הדין."", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""יידוי אבנים, השלכת בקבוק תבערה, חבטות במקלות וכלי עבודה, בעיטות ואגרופים"", ""incident_route"": ""מהתפרעות בכיכר הכניסה לטמרה לכיכר השעון בטמרה"", ""incident_time"": ""12/5/21, במהלך מבצע שומר חומות"", ""attack_distance"": ""יידוי אבנים לעבר שוטרים מטווח 30-50 מטרים, תקיפת המתלונן מטווח קרוב"", ""victim_identity"": ""יהודי, תושב מצפה אביב"", ""victim_vehicle"": ""רכב עם מדבקות בעברית"", ""means_of_communication"": ""קריאות קולניות ('יהודי, יהודי')"", ""apprehension_method"": ""הנאשמים עזבו את המקום, זוהו והועמדו לדין לאחר מכן"", ""motive"": ""גזענות, סכסוך לאומני"", ""special_circumstances"": ""הנאשמים היו מתחת לגיל 21, נגררו אחרי אחרים, ללא עבר פלילי"", ""injury_details"": ""שברים בחוליות הגב, חתכים בראש, בירך ימין, ביד ובאזור הצלעות, שריטות, שטפי דם, סימני חבלה, אובדן שיניים"", ""property_damage"": ""ניפוץ שמשות הרכב, הרס הרכב, הצתת הרכב"", ""compensation_amount"": ""240,000 ₪"", ""reconciliation"": ""בוצעה סולחה, משפחות הנאשמים שילמו פיצוי, טיפול שיניים למתלונן מומן"", ""rescue_method"": ""תושבי טמרה הרחיקו את התוקפים, הזעיקו כוחות הצלה רפואיים"", ""expression_of_remorse"": ""הנאשמים הביעו חרטה והתנצלו בפני המתלונן""}"
תפ_30706-05-21,weapon,"{""offense_number"": ""29, 144(א), 144(ב), 275, 340א.ב.1, 340א.ב.2, 402(ב), 40יא"", ""offense_type"": ""שוד בנסיבות מחמירות, נשיאה והובלה של נשק, ירי מנשק חם, הפרעה לשוטר בשעת מילוי תפקידו."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן:\n- שוד בנסיבות מחמירות (סעיף 402(ב) + 29 לחוק העונשין)\n- ירי מנשק חם (סעיף 340א(ב)(1)+(2) + 29 לחוק)\n- הפרעה לשוטר בשעת מילוי תפקידו (סעיף 275 + 29 לחוק)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""תת מקלע מאולתר מסוג קרלו"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית וכדורים תואמים לתת המקלע (כמות מדויקת לא צוינה)"", ""storage_method"": ""- \""על גופו\""  \n- \""אחר\"" (הנשק הושלך במהלך המנוסה)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""כן-ירי""}"
תפ_30806-04-21,drugs,"{""section_6"": ""כן"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 10"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""לא"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": null, ""laboratory"": ""כן"", ""role"": ""בעל הסמים, בעל המעבדה"", ""sold_to_agent"": ""לא""}"
תפ_30913-02-21,drugs,"{""section_6"": ""לא"", ""section_7"": ""א, ג"", ""section_13"": ""לא"", ""section_14"": ""לא"", ""section_19"": ""לא"", ""other_drug_offense"": ""סעיף 36(א)"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""חילוט רכוש, פסילה על תנאי"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": ""30 ק\""ג"", ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": null, ""cocaine"": null, ""drug_type_quantity_summary"": ""חשיש, 30 ק\""ג, 36 חבילות"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""לא""}"
תפ_30966-07-22,weapon,"{""offense_number"": ""144(א), 144(ז), 39, 40ו, 40ז"", ""offense_type"": ""החזקת נשק, החזקת תחמושת ואביזר תחמושת"", ""additional_offenses"": ""העבירות הנוספות הן החזקת תחמושת ואביזר תחמושת לפי סעיף 144(א) סיפה לחוק העונשין."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""שתי מחסניות ריקות"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""שתי מחסניות ריקות, אין תחמושת"", ""storage_method"": ""ברכב, מוסלק-מוסתר (תחת מושב הרכב)"", ""planning"": ""לא"", ""purpose"": ""לא ברור"", ""weapon_use"": ""לא"", ""execution_method"": ""הסתרת נשק ברכב פרטי"", ""route"": ""מרמאללה לירושלים דרך מחסום חיזמא"", ""time_of_offense"": ""7.7.2022"", ""means_of_transport"": ""רכב פרטי"", ""accompanied_by"": ""אשתו וארבעת ילדיו"", ""location_of_seizure"": ""מחסום חיזמא"", ""concealment_location"": ""מתחת למושב בו ישבו ילדיו"", ""special_circumstances"": ""נשק הוסתר בסביבת ילדים קטינים""}"
תפ_30972-10-18,weapon,"{""offense_number"": ""144(ב2)"", ""offense_type"": ""ניסיון לעסקה בנשק"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: קשירת קשר לפשע (סעיף 499 לחוק העונשין), וכן בעבירות קודמות של הנאשם: הפרעה לשוטר במילוי תפקידו והצתת מבנה."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רובה מסוג M-16"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""אחר\"" (הנשק לא נמצא בפועל אצל הנאשם, אלא היה מדובר בניסיון לעסקה; הנשק לא הועבר ולא נתפס על גופו או בביתו של הנאשם)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא""}"
תפ_31007-07-16,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""כן"", ""section_14"": ""לא"", ""section_19"": ""א"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 12א(ג)(1) לחוק הכניסה לישראל - הסעה של תושב זר השוהה שלא כדין"", ""lsd"": """", ""methamphetamine"": """", ""ayahuasca"": """", ""cathinone"": """", ""ketamine"": """", ""hashish"": """", ""methylmethcathinone"": """", ""cannabis_plants"": """", ""cannabis"": ""[50.52-גרם, 30.47-גרם, 40.12-גרם]"", ""mdma"": """", ""cocaine"": """", ""drug_type_quantity_summary"": ""קנבוס במשקל 50.52 גרם נטו, 30.47 גרם נטו, 40.12 גרם נטו"", ""laboratory"": ""לא"", ""role"": ""בעל הסמים"", ""sold_to_agent"": ""כן""}"
תפ_31034-06-17,weapon,"{""offense_number"": ""144(ב)"", ""offense_type"": ""נשיאת נשק"", ""additional_offenses"": ""בעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:  \nבעברית:"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית אחת ובתוכה כדור אחד לנשק"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובתוכה כדור אחד"", ""storage_method"": ""- \""מוסלק-מוסתר\""\n- \""על גופו\"""", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת הנשק בתיק על הגב"", ""location"": ""אזור מגורים בבענה"", ""time_of_offense"": ""20:10"", ""date_of_offense"": ""29.5.17"", ""apprehension_method"": ""הנאשם נעצר כשהחזיק את התיק"", ""special_circumstances"": ""הנאשם טען כי התיק נזרק עליו ופתח אותו"", ""emotional_state"": ""נלחץ ולא ידע מה לעשות"", ""duration_of_possession"": ""הסתובב כמה דקות עם התיק""}"
תפ_31087-09-14,weapon,"{""offense_number"": ""סעיפים 29, 40ב', 40ט', 71(ה), 71ד, 74, 338(א)(3), 413ה"", ""offense_type"": ""הצתה ברכב (חבלה במזיד ברכב) ומעשי פזיזות ורשלנות."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:  \n- חבלה במזיד ברכב (סעיף 413ה + סעיף 29 לחוק העונשין)  \n- מעשי פזיזות ורשלנות (סעיף 338 (א)(3) + סעיף 29 לחוק העונשין)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 1, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""בקבוק בנזין עם פיסת בד"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""אין אזכור להחזקת נשק בפסק הדין."", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא""}"
תפ_31216-01-22,weapon,"{""offense_number"": ""25, 144(ב2), 152, 274(1), 274(2), 274(3), 338(א)(3)"", ""offense_type"": ""התפרעות, ניסיון תקיפת שוטר, ייצור נשק."", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן:\n- התפרעות (סעיף 152 לחוק העונשין)\n- פזיזות ורשלנות (סעיף 338(א)(3))\n- ניסיון תקיפת שוטר בנסיבות מחמירות (סעיפים 274(1), 274(2), 274(3) בצירוף סעיף 25 לחוק)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": ""מספר בקבוקי תבערה לא מדויק, אך יוצרו מספר בקבוקי תבערה"", ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אבנים וזיקוקים"", ""how_obtained"": ""ייצר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בבית\""  \n- \""סמוך לבית\""  \n- \""אחר\"" (הנשק הוא בקבוקי תבערה שהוכנו בבית הספר במחנה הפליטים)"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""אחר""}"
תפ_31218-10-14,weapon,"{""offense_number"": ""סעיף 144 (א), סעיף 329(5), סעיף 40יא"", ""offense_type"": ""החזקת נשק (רימון הלם)"", ""additional_offenses"": ""יש עבירה נוספת: הנחת חומר נפץ שלא כדין (סעיף 329(5) לחוק העונשין)."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רימון יד הלם/סינוור M7290"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""על גופו\""  \n- \""סמוך לבית\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""השלכת רימון לעבר מרפסת"", ""time_of_offense"": ""02:45 בלילה"", ""location"": ""סמוך לבית ד\""ר אמון חסן, דיר אל אסד"", ""means_of_activation"": ""שחרור נצרה"", ""result"": ""פיצוץ רימון וגרימת קול נפץ עז"", ""victim_awareness"": ""המתלונן ושכנו התעוררו מהפיצוץ"", ""weapon_serial_number"": ""E386201"", ""weapon_color"": ""שחור עם פס כתוב"", ""special_circumstances"": ""בוצע בשעת לילה מאוחרת""}"
