verdict_1,verdict_2,domain,similarity_score,source_batch
תפ_54460-03-21,תפ_59488-11-21,weapon,25,main
תפ_41832-08-24,תפ_52848-09-22,weapon,30,main
תפ_20451-09-20,תפ_66893-12-21,weapon,30,main
תפ_22642-11-23,תפ_6832-11-23,weapon,25,main
תפ_35227-05-17,תפח_30145-08-13,weapon,55,main
תפ_24420-01-20,תפ_38687-04-20,weapon,85,main
תפ_12109-06-15,תפ_39998-08-15,weapon,70,main
תפ_22338-06-09,תפ_31862-05-13,weapon,45,main
תפ_2144-04-21,תפ_39345-03-20,weapon,30,main
תפ_22971-02-22,תפ_28845-04-22,weapon,38,main
תפ_7735-04-19,תפ_9264-02-21,weapon,68,main
תפ_19384-05-16,תפ_59067-10-21,weapon,40,main
תפ_44620-01-22,תפ_61452-02-16,weapon,65,main
תפ_13365-08-13,תפ_48352-05-15,drugs,25,main
תפ_29898-02-14,תפ_38303-12-13,weapon,35,main
תפ_19272-12-19,תפ_61106-05-20,weapon,80,main
תפ_14044-03-20,תפ_51828-02-14,weapon,55,main
תפ_18039-10-21,תפ_50474-09-22,weapon,18,main
תפ_21971-07-18,תפ_23648-12-19,weapon,55,main
תפ_43844-05-15,תפ_60581-11-15,weapon,30,main
תפ_52145-01-20,תפ_52165-12-17,drugs,75,main
תפ_52789-09-22,תפ_57001-11-21,weapon,55,main
תפ_18846-06-20,תפ_62573-05-18,drugs,45,main
תפ_50716-11-19,תפ_66893-12-21,weapon,18,main
תפ_38193-11-23,תפ_41830-12-21,weapon,55,main
תפ_44840-06-16,תפ_5037-10-16,weapon,35,main
תפ_41600-02-21,תפח_5551-06-16,weapon,35,main
תפ_32907-12-20,תפ_34242-02-16,weapon,85,main
תפ_48978-07-21,תפח_54962-08-15,weapon,40,main
תפ_11789-12-16,תפח_12074-08-16,weapon,20,main
תפ_11734-06-22,תפ_30433-06-22,weapon,22,main
תפ_11701-02-20,תפ_25806-05-22,drugs,25,main
תפ_51523-10-17,תפ_61452-12-22,weapon,5,main
תפ_40063-03-18,תפ_47474-01-14,drugs,68,main
תפ_3068-11-15,תפ_41276-06-17,weapon,28,main
תפ_34669-01-23,תפ_46737-07-22,weapon,45,main
תפ_20387-03-23,תפ_48057-03-21,weapon,20,main
תפ_23537-02-14,תפ_70166-03-23,weapon,35,main
תפ_17715-07-18,תפ_9228-05-21,drugs,35,main
תפ_52091-02-20,תפ_64689-11-15,weapon,65,main
תפ_30003-03-22,תפ_42613-02-23,weapon,18,main
תפ_25546-11-23,תפ_45561-07-21,weapon,45,main
תפ_63084-07-21,תפ_63953-01-24,weapon,35,main
תפ_1580-11-23,תפ_26417-03-17,weapon,18,main
תפ_35202-10-15,תפ_62794-11-21,drugs,65,main
תפ_34694-09-21,תפ_40932-03-18,weapon,45,main
תפ_4475-11-18,תפ_54432-02-17,weapon,55,main
תפ_57267-09-20,תפח_56363-07-20,weapon,10,main
תפ_20477-02-20,תפ_983-05-15,weapon,35,main
תפ_40922-11-15,תפ_61299-12-19,weapon,25,main
תפ_41052-11-19,תפ_59804-01-17,weapon,35,main
תפ_32907-12-20,תפ_6153-02-21,weapon,68,main
תפ_46737-07-22,תפ_48057-03-21,weapon,65,main
תפ_189-01-16,תפ_4102-11-20,weapon,35,main
תפ_18397-02-16,תפ_3295-04-18,weapon,85,main
תפ_13995-12-22,תפ_35397-07-21,weapon,35,main
תפ_27625-02-21,תפ_49734-12-22,weapon,25,main
תפ_24895-03-20,תפ_45055-01-22,drugs,35,main
תפ_26478-04-22,תפ_69777-03-23,weapon,40,main
תפ_39808-05-23,תפ_52390-06-19,weapon,25,main
תפ_63953-01-24,תפ_8008-07-19,weapon,60,main
תפ_30327-02-21,תפ_44169-08-22,weapon,18,main
תפ_16520-01-18,תפ_34737-09-21,weapon,70,main
תפ_13481-02-13,תפ_69158-11-16,weapon,18,main
תפ_30433-06-22,תפ_39792-12-21,weapon,35,main
תפ_11220-12-18,תפ_39214-12-15,drugs,38,main
תפ_13270-02-20,תפ_46108-06-20,weapon,25,main
תפ_16097-08-21,תפ_52504-10-20,drugs,65,main
תפ_41242-02-17,תפ_6514-03-23,weapon,55,main
תפ_15747-08-22,תפ_1990-11-22,drugs,45,main
תפ_6153-02-21,תפ_9785-12-15,weapon,65,main
תפ_21296-11-14,תפ_2724-08-19,weapon,35,main
תפ_54432-02-17,תפ_64689-11-15,weapon,75,main
תפ_30340-08-20,תפ_4248-06-16,weapon,35,main
תפ_41830-12-21,תפ_72283-01-23,weapon,40,main
תפ_1294-04-22,תפ_69945-03-23,weapon,18,main
תפ_17916-05-19,תפח_34802-06-19,weapon,35,main
תפ_1589-02-16,תפ_61452-12-22,weapon,68,main
תפ_14963-02-23,תפ_6659-02-21,drugs,65,main
תפ_17856-11-21,תפ_26478-04-22,weapon,45,main
תפ_28787-04-22,תפ_6904-12-14,weapon,45,main
תפ_41271-08-14,תפ_44862-06-20,weapon,5,main
תפ_33420-12-20,תפ_41830-12-21,weapon,85,main
תפ_21459-01-16,תפ_46930-03-22,weapon,35,main
תפ_12158-04-23,תפ_55035-10-18,weapon,40,main
תפ_53669-03-22,תפ_7089-08-23,weapon,35,main
תפ_1178-06-21,תפ_30350-12-20,weapon,45,main
תפ_11104-07-19,תפ_22297-11-20,weapon,10,main
תפ_13995-12-22,תפ_16753-02-22,weapon,45,main
תפ_13749-03-17,תפ_52785-01-20,drugs,25,main
תפ_3451-02-14,תפ_39345-03-20,weapon,65,main
תפ_14578-04-19,תפ_54327-08-20,drugs,55,main
תפ_27277-01-15,תפ_69980-11-20,weapon,55,main
תפ_40932-03-18,תפ_61452-02-16,weapon,20,main
תפ_19827-06-15,תפ_23282-05-17,drugs,20,main
תפ_34561-01-23,תפ_3750-08-20,drugs,85,main
תפ_51971-12-21,תפח_39094-05-12,weapon,85,main
תפ_17057-08-20,תפ_40983-10-20,weapon,0,main
תפ_10810-11-20,תפ_50359-08-19,drugs,55,main
תפ_13142-02-15,תפ_45971-11-13,weapon,20,main
תפ_19908-10-21,תפ_58524-11-19,weapon,70,main
תפ_14963-02-23,תפ_22021-09-22,drugs,70,main
תפ_17677-04-17,תפ_31736-06-21,drugs,35,main
תפ_31425-08-20,תפ_3667-07-15,drugs,75,main
תפ_19759-07-21,תפ_57914-10-13,weapon,55,main
תפ_30617-02-22,תפ_69945-03-23,weapon,15,main
תפ_23872-02-19,תפ_63155-05-23,weapon,55,main
תפ_34737-09-21,תפ_6431-05-13,weapon,28,main
תפ_10316-06-13,תפ_60842-12-14,drugs,40,main
תפ_40932-03-18,תפ_45597-11-14,weapon,20,main
תפ_41242-02-17,תפ_4795-12-17,weapon,20,main
תפ_28544-01-21,תפ_58723-03-16,drugs,45,main
תפ_28744-03-21,תפ_9179-04-16,weapon,35,main
תפ_4338-04-13,תפ_45025-05-22,weapon,35,main
תפ_72132-02-19,תפ_9109-02-16,drugs,62,main
תפ_25639-03-21,תפ_32882-09-21,weapon,80,main
תפ_42734-08-23,תפ_44427-10-18,drugs,25,main
תפ_34344-01-15,תפ_43844-05-15,weapon,25,main
תפ_3531-12-13,תפ_63505-01-17,weapon,70,main
תפ_13-05-32,תפ_56149-01-15,weapon,28,main
תפ_33439-01-21,תפ_52205-06-22,drugs,15,main
תפ_17474-08-14,תפ_18013-01-15,weapon,65,main
תפ_27330-02-19,תפ_3772-01-16,weapon,15,main
תפ_14044-03-20,תפ_7735-04-19,weapon,35,main
תפ_4413-05-13,תפ_56878-01-14,drugs,30,main
תפ_27961-04-18,תפ_54543-06-21,drugs,90,main
תפ_27780-05-15,תפ_51199-04-23,weapon,65,main
תפ_15744-02-20,תפ_17856-06-17,weapon,30,main
תפ_38687-04-20,תפ_66893-12-21,weapon,35,main
תפ_34561-01-23,תפ_52785-01-20,drugs,65,main
תפ_16161-04-21,תפ_53377-09-22,weapon,98,main
תפ_11734-06-22,תפ_35488-11-23,weapon,75,main
תפ_24239-05-17,תפ_33666-05-15,drugs,65,main
תפ_52165-12-17,תפ_8633-04-15,drugs,30,main
תפ_30015-07-16,תפ_59488-11-21,weapon,55,main
תפ_17856-11-21,תפ_18912-06-23,weapon,40,main
תפ_52790-03-18,תפ_53496-03-18,weapon,10,main
תפ_33009-05-16,תפ_45456-12-21,weapon,35,main
תפ_19759-07-21,תפ_7467-12-20,weapon,35,main
תפ_36982-03-18,תפ_37104-06-22,weapon,10,main
תפ_10108-11-21,תפ_11370-07-16,drugs,30,main
תפ_30538-02-19,תפ_36422-07-13,drugs,65,main
תפ_1219-06-23,תפ_26702-01-23,weapon,80,main
תפ_39568-06-21,תפ_66982-09-16,drugs,85,main
תפ_3667-07-15,תפ_46967-02-21,drugs,30,main
תפ_20770-11-22,תפ_6904-12-14,weapon,25,main
תפ_64581-08-23,תפ_8188-06-23,weapon,35,main
תפ_27929-03-19,תפ_28889-07-14,weapon,18,main
תפ_30340-08-20,תפ_4133-01-20,weapon,35,main
תפ_23075-10-23,תפ_29620-01-23,weapon,78,main
תפ_12158-04-23,תפ_60484-03-22,weapon,35,main
תפ_15392-04-17,תפ_8444-04-23,drugs,35,main
תפ_13153-08-15,תפ_34526-06-18,weapon,38,main
תפח_52360-06-20,תפח_53498-02-20,weapon,15,main
תפ_27929-03-19,תפ_66319-05-20,weapon,25,main
תפ_19019-10-16,תפ_31034-06-17,weapon,18,main
תפ_51306-12-18,תפ_61452-02-16,weapon,25,main
תפ_32775-09-23,תפ_7196-03-21,weapon,62,main
תפ_15148-03-12,תפ_57965-03-15,weapon,25,main
תפ_26762-06-14,תפ_9804-01-24,drugs,15,main
תפ_45456-12-21,תפ_50556-08-17,weapon,35,main
תפ_42697-05-18,תפ_49734-12-22,weapon,65,main
תפ_48978-07-21,תפ_60429-12-21,weapon,38,main
תפ_50487-06-22,תפ_56149-01-15,weapon,25,main
תפ_395-05-17,תפ_41967-08-17,weapon,35,main
תפ_30003-03-22,תפ_38883-05-22,weapon,35,main
תפ_10896-06-20,תפ_44840-06-16,weapon,55,main
תפ_16651-01-24,תפ_25624-03-22,weapon,75,main
תפ_17860-01-19,תפ_61299-12-19,weapon,10,main
תפ_31034-06-17,תפ_45971-11-13,weapon,45,main
תפ_11701-02-20,תפ_8203-05-23,drugs,60,main
תפ_58027-12-21,תפ_59464-09-23,weapon,25,main
תפ_11217-09-21,תפ_39424-11-22,drugs,45,main
תפ_19130-12-21,תפח_40250-06-21,weapon,65,main
תפ_17474-08-14,תפ_45095-05-15,weapon,55,main
תפ_39424-11-22,תפ_6749-09-22,drugs,65,main
תפ_27625-02-21,תפ_57283-05-21,weapon,40,main
תפ_16753-02-22,תפ_22417-12-21,weapon,10,main
תפ_52322-10-23,תפ_59464-09-23,weapon,35,main
תפ_19610-08-21,תפ_41830-12-21,weapon,10,main
תפ_14963-02-23,תפ_66982-09-16,drugs,45,main
תפ_39345-03-20,תפ_9873-02-17,weapon,35,main
תפ_4612-07-22,תפ_6852-03-21,weapon,68,main
תפ_46550-12-16,תפ_52091-02-20,weapon,38,main
תפ_51471-12-21,תפ_67356-12-21,weapon,72,main
תפ_1197-11-21,תפ_41189-09-15,drugs,15,main
תפ_45971-11-13,תפ_63355-02-23,weapon,20,main
תפ_11701-02-20,תפ_71059-03-19,drugs,65,main
תפ_29529-07-20,תפ_40634-03-20,weapon,55,main
תפ_9873-02-17,תפח_2690-09-19,weapon,55,main
תפ_66310-07-17,תפ_67356-12-21,weapon,35,main
תפ_10838-04-23,תפ_69777-03-23,weapon,68,main
תפ_24551-06-22,תפ_59274-02-22,drugs,45,main
תפ_2330-02-20,תפ_39589-07-13,drugs,25,main
תפ_12158-04-23,תפ_70111-03-23,weapon,35,main
תפ_12606-07-22,תפ_45561-07-21,weapon,18,main
תפ_24822-01-21,תפח_47805-04-13,weapon,30,main
תפ_16541-01-21,תפ_61841-07-22,weapon,35,main
תפ_48905-12-20,תפח_53698-03-17,weapon,38,main
תפ_16760-09-22,תפ_73275-01-23,weapon,35,main
תפ_4459-03-24,תפ_51663-11-23,weapon,18,main
תפ_17260-12-23,תפח_55639-05-17,weapon,28,main
תפ_24350-06-23,תפ_30350-12-20,weapon,18,main
תפ_13632-08-17,תפ_3772-01-16,weapon,35,main
תפ_32882-09-21,תפ_38687-04-20,weapon,45,main
תפ_13632-08-17,תפ_16651-01-24,weapon,55,main
תפ_12035-06-20,תפ_31249-06-14,weapon,35,main
תפ_45456-12-21,תפ_58774-07-22,weapon,30,main
תפ_35227-05-17,תפ_41952-02-22,weapon,20,main
תפ_1118-10-18,תפ_31249-06-14,weapon,85,main
תפ_41952-02-22,תפ_6153-02-21,weapon,55,main
תפ_40639-10-17,תפ_62573-05-18,drugs,38,main
תפ_64941-05-17,תפ_69980-11-20,weapon,55,main
תפ_21059-03-16,תפ_57910-06-24,drugs,20,main
תפ_21503-07-23,תפ_33439-01-21,drugs,75,main
תפ_52390-06-19,תפ_61299-12-19,weapon,28,main
תפ_17277-05-20,תפ_54460-03-21,weapon,25,main
תפ_46930-03-22,תפ_60429-12-21,weapon,25,main
תפ_1178-06-21,תפ_52322-10-23,weapon,25,main
תפ_1197-11-21,תפ_66982-09-16,drugs,70,main
תפ_37495-01-20,תפ_54327-08-20,drugs,85,main
תפ_39727-12-20,תפ_7053-03-21,weapon,45,main
תפ_18957-11-20,תפ_8188-06-23,weapon,45,main
תפ_31425-08-20,תפ_40650-03-22,drugs,25,main
תפ_24350-06-23,תפ_30966-07-22,weapon,40,main
תפ_44157-08-16,תפ_9179-04-16,weapon,55,main
תפ_30433-06-22,תפ_41242-02-17,weapon,65,main
תפ_1118-10-18,תפ_808-06-16,weapon,35,main
תפ_1139-06-23,תפ_1363-04-22,weapon,72,main
תפ_34960-10-19,תפ_9228-05-21,drugs,40,main
תפ_1197-11-21,תפ_45433-09-17,drugs,68,main
תפ_1847-05-14,תפ_57220-05-15,weapon,0,main
תפ_18039-10-21,תפ_25624-03-22,weapon,30,main
תפ_24215-06-13,תפ_54607-07-19,weapon,35,main
תפ_30013-04-21,תפ_44501-11-16,drugs,42,main
תפ_22417-12-21,תפ_36287-01-22,weapon,65,main
תפ_21471-09-22,תפ_40650-03-22,drugs,30,main
תפ_41775-01-11,תפ_9785-12-15,weapon,55,main
תפ_11843-03-20,תפ_47284-06-18,weapon,35,main
תפ_4612-07-22,תפ_51663-11-23,weapon,20,main
תפ_36091-07-15,תפ_59812-02-16,weapon,25,main
תפ_24044-06-22,תפ_33420-12-20,weapon,45,main
תפ_12035-06-20,תפ_56900-11-18,weapon,35,main
תפ_58626-07-22,תפח_15217-03-19,weapon,35,main
תפ_48057-03-21,תפ_53239-10-21,weapon,65,main
תפ_14802-02-23,תפ_23992-11-21,weapon,35,main
תפ_16779-09-22,תפ_17701-07-21,weapon,5,main
תפח_15217-03-19,תפח_52360-06-20,weapon,35,main
תפ_24896-04-20,תפ_66310-07-17,weapon,40,main
תפ_13154-01-18,תפ_58511-01-20,weapon,15,main
תפ_15842-11-20,תפ_66310-07-17,weapon,65,main
תפ_29529-07-20,תפ_41754-05-22,weapon,45,main
תפ_2724-08-19,תפ_51306-12-18,weapon,75,main
תפ_39998-08-15,תפ_6153-02-21,weapon,55,main
תפ_40922-11-15,תפ_56739-09-20,weapon,30,main
תפ_47640-06-18,תפ_6270-11-19,drugs,45,main
תפ_23749-12-19,תפ_49212-08-19,weapon,35,main
תפ_34669-01-23,תפ_58774-07-22,weapon,25,main
תפ_51306-12-18,תפח_52360-06-20,weapon,25,main
תפ_4459-03-24,תפ_52322-10-23,weapon,25,main
תפ_10180-01-24,תפ_4612-07-22,weapon,18,main
תפ_11789-12-16,תפ_48905-12-20,weapon,25,main
תפ_27780-05-15,תפ_33420-12-20,weapon,35,main
תפ_52165-12-17,תפ_7027-07-19,drugs,10,main
תפ_51523-10-17,תפ_57283-05-21,weapon,0,main
תפ_41339-06-20,תפ_54327-08-20,drugs,85,main
תפ_10896-06-20,תפ_52322-10-23,weapon,22,main
תפ_21471-09-22,תפ_30278-05-12,drugs,35,main
תפ_24361-06-21,תפ_57283-05-21,weapon,65,main
תפ_30433-06-22,תפח_4986-04-11,weapon,25,main
תפ_56762-03-21,תפ_61158-05-20,weapon,25,main
תפ_1057-05-15,תפ_47757-02-18,drugs,20,main
תפ_63303-06-22,תפ_70450-03-23,weapon,35,main
תפ_26036-08-21,תפ_46379-02-21,weapon,20,main
תפ_23142-09-14,תפ_47474-01-14,drugs,15,main
תפ_13471-01-22,תפ_69777-03-23,weapon,38,main
תפ_15710-09-21,תפ_16760-09-22,weapon,30,main
תפ_15842-11-20,תפ_31661-09-17,weapon,20,main
תפ_16779-09-22,תפ_29620-01-23,weapon,25,main
תפ_14963-02-23,תפ_4632-02-22,drugs,30,main
תפ_229-08-16,תפ_36381-05-15,weapon,70,main
תפ_14115-07-19,תפ_40536-10-20,weapon,28,main
תפ_20770-11-22,תפ_55664-02-14,weapon,10,main
תפ_14944-08-18,תפ_60803-01-19,drugs,35,main
תפ_35473-12-21,תפ_42118-11-23,weapon,35,main
תפ_1178-06-21,תפ_51663-11-23,weapon,20,main
תפ_55287-10-23,תפ_8633-04-15,drugs,75,main
תפ_19642-04-18,תפ_72146-11-20,weapon,25,main
תפ_27929-03-19,תפ_57996-05-20,weapon,55,main
תפ_21594-06-16,תפ_29529-07-20,weapon,25,main
תפ_43844-05-15,תפ_52479-01-18,weapon,65,main
תפ_22417-12-21,תפח_54962-08-15,weapon,65,main
תפ_40450-09-15,תפ_60765-03-22,weapon,72,main
תפ_37364-07-15,תפ_46039-04-17,drugs,85,main
תפ_12158-04-23,תפ_33009-05-16,weapon,25,main
תפ_19835-04-13,תפ_27330-02-19,weapon,35,main
תפ_12158-04-23,תפ_51471-12-21,weapon,40,main
תפ_50330-07-18,תפ_50556-08-17,weapon,60,main
תפ_32907-12-20,תפ_40536-10-20,weapon,85,main
תפ_16779-09-22,תפ_3884-10-23,weapon,25,main
תפ_38883-05-22,תפ_63303-06-22,weapon,35,main
תפ_3384-12-23,תפ_9264-02-21,weapon,68,main
תפ_23537-02-14,תפ_63355-02-23,weapon,10,main
תפ_13373-10-23,תפ_48983-06-18,drugs,85,main
תפ_10938-11-23,תפ_38883-05-22,weapon,35,main
תפ_30015-07-16,תפ_950-09-17,weapon,10,main
תפ_36287-01-22,תפ_59488-11-21,weapon,55,main
תפ_16651-01-24,תפח_31041-04-13,weapon,70,main
תפ_25835-05-18,תפ_35074-05-17,drugs,35,main
תפ_45480-02-19,תפ_824-06-17,drugs,82,main
תפ_43338-05-16,תפ_950-09-17,weapon,65,main
תפ_24215-06-13,תפ_49212-08-19,weapon,35,main
תפ_35431-03-21,תפ_8333-11-20,weapon,25,main
תפ_18210-05-23,תפ_23253-12-15,weapon,65,main
תפ_40922-11-15,תפ_52479-01-18,weapon,20,main
תפ_34669-01-23,תפ_6968-02-22,weapon,35,main
תפ_1178-06-21,תפ_38193-11-23,weapon,70,main
תפ_3503-09-20,תפ_3593-09-21,drugs,90,main
תפ_28615-01-22,תפ_34787-05-20,drugs,20,main
תפ_1631-01-22,תפ_45456-12-21,weapon,10,main
תפ_28100-07-20,תפח_34398-05-11,weapon,0,main
תפ_41276-06-17,תפ_42991-05-16,weapon,15,main
תפ_38687-04-20,תפ_5013-12,weapon,85,main
תפ_28845-04-22,תפ_47276-02-22,weapon,22,main
תפ_31425-08-20,תפ_52504-10-20,drugs,55,main
תפ_16779-09-22,תפ_18327-09-22,weapon,55,main
תפ_39214-12-15,תפ_70374-11-20,drugs,35,main
תפ_16541-01-21,תפ_44962-08-23,weapon,18,main
תפ_18397-02-16,תפ_30015-07-16,weapon,18,main
תפ_23282-05-17,תפ_52145-01-20,drugs,10,main
תפ_13632-08-17,תפ_28787-04-22,weapon,85,main
תפ_1106-03-18,תפ_17856-11-21,weapon,28,main
תפ_4488-05-22,תפ_73906-12-20,drugs,75,main
תפ_20767-09-16,תפ_28736-03-20,drugs,65,main
תפ_31862-05-13,תפ_51828-02-14,weapon,35,main
תפ_17916-05-19,תפ_30433-06-22,weapon,35,main
תפ_1580-11-23,תפ_40118-06-21,weapon,65,main
תפ_15135-09-21,תפ_60429-12-21,weapon,25,main
תפ_21471-09-22,תפ_33541-02-20,drugs,35,main
תפ_1108-05-15,תפ_28246-06-21,weapon,70,main
תפ_20068-10-22,תפ_48176-01-22,weapon,25,main
תפ_2144-04-21,תפ_28991-04-22,weapon,35,main
תפ_70062-03-23,תפח_17033-01-22,weapon,85,main
תפ_3772-01-16,תפ_53496-03-18,weapon,40,main
תפ_29898-02-14,תפ_5013-12,weapon,5,main
תפ_18912-06-23,תפ_34344-01-15,weapon,60,main
תפ_1641-04-19,תפ_27780-05-15,weapon,10,main
תפ_17655-10-22,תפ_47284-06-18,weapon,35,main
תפ_2058-09-17,תפ_26702-01-23,weapon,18,main
תפ_13177-04-21,תפ_17766-12-20,weapon,25,main
תפ_35227-05-17,תפ_49734-12-22,weapon,25,main
תפ_19759-07-21,תפ_35843-03-22,weapon,35,main
תפ_46250-11-21,תפ_51663-11-23,weapon,10,main
תפ_13-02-14,תפ_57498-03-19,weapon,60,main
תפ_54132-03-21,תפ_66319-05-20,weapon,25,main
תפ_13153-08-15,תפ_43844-05-15,weapon,20,main
תפ_18912-06-23,תפ_6985-07-22,weapon,25,main
תפ_14115-07-19,תפ_61841-07-22,weapon,35,main
תפ_50626-09-22,תפ_66319-05-20,weapon,20,main
תפ_12143-06-20,תפ_16540-08-21,drugs,25,main
תפ_1118-10-18,תפ_19821-02-17,weapon,75,main
תפ_14044-03-20,תפ_65646-12-23,weapon,68,main
תפ_22417-12-21,תפ_70166-03-23,weapon,35,main
תפ_51209-04-23,תפ_70450-03-23,weapon,10,main
תפ_13-05-32,תפ_3013-04-18,weapon,35,main
תפ_10650-11-21,תפ_25624-03-22,weapon,65,main
תפ_24548-06-13,תפ_8008-07-19,weapon,5,main
תפ_13177-04-21,תפ_21813-09-16,weapon,18,main
תפח_15217-03-19,תפח_866-07-14,weapon,35,main
תפ_52479-01-18,תפ_61158-05-20,weapon,40,main
תפ_44380-08-16,תפ_69158-11-16,weapon,55,main
תפ_40922-11-15,תפ_41271-08-14,weapon,70,main
תפ_12376-04-20,תפ_34526-06-18,weapon,25,main
תפ_13113-07-22,תפ_24895-03-20,drugs,10,main
תפ_33439-01-21,תפ_42653-08-23,drugs,35,main
תפח_31041-04-13,תפח_51122-01-13,weapon,18,main
תפ_5037-10-16,תפ_61452-02-16,weapon,18,main
תפ_3068-11-15,תפח_54962-08-15,weapon,35,main
תפ_40313-09-15,תפ_45713-07-17,weapon,55,main
תפ_13177-04-21,תפ_21971-07-18,weapon,75,main
תפ_39424-11-22,תפ_52145-01-20,drugs,35,main
תפ_29529-07-20,תפ_60765-03-22,weapon,45,main
תפ_29620-01-23,תפ_45025-05-22,weapon,25,main
תפ_1338-12-20,תפ_33898-01-22,drugs,65,main
תפ_33420-12-20,תפ_63303-06-22,weapon,45,main
תפ_53377-09-22,תפ_74740-06-20,weapon,25,main
תפ_12606-07-22,תפ_30966-07-22,weapon,15,main
תפ_21503-07-23,תפ_36422-07-13,drugs,20,main
תפ_52790-03-18,תפ_53539-11-17,weapon,15,main
תפ_18689-01-17,תפ_39345-03-20,weapon,5,main
תפ_39034-01-18,תפ_6659-02-21,drugs,60,main
תפ_33439-01-21,תפ_70374-11-20,drugs,45,main
תפ_33009-05-16,תפ_51471-12-21,weapon,55,main
תפ_31498-01-16,תפ_48057-03-21,weapon,65,main
ת_פ_24817-06-10,תפ_44862-06-20,weapon,35,main
תפ_30966-07-22,תפ_47348-11-21,weapon,85,main
תפ_56900-11-18,תפ_9179-04-16,weapon,35,main
תפ_10171-06-22,תפ_31935-12-21,weapon,30,main
תפ_39998-08-15,תפ_7544-11-16,weapon,25,main
תפ_3910-02-23,תפ_41952-02-22,weapon,60,main
תפ_42987-06-16,תפ_7467-12-20,weapon,10,main
תפ_39500-07-20,תפ_41600-02-21,weapon,68,main
תפ_39727-12-20,תפ_42291-02-16,weapon,18,main
תפ_55035-10-18,תפ_58505-11-19,weapon,35,main
תפ_45874-03-19,תפ_5649-09-21,drugs,20,main
תפ_48057-03-21,תפ_6832-11-23,weapon,18,main
תפ_3256-16,תפ_59329-02-18,drugs,65,main
תפ_182-11-12,תפ_40898-11-19,weapon,65,main
תפ_16097-08-21,תפ_34353-03-17,drugs,55,main
תפ_14553-12-23,תפ_62573-05-18,drugs,30,main
תפ_33337-07-23,תפ_56328-06-22,weapon,30,main
תפ_2077-10-23,תפ_23075-10-23,weapon,68,main
תפ_12130-05-22,תפ_41189-09-15,drugs,20,main
תפ_2802-11-19,תפ_49293-04-21,drugs,65,main
תפ_39500-07-20,תפ_4102-11-20,weapon,65,main
תפ_16161-04-21,תפ_37722-09-23,weapon,10,main
תפ_23992-11-21,תפ_40082-02-22,weapon,35,main
תפ_40450-09-15,תפ_53539-11-17,weapon,30,main
תפ_12122-04-13,תפ_36728-06-18,weapon,32,main
תפ_59488-11-21,תפ_70166-03-23,weapon,65,main
תפ_12194-06-23,תפ_20652-08-24,drugs,40,main
תפ_46638-05-22,תפח_4986-04-11,weapon,0,main
תפ_18557-10-21,תפ_63953-01-24,weapon,25,main
תפ_25624-03-22,תפח_52360-06-20,weapon,18,main
תפ_53496-03-18,תפ_57996-05-20,weapon,35,main
תפ_27986-11-22,תפ_35397-07-21,weapon,65,main
תפח_17033-01-22,תפח_2606-05-16,weapon,65,main
תפ_19610-08-21,תפ_2144-04-21,weapon,45,main
תפ_18957-11-20,תפ_23749-12-19,weapon,30,main
תפ_12406-11-15,תפ_22417-12-21,weapon,48,main
תפ_1516-10-16,תפ_42697-05-18,weapon,30,main
תפ_2275-06-17,תפ_53805-09-16,drugs,35,main
תפ_45432-11-15,תפ_54432-02-17,weapon,10,main
תפ_10182-01-24,תפ_20644-11-22,weapon,55,main
תפ_15710-09-21,תפ_41754-05-22,weapon,62,main
תפ_23537-02-14,תפ_40932-03-18,weapon,18,main
תפ_36698-12-18,תפ_39998-08-15,weapon,30,main
תפ_59009-05-21,תפ_8203-05-23,drugs,20,main
תפ_22433-05-18,תפ_737-10-13,drugs,45,main
תפ_26549-09-21,תפ_52322-10-23,weapon,18,main
תפ_40932-03-18,תפ_4338-04-13,weapon,18,main
תפ_58603-06-21,תפ_6659-02-21,drugs,20,main
תפ_10938-11-23,תפ_19759-07-21,weapon,10,main
תפ_51471-12-21,תפח_34989-04-17,weapon,58,main
תפ_46967-02-21,תפ_49875-05-23,drugs,85,main
תפ_59464-09-23,תפ_61106-05-20,weapon,55,main
תפ_54607-07-19,תפ_58511-01-20,weapon,15,main
תפ_3531-12-13,תפ_52789-09-22,weapon,10,main
תפ_41754-05-22,תפ_6852-03-21,weapon,20,main
תפ_48057-03-21,תפ_63100-02-24,weapon,35,main
תפ_31216-01-22,תפ_52789-09-22,weapon,65,main
תפ_36091-07-15,תפ_57267-09-20,weapon,20,main
תפ_29504-09-13,תפ_41189-09-15,drugs,25,main
תפ_47668-04-18,תפ_6316-09-20,drugs,45,main
תפ_2330-02-20,תפ_31419-11-20,drugs,30,main
תפ_18557-10-21,תפ_42613-02-23,weapon,25,main
תפ_25835-05-18,תפ_59541-10-18,drugs,85,main
תפ_4248-06-16,תפ_52390-06-19,weapon,30,main
תפ_13154-01-18,תפ_4411-07-19,weapon,35,main
תפ_16651-01-24,תפ_35473-12-21,weapon,65,main
תפ_40063-03-18,תפ_66982-09-16,drugs,20,main
תפ_50082-03-16,תפ_52882-04-15,drugs,60,main
תפ_17030-02-22,תפ_24748-11-21,weapon,25,main
תפ_30966-07-22,תפ_5275-07-21,weapon,15,main
תפ_30538-02-19,תפ_60842-12-14,drugs,85,main
תפ_34938-09-18,תפ_51471-12-21,weapon,0,main
