data_source,case,הודאה,מספר עבירה,סוג עבירה,עבירות נוספות,סוג הנשק [אקדח],סוג הנשק [תת מקלע],סוג הנשק [תת מקלע מאולתר],סוג הנשק [בקבוק תבערה],סוג הנשק [מטען חבלה],סוג הנשק [רימון רסס],סוג הנשק [רימון הלם/גז],סוג הנשק [טיל לאו ],סוג הנשק [טיל מטאדור],סוג הנשק [רובה צייד],סוג הנשק [רובה צלפים],סוג הנשק [מטען חבלה מאולתר],סוג הנשק [רובה סער ],סוג הנשק [רובה סער מאולתר],סוג הנשק - אם לא נמצא בטבלה,עבר פלילי,חרטה,אופן קבלת הנשק,כסף ששולם,סטטוס הנשק,מכירה לסוכן,כמות תחמושת,אופן החזקת הנשק,תכנון,מטרה-סיבת העבירה,שימוש,נזק,בריחה,עונש,מספר עבירה_mapped,סוג עבירה_mapped,אופן קבלת הנשק_mapped,כסף ששולם_mapped,כמות תחמושת_mapped,אופן החזקת הנשק_mapped,מטרה-סיבת העבירה_mapped,שימוש_mapped,נזק_mapped,עונש_mapped
GT,ME-16-08-29984-51,לא,"144 א, 144 ב","החזקה נשק, הובלת נשק, סחר בנשק","קשירת קשר לפשע – עבירה לפי סעיף 499(א)(1) לחוק העונשין התשל""ז – 1977 (""החוק""), והסתייעות ברכב לביצוע פשע לפי סעיף 43 לפקודת התעבורה (נוסח חדש), התשכ""א – 1961.",,,,,,77,,13,1,,,,,,,כן,לא,גנב,,תקין,לא,,ברכב,כן,בצע כסף,לא,"נגרם נזק רב, פוטנציאל נזק גדול",לא,15 שנים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'סחר בנשק']",גנב,,,['ברכב'],בצע כסף,לא,"['נגרם נזק', 'פוטנציאל נזק רב']",180 חודשים
GT,ME-16-08-44157-713,כן,144 ב,סחר בנשק,קשירת קשר לביצוע פשע,,1,1,,,,,,,,,,,,,כן,כן,,"מכר ב 10,500",נשק מופרד מתחמושת,כן,מחסנית,בבית,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,24 חודשים,['144ב'],['סחר בנשק'],,10500,20,['בבית'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GT,ME-16-08-54879-35,כן,144 ב,"נשיאת נשק, הובלת נשק",,,,1,,,,,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 7 כדורים,"על גופו, סמוך לבית",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,16 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,7,"['סמוך לבית', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",16 חודשים
GT,ME-16-09-398-589,כן,144 ב,נשיאת נשק,"חבלה חמורה בנסיבות מחמירות, עבירה לפי סעיף 333 + 335(א)(2+1) לחוק העונשין, התשל""ז-1977 (להלן: ""החוק""); ",1,,,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,,על גופו,כן,סכסוך,"כן,ירי","נגרם נזק, פוטנציאל נזק גדול",לא,36 חודשים,['144ב'],['נשיאת נשק'],,,,['על גופו'],סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",36 חודשים
GT,ME-16-10-12213-904,כן,144 ב,נשיאת נשק,,,,1,,,,,,,,,,,,,כן,כן,מצא,,נשק מופרד מתחמושת,לא,מחסנית ריקה ובה 0 כדורים + 1 כדור,"ברכב, מוסלק - מוסתר",כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,20 חודשים,['144ב'],['נשיאת נשק'],מצא,,1,"['ברכב', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",20 חודשים
GT,ME-16-10-9348-780,כן,144 ב,נשיאת נשק,,,,,,,,,,,1,,,,,,לא,כן,גנב,,נשק מופרד מתחמושת,לא,75 כדורים,"בבית, ברכב",לא,לעורר את אביו,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,8 חודשים על תנאי,['144ב'],['נשיאת נשק'],גנב,,75,"['בבית', 'ברכב']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",
GT,ME-16-11-13999-863,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,2 מחסניות,ברכב,לא,,לא,לא נגרם נזק,כן,12 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",,,40,['ברכב'],,לא,['לא נגרם נזק'],12 חודשים
GT,ME-16-11-56385-886,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,לא,גנב,,נשק עם כדור בקנה,לא,,על גופו,לא,,לא,לא נגרם נזק,לא,11 חודשים,['144א'],['החזקת נשק'],גנב,,,['על גופו'],,לא,['לא נגרם נזק'],11 חודשים
GT,ME-16-11-69158-529,כן,144 ב,נשיאת נשק,ירי באזור מגורים,,1,,,,,,,,,,,,,,לא,כן,,,נשק עם כדור בקנה,לא,מחסנית,"ברכב, מוסלק - מוסתר, סמוך לבית",כן,חתונה,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,17 חודשים,['144ב'],"['נשיאת נשק', 'ירי באזור מגורים']",,,20,"['ברכב', 'מוסלק-מוסתר', 'סמוך לבית']",חגיגה,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",17 חודשים
GT,ME-16-12-50986-619,כן,144 ב,"נשיאת נשק, הובלת נשק","בעבירות של קשירת קשר לפשע, לפי סעיף 449(א)(1) לחוק העונשין; איומים, לפי סעיף 192 לחוק העונשין;  וירי באזור מגורים, לפי סעיף 340 א' לחוק העונשין.",,,,,,,,,,,,,,,כלי נשק,כן,לא,,,נשק עם כדור בקנה,לא,,ברכב,לא,סכסוך,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,24 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק', 'ירי באזור מגורים']",,,,['ברכב'],סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GT,ME-17-02-54432-484,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק",,1,,,,,,,,,,,,,,,לא,לא,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 7 כדורים,"ברכב, על גופו",כן,הגנה עצמית,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,7,"['ברכב', 'על גופו']",הגנה עצמית,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GT,ME-17-04-613-913,כן,144 ב,"נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 15 כדורים,"ברכב, על גופו",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,15,"['ברכב', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GT,ME-17-05-35227-215,כן,144 ב,"נשיאת נשק, הובלת נשק",,,,1,,,,,,,,,,,,,כן,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית,ברכב,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GT,ME-17-05-633-549,כן,"144 א, 144 ב","החזקה נשק, סחר בנשק",,2,,1,,,,,,,,,,,,,לא,כן,רכש,"14,000 שקל",נשק מופרד מתחמושת,לא,"2 מחסניות, מאות כדורים, 2 מחסניות ובהן 0 כדורים",מוסלק - מוסתר,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,4 שנים,"['144א', '144ב']","['החזקת נשק', 'סחר בנשק']",רכש,14000,40,['מוסלק-מוסתר'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",48 חודשים
GT,ME-17-07-520-371,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",,,,,,,1,,,,,,,,,,כן,כן,מאחר,,תקין,לא,,ברכב,לא,,לא,לא נגרם נזק,לא,12 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",מאחר,,,['ברכב'],,לא,['לא נגרם נזק'],12 חודשים
GT,ME-17-08-28615-573,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","הפרעה לשוטר במילוי תפקידו, לפי סעיף 275 לחוק העונשין",,,1,,,,1,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 9 כדורים, 50 כדורים",על גופו,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",כן,22 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,59,['על גופו'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",22 חודשים
GT,ME-17-10-62597-895,כן,144 ב,"נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,כן,כן,,,תקין,לא,"מחסנית, כדורים",על גופו,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['על גופו'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GT,ME-18-04-19642-504,כן,"144 א, 144 ב","נשיאת נשק, הובלת נשק","במעשי פזיזות ורשלנות, לפי ס' 338(א)(5) לחוק.",1,,,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,"2 מחסניות, 40 כדורים","ברכב, על גופו",לא,אלימות כלפי נשים,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,24 חודשים,"['144א', '144ב']","['הובלת נשק', 'נשיאת נשק']",,,80,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GT,ME-18-04-34027-630,כן,144 ב,סחר בנשק,,2,,,,,,,,,,,,1,,,לא,,רכש,"מכר ב24,000 שקל, מכר ב 69,500 שקל, מכר ב 26,000 שקל",נשק מופרד מתחמושת,כן,מחסנית + מחסנית + כדורים,ברכב,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,36 חודשים,['144ב'],['סחר בנשק'],רכש,119500,40,['ברכב'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",36 חודשים
GT,ME-18-05-32659-754,כן,144 ב,"נשיאת נשק, הובלת נשק",הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק,,,1,,,,2,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 9 כדורים, 10 כדורים",ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,18 חודישם,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,19,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",
GT,ME-18-06-36728-73,כן,144 ב,נשיאת נשק,"עבירות של פציעה, לפי סעיף 334 לחוק העונשין, התשל""ז-1977 ",1,,,,,,,,,,,,,,,כן,לא,,,נשק עם כדור בקנה,לא,,על גופו,לא,סכסוך,"כן,ירי","נגרם נזק, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],['נשיאת נשק'],,,,['על גופו'],סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GT,ME-18-10-30972-637,כן,144 ב,ניסיון לסחר,,,,,,,,,,,,,,1,,,כן,כן,רכש,"8,000 שקל",תקין,לא,,ברכב,כן,,לא,לא נגרם נזק,לא,8 חודשים,['144ב'],['ניסיון לסחר בנשק'],רכש,8000,,['ברכב'],,לא,['לא נגרם נזק'],8 חודשים
GT,ME-19-01-53615-8,כן,144 ב,"נשיאת נשק, הובלת נשק",ירי מנשק חם באזור מגורים,,,1,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,מחסנית,"ברכב, על גופו",לא,תחושת חוסר אונים וצורך בקבלת עזרה חיצונית במצבו,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",כן,27 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק', 'ירי באזור מגורים']",,,20,"['ברכב', 'על גופו']",הגנה עצמית,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",27 חודשים
GT,ME-19-04-1316-977,כן,144 ב,"סחר בנשק, ניסיון לסחר",,,,1,,,,,,,,,,,,,לא,כן,מאחר,"מכר ב19,000 שקל",תקין,כן,900 כדורים,ברכב,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,45 חודשים,['144ב'],"['ניסיון לסחר בנשק', 'סחר בנשק']",מאחר,19000,900,['ברכב'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",45 חודשים
GT,ME-20-01-17935-7,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק",הפרעה לשוטר,,,1,,,,,,,,,,,,,כן,כן,,,תקול,לא,,בבית,לא,,לא,לא נגרם נזק,כן,12 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,,['בבית'],,לא,['לא נגרם נזק'],12 חודשים
GT,ME-20-01-62688-591,כן,144 ב,"נשיאת נשק, הובלת נשק","חבלה בכוונה מחמירה - עבירה לפי סעיף 329 (א)(1) לחוק העונשין; החזקת סם מסוכן לצריכה עצמית - עבירה לפי סעיף 7(א) + (ג) סיפא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג-1973.",1,,,,,,,,,,,,,,,כן,כן,,,נשק עם כדור בקנה,לא,,"ברכב, על גופו",כן,סכסוך,"כן,ירי","נגרם נזק רב, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GT,ME-20-07-29529-567,כן,144 ב,"נשיאת נשק, הובלת נשק",,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,2 מחסניות,ברכב,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,9 חודשים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,40,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",9 חודשים
GT,ME-20-07-39500-753,כן,144 ב,נשיאת נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק עם כדור בקנה,לא,מחסנית ובה 11 כדורים,"ברכב, על גופו",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,30 חודשים,['144ב'],['נשיאת נשק'],,,11,"['ברכב', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",30 חודשים
GT,ME-20-11-72146-895,כן,144 ב,"נשיאת נשק, הובלת נשק",ניסיון לחבלה חמורה בנסיבות מחמירות לפי סעיפים 333 + 335(א)(1) + סעיף 25 לחוק העונשין; שיבוש מהלכי משפט לפי סעיף 244 לחוק העונשין והפרעה לשוטר בשעת מילוי תפקידו לפי סעיף 275 לחוק העונשין.,1,,,,,,,,,,,,,,,לא,כן,,,נשק עם כדור בקנה,לא,מחסנית,על גופו,כן,סכסוך,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",כן,3.5 שנים,['144ב'],"['הובלת נשק', 'נשיאת נשק']",,,20,['על גופו'],סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",
GT,ME-21-01-15387-564,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","שיבוש מהלכי משפט, לפי סעיף 244 בחוק.",,,,,,,,,,,,,1,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 0 כדורים,"ברכב, על גופו, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,12 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,,"['ברכב', 'מוסלק-מוסתר', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",12 חודשים
GT,ME-21-06-43085-219,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","ירי מנשק חם, לפי סעיף 340א' (ב)(1) בחוק העונשין; היזק בזדון, לפי סעיף 452 בחוק העונשין; חבלה במזיד, לפי סעיף 413ה' בחוק העונשין; נהיגה ללא רישיון נהיגה, לפי סעיף 10(א) בפקודת התעבורה, התשכ""א – 1961; ונהיגה ללא פוליסת ביטוח בתוקף, לפי סעיף 2(א) ו – (ב) בפקודת ביטוח רכב מנועי [נוסח משולב] תש""ל – 1970.",1,,,,,,,,,,,,,,,לא,כן,,,נשק עם כדור בקנה,לא,,ברכב,כן,סכסוך,"כן,ירי","נגרם נזק מועט, פוטנציאל נזק גדול",לא,5 שנים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק', 'ירי באזור מגורים']",,,,['ברכב'],סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",60 חודשים
GT,ME-21-10-18557-340,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",ירי מנשק חם,,,1,,,,,,,,,,,,,לא,לא,,,נשק עם כדור בקנה,לא,מחסנית + 2 כדורים,"ברכב, על גופו",לא,סכסוך,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,28 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",,,22,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",28 חודשים
GT,ME-22-03-46930-359,כן,"144 א, 144 ב","החזקה נשק, סחר בנשק",,1,,,,,,,,,,,,,,,כן,כן,רכש,"16,000 שקל",נשק מופרד מתחמושת,לא,מחסנית,,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,32 חודשים,"['144א', '144ב']","['החזקת נשק', 'סחר בנשק']",רכש,16000,20,,בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",32 חודשים
GT,ME-22-03-52964-443,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",עבירת הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק.,1,,,,,,,,,,,,,,,כן,כן,,,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 16 כדורים, מחסנית ובה 16 כדורים",על גופו,כן,סכסוך,לא,"לא נגרם נזק, פוטנציאל נזק גדול",כן,36 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",,,32,['על גופו'],סכסוך,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",36 חודשים
GT,SH-09-05-9349-998,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 26 כדורים",בבית,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,['144א'],['החזקת נשק'],,,26,['בבית'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GT,SH-10-02-25802-731,כן,144 א,החזקה נשק,החזקת חלק-אבזר תחמושת של כלי נשק,,,,,,,,,,1,,,,,,לא,כן,,,תקול,לא,,בבית,לא,,לא,לא נגרם נזק,לא,3 חודשים בעבודות שירות,['144א'],['החזקת נשק'],,,,['בבית'],,לא,['לא נגרם נזק'],3 חודשים בעבודות שירות
GT,SH-11-01-41775-497,כן,,"החזקה נשק, נשיאת נשק",,1,,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,מחסנית ריקה ובה 0 כדורים + 34 כדורים,"בבית, ברכב",לא,הגנה עצמית,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,5 חודשים בעבודות שירות,,"['החזקת נשק', 'נשיאת נשק']",,,34,"['בבית', 'ברכב']",הגנה עצמית,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",5 חודשים בעבודות שירות
GT,SH-11-05-24791-315,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,לא,מאחר,,נשק מופרד מתחמושת,לא,2 מחסניות,בבית,לא,,לא,לא נגרם נזק,לא,,['144א'],['החזקת נשק'],מאחר,,40,['בבית'],,לא,['לא נגרם נזק'],
GT,SH-11-12-35552-181,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,כן,רכש,,תקין,לא,,בבית,כן,,לא,לא נגרם נזק,לא,7 חודשים,['144א'],['החזקת נשק'],רכש,,,['בבית'],,לא,['לא נגרם נזק'],7 חודשים
GT,SH-12-07-47766-859,לא,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,כן,לא,,,תקין,לא,מחסנית,"מוסלק - מוסתר, סמוך לבית",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,9 חודשים,['144א'],['החזקת נשק'],,,20,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",9 חודשים
GT,SH-14-02-28659-762,כן,144 א,החזקה נשק,,,1,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,מחסנית וכדורים,בבית,לא,הגנה עצמית,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,20,['בבית'],הגנה עצמית,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GT,SH-14-11-8987-965,כן,144 א,החזקה נשק,גניבה לפי סעיפים 384,1,,,,,,,,,,,,,,,כן,כן,גנב,,תקול,לא,,,לא,,לא,"לא נגרם נזק, פוטנציאל נזק קטן",לא,4 חודשים בעבודות שירות,['144א'],['החזקת נשק'],גנב,,,,,לא,"['לא נגרם נזק', 'פוטנציאל נזק מועט']",4 חודשים בעבודות שירות
GT,SH-15-03-49530-992,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,לא,,,נשק עם מחסנית בהכנס,לא,2 מחסניות,"מוסלק - מוסתר, סמוך לבית",לא,,לא,לא נגרם נזק,לא,10 חודשים,['144א'],['החזקת נשק'],,,40,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],10 חודשים
GT,SH-15-12-65958-120,כן,144 א,החזקה נשק,,2,,1,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 8 כדורים + מחסנית ובה 15 כדורים + מחסנית ריקה ובה 0 כדורים + מחסנית ובה 6 כדורים,"בבית, מוסלק - מוסתר",כן,הגנה עצמית,לא,לא נגרם נזק,לא,20 חודשים,['144א'],['החזקת נשק'],,,29,"['בבית', 'מוסלק-מוסתר']",הגנה עצמית,לא,['לא נגרם נזק'],20 חודשים
GT,SH-16-02-10948-419,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,תקין,לא,,"בבית, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,9 חודשים,['144א'],['החזקת נשק'],,,,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],9 חודשים
GT,SH-16-04-30406-325,כן,144 א,החזקה נשק,,,,2,,,,,,,,,,,,,לא,כן,רכש,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 2 מחסניות",ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,2 שנים,['144א'],['החזקת נשק'],רכש,,40,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GT,SH-16-05-42991-439,כן,144 א,החזקה נשק,"שיבוש הליכי משפט, לפי סעיף 244 לחוק",1,,,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 13 כדורים,"בבית, על גופו",כן,סכסוך,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,13,"['בבית', 'על גופו']",סכסוך,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GT,SH-16-08-44380-642,כן,144 א,החזקה נשק,החזקת אביזר נשק,,,1,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית,"בבית, מוסלק - מוסתר",כן,,לא,פוטנציאל נזק גדול,לא,14 חודשים,['144א'],['החזקת נשק'],,,20,"['בבית', 'מוסלק-מוסתר']",,לא,['פוטנציאל נזק רב'],14 חודשים
GT,SH-16-09-33552-535,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,1,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית, מחסנית ובה 0 כדורים, 4 כדורים, 60 כדורים",מוסלק - מוסתר,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,19 חודשים,['144א'],['החזקת נשק'],,,84,['מוסלק-מוסתר'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",19 חודשים
GT,SH-16-11-19417-55,לא,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה כדורים,ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144א'],['החזקת נשק'],,,20,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GT,SH-16-11-49772-358,כן,144 א,החזקה נשק,גניבה,,,,,,,,,,,,,,,,כן,לא,גנב,,תקין,לא,,מוסלק - מוסתר,לא,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,7 חודשים,['144א'],['החזקת נשק'],גנב,,,['מוסלק-מוסתר'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",7 חודשים
GT,SH-16-11-7544-55,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 10 כדורים,על גופו,לא,,לא,פוטנציאל נזק גדול,לא,21 חודשים,['144א'],['החזקת נשק'],,,10,['על גופו'],,לא,['פוטנציאל נזק רב'],21 חודשים
GT,SH-17-04-19242-11,כן,144 א,החזקה נשק,,,,,,,,,,,,,,1,,,כן,לא,מאחר,,תקין,לא,2 מחסניות,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,20 חודשים,['144א'],['החזקת נשק'],מאחר,,40,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",20 חודשים
GT,SH-17-08-47445-166,כן,144 א,החזקה נשק,,1,,1,,,,,,,,,,,,,לא,לא,,,תקין,לא,,בבית,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,9 חודשים,['144א'],['החזקת נשק'],,,,['בבית'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",9 חודשים
GT,SH-17-10-10556-234,כן,144 א,החזקה נשק,,2,,,,,,,,,,,,,,,כן,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 10 כדורים,"מוסלק - מוסתר, סמוך לבית",לא,,לא,לא נגרם נזק,לא,10 חודשים,['144א'],['החזקת נשק'],,,10,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],10 חודשים
