verdict_1,verdict_2,GT,model_score,raw
ME-15-12-39071-113,sh-10-05-7434-952,3,62,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם 144(א) - החזקה בלבד (לא נשיאה/הובלה)
- דמיון גבוה ✓

**2. תפקיד הנאשם ומעורבותו:**
- שניהם מחזיקים פסיביים, לא סוחרים/יזמים
- דמיון גבוה ✓

**3. שיטת הביצוע (MO):**
- שניהם החזקה מוסתרת של נשק מוסלק
- תיק 1: ברכב, תיק 2: בבית - הבדל קל במיקום
- דמיון בינוני-גבוה ✓

**4. נסיבות הליבה:**
- **כמות נשק**: תיק 1 - אקדח אחד, תיק 2 - שני אקדחים (הבדל משמעותי)
- **תחמושת**: תיק 1 - ללא כלל, תיק 2 - מחסנית (הבדל משמעותי)
- **מטרה**: תיק 1 - הגנה עצמית, תיק 2 - אספנות (הבדל במניע)
- **סטטוס**: תיק 1 - תקין, תיק 2 - מופרד מתחמושת (הבדל טכני)
- דמיון בינוני ✓/✗

**5. ישימות כתקדים:**
- שניהם 144(א) בלבד - רלוונטיים זה לזה
- אך: תיק 2 חמור יותר (2 אקדחים + תחמושת לעומת 1 אקדח ללא תחמושת)
- בית משפט עשוי לראות רלוונטיות חלקית, אך יתחשב בהבדלי החומרה

**מסקנה**: דמיון מבני גבוה (אותה עבירה, אותו פרופיל נאשם), אך הבדלים משמעותיים בחומרה (כמות נשק וקיום תחמושת).

SIMILARITY_SCORE: 62"
ME-16-06-44840-433,ME-12-09-51207-971,1,25,SIMILARITY_SCORE: 25
ME-16-05-19384-544,ME-16-03-54615-517,3,42,SIMILARITY_SCORE: 42
ME-12-05-33444-999,ME-17-04-613-913,1,35,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) - החזקה בלבד
- תיק 2: 144(ב) - נשיאה/הובלה
- **הבדל מהותי**: 144(ב) נחשבת חמורה יותר מ-144(א) והענישה שונה באופן משמעותי.

**2. תפקיד הנאשם ומעורבותו:**
- שניהם מחזיקים/נושאים נשק באופן אישי (לא סוחרים/יזמים)
- דמיון גבוה במעורבות אישית

**3. שיטת הביצוע:**
- שניהם: אקדח עם מחסנית בהכנס, ברכב
- הבדל: תיק 1 - מוסלק/מוסתר; תיק 2 - על גופו
- דמיון בסיסי אך הבדל באופן ההחזקה

**4. נסיבות הליבה:**
- כמות תחמושת: תיק 1 - 3 מחסניות (כמות גבוהה יותר); תיק 2 - מחסנית אחת (15 כדורים)
- שניהם ללא שימוש בפועל, ללא תכנון
- תיק 1 מציין מטרה (הגנה עצמית)

**5. ישימות כתקדים:**
- ההבדל בין 144(א) ל-144(ב) הוא **מהותי משפטית**
- בתי משפט מבחינים בבירור בין החזקה סטטית לנשיאה/הובלה פעילה
- תיק 144(א) כמעט לעולם לא ישמש תקדים ענישה לתיק 144(ב)

**מסקנה:** למרות דמיון בסוג הנשק והנסיבות הכלליות, ההבדל המשפטי המהותי בין סעיפי החוק הופך את התיקים לבלתי רלוונטיים זה לזה כתקדימים.

SIMILARITY_SCORE: 35"
ME-17-04-613-913,ME-12-04-33577-700,1,15,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- תיק 1: 144(ב) בלבד - נשיאה/הובלה
- תיק 2: 144(א)+(ב) + **שימוש בפועל בנשק** (חבלה מחמירה, ירי באזור מגורים)
- **פער חומרה עצום** - תיק 2 כולל עבירות אלימות חמורות בנוסף לנשק

## 2. תפקיד ומעורבות
- תיק 1: נשיאה/הובלה פסיבית
- תיק 2: שימוש אקטיבי באלימות, ירי בפועל

## 3. שיטת ביצוע
- תיק 1: אין תכנון, החזקה ברכב/על גופו
- תיק 2: **תכנון מוקדם**, כדור בקנה (מוכנות לשימוש מיידי)

## 4. נסיבות ליבה
- תיק 1: 15 כדורים במחסנית, ללא שימוש
- תיק 2: **ירי בפועל בסכסוך**, עבירות אלימות נוספות, סיכון לציבור

## 5. ישימות כתקדים
- תיק 1 = עבירת נשק ""טהורה"" (החזקה/נשיאה בלבד)
- תיק 2 = **עבירות אלימות חמורות** שבהן הנשק היה כלי לפשע
- בתי משפט מבחינים בחדות בין החזקת נשק לבין **שימוש בנשק לביצוע עבירות אלימות**

**מסקנה**: הפער מהותי ביותר. תיק 2 נמצא בקטגוריה חומרה שונה לחלוטין.

SIMILARITY_SCORE: 15"
ME-21-10-18557-340,ME-16-10-9348-780,1,25,SIMILARITY_SCORE: 25
SH-16-04-30406-325,SH-16-11-7544-55,3,62,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם 144(א) - החזקה בלבד (לא נשיאה/הובלה)
- שניהם תת-מקלע מאולתר
- דמיון גבוה ✓

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: רכש פעיל של 2 תת-מקלעים
- תיק 2: החזקה של 1 תת-מקלע (אופן קבלה לא צוין)
- תיק 1 מעיד על יוזמה ופעילות רכישה

**3. שיטת ביצוע:**
- תיק 1: ברכב
- תיק 2: על הגוף
- הבדל באופן ההחזקה (על הגוף = נגישות מיידית יותר)

**4. נסיבות הליבה:**
- תיק 1: 2 נשקים, מחסניות ריקות/ללא תחמושת מצורפת
- תיק 2: 1 נשק, מחסנית עם 10 כדורים **טעונה**
- שניהם: נשק מופרד מתחמושת, אין שימוש, אין תכנון
- **הבדל מהותי**: תיק 2 כולל תחמושת חיה (10 כדורים) - מחמיר משמעותית

**5. ישימות כתקדים:**
- שניהם 144(א) עם תת-מקלע מאולתר - בסיס טוב
- אך: כמות נשקים (2 לעומת 1) + תחמושת חיה לעומת מחסניות ריקות = הבדלים משמעותיים בחומרה
- תיק 1 מצביע על היקף רחב יותר, תיק 2 על מוכנות מיידית לשימוש

**מסקנה**: דמיון בסיסי חזק (אותה עבירה, אותו סוג נשק), אך הבדלים מהותיים בכמות ובמצב התחמושת.

SIMILARITY_SCORE: 62"
SH-16-11-7544-55,ME-13-10-28139-807,1,15,SIMILARITY_SCORE: 15
ME-16-04-12480-812,SH-16-05-42991-439,1,25,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) **וגם 144(ב)** - החזקה + נשיאה/הובלה
- תיק 2: 144(א) **בלבד** - החזקה בלבד
- הבדל מהותי: נשיאה/הובלה מעידה על מעורבות פעילה יותר

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: שימוש **פעיל בנשק** (ירי בפועל), נשיאה על הגוף וברכב
- תיק 2: החזקה **פסיבית** בבית, ללא שימוש
- פער משמעותי במעורבות

**3. שיטת הביצוע:**
- תיק 1: תת-מקלע מאולתר, נשק עם כדור בקנה, ברכב ועל גופו
- תיק 2: אקדח, בבית בלבד
- דפוסים שונים

**4. נסיבות הליבה:**
- תיק 1: **ירי בפועל** + ניסיון חבלה חמורה + איומים - נסיבות מחמירות ביותר
- תיק 2: אין שימוש, אין אלימות פיזית, רק שיבוש הליכים
- כמות תחמושת דומה (17 לעומת 13), אך זה משני כאן

**5. ישימות כתקדים:**
- תיק 1 הוא תיק **אלימות חמורה עם שימוש בנשק**
- תיק 2 הוא תיק **החזקה סטטית** ללא מימוש האיום
- בית משפט לא יראה בתיק 2 תקדים רלוונטי לתיק 1

**מסקנה:** למרות שניהם עבירות נשק בהקשר של סכסוך - הפער בין שימוש פעיל (ירי) לבין החזקה פסיבית, ובין 144(ב) ל-144(א) בלבד, הוא מהותי מדי.

SIMILARITY_SCORE"
ME-16-05-9968-487,ME-13-04-35007-454,3,45,SIMILARITY_SCORE: 45
ME-16-11-69158-529,ME-14-12-6904-57,2,58,"# ניתוח דמיון מהותי בין התיקים

## 1. סוג העבירה וחומרתה
- **שניהם**: 144(ב) - נשיאת/הובלת נשק (זהה)
- **שניהם**: נשק אוטומטי (תת מקלע/תת מקלע מאולתר) - חומרה גבוהה דומה

## 2. תפקיד הנאשם ומעורבותו
- **תיק 1**: מחזיק פעיל, השתמש בנשק בפועל (ירי)
- **תיק 2**: מחזיק, רכש את הנשק - לא השתמש בפועל
- **הבדל מהותי**: שימוש בפועל לעומת החזקה בלבד

## 3. שיטת הביצוע (MO)
- **תיק 1**: הסלקה ברכב וסמוך לבית, נשק מוכן לשימוש (כדור בקנה)
- **תיק 2**: הסלקה בבית ועל הגוף, נשק מופרד מתחמושת (בטיחותי יותר)
- **הבדל**: רמת מוכנות לשימוש שונה

## 4. נסיבות הליבה
- **כמות תחמושת**: זהה (מחסנית)
- **תכנון**: שניהם מתוכננים
- **מטרה**: שונה מהותית - חתונה (שימוש חגיגי) לעומת הגנה עצמית
- **שימוש בפועל**: תיק 1 כולל ירי באזור מגורים (מחמיר מאוד), תיק 2 ללא שימוש
- **עבירות נוספות**: תיק 1 - ירי (חמור), תיק 2 - סם לצריכה עצמית (קל יחסית)

## 5. ישימות כתקדים
- **דמיון**: אותה עבירה יסוד (144ב), אותו סוג נשק
- **הבדל מהותי**: השימוש בפועל והירי באזור מגורים בתיק 1 הופכים אותו למקרה חמור משמעותית
- **מסקנה**"
SH-11-05-24791-315,ME-16-10-9348-780,1,35,SIMILARITY_SCORE: 35
ME-15-12-39071-113,ME-10-08-17917-313,3,78,SIMILARITY_SCORE: 78
ME-22-03-52964-443,SH-17-08-47445-166,1,25,SIMILARITY_SCORE: 25
ME-15-12-39071-113,SH-11-12-35552-181,3,72,SIMILARITY_SCORE: 72
ME-16-11-69158-529,ME-16-10-12213-904,1,45,SIMILARITY_SCORE: 45
ME-16-03-59260-279,ME-16-08-54879-35,2,42,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א)+144(ב) - החזקה ונשיאה של אקדח
- תיק 2: 144(ב) בלבד - נשיאה/הובלה של תת-מקלע מאולתר
- תת-מקלע נחשב חמור יותר מאקדח, אך שניהם נשק חם

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: החזקה פעילה ברכב ובמחסן - מעורבות ארוכת טווח
- תיק 2: נשיאה על הגוף סמוך לבית - מעורבות נקודתית
- הבדל משמעותי במידת המעורבות

**3. שיטת הביצוע:**
- תיק 1: אחסון מתוכנן ברכב ומחסן, נשק עם מחסנית בהכנס (מוכן לשימוש)
- תיק 2: נשיאה על הגוף, נשק מופרד מתחמושת
- דפוסים שונים - אחד מתוכנן ומאורגן, השני ספונטני

**4. נסיבות הליבה:**
- תיק 1: 14 כדורים, תכנון מוכח, מטרה של סכסוך, נשק מוכן לשימוש
- תיק 2: 7 כדורים, ללא תכנון, נשק מופרד
- נסיבות מחמירות משמעותיות בתיק 1

**5. ישימות כתקדים:**
- שניהם 144(ב), אך תיק 1 כולל גם 144(א) והוא מתוכנן עם נסיבות מחמירות
- ההבדל בין נשק מוכן לשימוש לנשק מופרד הוא מהותי
- התכנון והסכסוך בתיק 1 מייחדים אותו

**מסקנה:** דמיון חלקי בלבד - שניהם עבירות 144(ב) עם נשק חם, אך ההבדלים בחומרה, תכנון, ומוכנות לשימוש משמעותיי"
SH-18-07-52337-770,SH-16-11-7544-55,3,45,SIMILARITY_SCORE: 45
ME-16-06-42987-901,ME-12-03-13401-281,1,35,SIMILARITY_SCORE: 35
SH-20-02-52091-995,SH-16-11-7544-55,3,72,"בוחנת את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם 144(א) - החזקה בלבד (לא נשיאה/הובלה)
- שניהם תת מקלע מאולתר - זהה בחומרה

**2. תפקיד הנאשם ומעורבותו:**
- שניהם מחזיקים (לא סוחרים/יזמים)
- אין ראיות למעורבות פעילה מעבר להחזקה

**3. שיטת הביצוע:**
- שניהם ללא תכנון מוכח
- שניהם ללא שימוש בפועל

**4. נסיבות הליבה:**
- **הבדל מהותי**: תיק 1 - נשק בבית (פחות מסוכן), תיק 2 - נשק על הגוף (מסוכן יותר, מעיד על נכונות לשימוש מיידי)
- כמות תחמושת דומה (20 לעומת 10 כדורים - אותו סדר גודל)
- שניהם נשק מופרד מתחמושת

**5. ישימות כתקדים:**
- ההבדל בין ""בבית"" ל""על גופו"" הוא משמעותי מבחינת רמת הסיכון והכוונה
- ""על גופו"" מעיד על נכונות לשימוש מיידי ומהווה נסיבה מחמירה
- עם זאת, שניהם 144(א) באותו סוג נשק, ללא שימוש בפועל

**מסקנה:** דמיון גבוה אך לא מלא - ההבדל באופן ההחזקה משמעותי אך לא מבטל את הרלוונטיות.

SIMILARITY_SCORE: 72"
SH-14-02-28659-762,SH-16-05-42991-439,2,42,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- שניהם: 144(א) - החזקת נשק בלבד (לא נשיאה/הובלה)
- **אך**: תיק 2 כולל עבירה נוספת של שיבוש הליכי משפט (244) - מחמיר משמעותית

## 2. תפקיד הנאשם ומעורבותו
- שניהם: מחזיק פסיבי (לא סוחר/יזם)
- דומה במהות

## 3. שיטת הביצוע
- שניהם: החזקה בבית, מוסלק ומוסתר
- דומה

## 4. נסיבות הליבה
**הבדלים מהותיים:**
- **סוג נשק**: תת מקלע מאולתר (חמור יותר) vs. אקדח
- **סטטוס**: תיק 1 - נשק מופרד מתחמושת (מקל) | תיק 2 - נשק עם מחסנית בהכנס (מחמיר)
- **תכנון**: תיק 1 - לא | תיק 2 - כן (מחמיר)
- **מטרה**: תיק 1 - הגנה עצמית (מקל יחסית) | תיק 2 - סכסוך (מחמיר)
- **כמות תחמושת**: דומה (מחסנית + כדורים)

## 5. ישימות כתקדים
- שניהם 144(א) בלבד - בסיס משותף
- אך: תיק 2 מחמיר יותר (נשק מוכן לשימוש, תכנון, סכסוך, שיבוש משפט)
- תיק 1 מקל יותר (הפרדה, הגנה עצמית, אין עבירות נוספות)
- **פער משמעותי בחומרה הכוללת**

**מסקנה**: דמיון חלקי בלבד - אותה עבירת בסיס ואופן החזקה, אך פער משמעותי בנסיבות המחמירות/מקלות.

SIMILARITY_SCORE: 42"
ME-14-10-31218-522,ME-17-05-35227-215,1,25,SIMILARITY_SCORE: 25
SH-16-11-7544-55,SH-15-03-49530-992,3,72,SIMILARITY_SCORE: 72
ME-16-11-13999-863,ME-21-10-18557-340,1,35,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם: 144(א)+144(ב) - דומה בסיסית
- אך תיק 2 כולל **ירי מנשק חם** - עבירה נוספת חמורה משמעותית
- חומרה: תיק 2 חמור בהרבה

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: החזקה/הובלה בלבד
- תיק 2: החזקה/הובלה **ושימוש פעיל בנשק (ירי)**
- הבדל מהותי במעורבות

**3. שיטת ביצוע (MO):**
- תיק 1: החזקה ברכב, פסיבי
- תיק 2: החזקה ברכב **ועל גופו**, שימוש אקטיבי בירי
- דפוסים שונים

**4. נסיבות הליבה:**
- תיק 1: אקדח + 2 מחסניות, ללא שימוש
- תיק 2: תת-מקלע מאולתר (חמור יותר) + כדור בקנה (מוכנות לשימוש מיידי) + **ירי בפועל בהקשר של סכסוך**
- נסיבות מחמירות משמעותיות בתיק 2

**5. ישימות כתקדים:**
- תיק 1: עבירת נשק ""סטנדרטית"" ללא שימוש
- תיק 2: עבירת נשק **עם שימוש בפועל** בהקשר של סכסוך אלים
- בית משפט יתייחס לתיק 2 כחמור בהרבה - הירי הוא גורם מכריע

**מסקנה:** למרות שיש חפיפה בעבירות הבסיסיות (144א+ב), השימוש בפועל בנשק (ירי) בתיק 2 הופך אותו לתיק שונה מהותית מבחינת חומרה וענישה. תיק 1 לא יכול לשמש תקדים רלוונטי לתיק 2."
ME-16-10-12213-904,ME-16-01-189-123,3,45,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

**1. סוג העבירה וחומרתה:**
- שניהם כוללים 144(ב) - נשיאת/הובלת נשק (מהותי)
- תיק 2 כולל גם 144(א) ועבירות סמים נוספות (מחמיר משמעותית)
- שניהם תת-מקלע מאולתר

**2. תפקיד הנאשם ומעורבותו:**
- תיק 1: ""מצא"" - מעורבות פסיבית יחסית
- תיק 2: ""רכש"" + קשירת קשר לסחר בסמים - מעורבות פעילה, מתוכננת
- הבדל מהותי בכוונה ובאופי המעורבות

**3. שיטת הביצוע:**
- דומה: שניהם ברכב, מוסלק/מוסתר
- דומה: נשק מופרד מתחמושת
- הבדל: תיק 1 עם תכנון, תיק 2 ללא תכנון (אך רכישה מכוונת)

**4. נסיבות הליבה:**
- תיק 1: כמעט אין תחמושת (1 כדור + מחסנית ריקה)
- תיק 2: 50 כדורים - הבדל משמעותי בסכנה הפוטנציאלית
- תיק 2: הקשר לסחר בסמים מחמיר מאוד
- תיק 2: טענת ""ציד"" כמטרה (נסיבה מקלה פוטנציאלית)

**5. ישימות כתקדים:**
- יש חפיפה בסיסית (144ב, תת-מקלע, ברכב)
- אך: ההבדלים בכמות התחמושת, בהקשר הפלילי (סמים), ובאופן הרכישה משמעותיים
- תיק 2 מורכב וחמור יותר באופן ניכר

**מסקנה:** יש דמיון בסיסי אך הבדלים מהותיים מונעים שימוש מלא כתקדים.

SIMILARITY_SCORE: 45"
SH-15-12-65958-120,ME-16-05-9983-155,2,42,SIMILARITY_SCORE: 42
ME-18-04-19642-504,ME-16-07-45228-25,1,45,SIMILARITY_SCORE: 45
ME-15-03-29911-554,ME-16-02-18397-87,1,25,"# ניתוח השוואתי

## 1. סוג העבירה וחומרתה
- תיק 1: 144(א)+144(ב) - החזקה **ונשיאה** של נשק **תקין עם כדור בקנה**
- תיק 2: 144(ב) בלבד - נשיאה של נשק **תקול**
- **פער מהותי**: נשק תקין מוכן לשימוש לעומת נשק לא מתפקד

## 2. תפקיד ומעורבות
- תיק 1: החזקה פעילה + נשיאה על הגוף וברכב
- תיק 2: נשיאה/הובלה ברכב בלבד (מוסתר)
- דומה חלקית, אך תיק 1 מעיד על מעורבות אקטיבית יותר

## 3. שיטת ביצוע
- תיק 1: נשק על הגוף + ברכב, **ביצע ירי בפועל**
- תיק 2: נשק מוסתר ברכב, ללא שימוש
- **פער קריטי**: שימוש בפועל לעומת החזקה פסיבית

## 4. נסיבות הליבה
- תיק 1: 12+20+24=56 כדורים, **ירי בפועל**, נשק מוכן לשימוש
- תיק 2: כמות לא מפורטת, נשק תקול, ללא שימוש
- **חומרה שונה מהותית**

## 5. ישימות כתקדים
- נשק תקין+ירי לעומת נשק תקול = רלוונטיות מוגבלת מאוד
- 144(א)+144(ב) לעומת 144(ב) בלבד = הבדל מבני

SIMILARITY_SCORE: 25"
ME-16-11-69158-529,ME-16-01-3772-806,3,72,SIMILARITY_SCORE: 72
ME-17-02-54432-484,ME-16-05-25902-514,3,88,"בואי נבחן את הממדים המהותיים:

1. **סוג העבירה וחומרתה**: זהה לחלוטין - שני התיקים כוללים גם 144(א) וגם 144(ב), אותו סוג נשק (אקדח), אותו מצב (מחסנית בהכנס) - **זהה מאוד**

2. **תפקיד הנאשם ומעורבותו**: בשני המקרים מדובר במחזיק/נושא לצורך הגנה עצמית, לא סוחר/יזם - **זהה**

3. **שיטת הביצוע (MO)**: שניהם החזיקו ונשאו אקדח טעון על גופם. ההבדל: תיק 1 גם ברכב, תיק 2 גם בבית. שניהם נשיאה פעילה על הגוף - **דומה מאוד**

4. **נסיבות הליבה**: 
   - כמות תחמושת זהה (7 כדורים במחסנית)
   - שניהם לא עשו שימוש בנשק
   - שניהם לצורך הגנה עצמית
   - ההבדל היחיד: תיק 1 יש תכנון, תיק 2 אין - הבדל קל אך לא מהותי במיוחד בהקשר זה

5. **ישימות כתקדים**: בהחלט רלוונטיים זה לזה - אותן עבירות, אותה חומרה, נסיבות דומות מאוד, אותה מטרה. בית משפט יראה בהם תקדימים ישימים הדדית.

ההבדלים הם שוליים (תכנון/לא תכנון, מיקום מדויק של ההחזקה).

SIMILARITY_SCORE: 88"
SH-17-10-10556-234,ME-09-06-10774-130,2,25,"בואי ננתח את שני התיקים לפי הממדים המשפטיים המהותיים:

## ניתוח השוואתי:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א) בלבד - החזקה
- תיק 2: 144(א) + 144(ב) - החזקה **ונשיאה**
- **הבדל מהותי**: נשיאה (144ב) מחמירה משמעותית - מעידה על מעורבות פעילה

**2. תפקיד ומעורבות:**
- תיק 1: החזקה פסיבית (נשק מוסלק/מוסתר סמוך לבית)
- תיק 2: מעורבות אקטיבית (נשיאה ברכב)
- **הבדל משמעותי** ברמת המעורבות

**3. שיטת ביצוע:**
- תיק 1: אחסון סטטי, מוסתר
- תיק 2: נשיאה דינמית ברכב
- דפוסים שונים לחלוטין

**4. נסיבות ליבה:**
- תיק 1: 2 אקדחים + מחסנית עם 10 כדורים (נשק מוכן לשימוש)
- תיק 2: אקדח אחד, ללא תחמושת כלל
- **הבדל משמעותי**: כמות הנשקים וקיום תחמושת מוכנה לשימוש

**5. ישימות כתקדים:**
- תיק החזקה בלבד (144א) כמעט אף פעם לא משמש תקדים לתיק נשיאה (144ב)
- ההבדל בין אחסון פסיבי לנשיאה אקטיבית הוא קריטי בפסיקה
- הימצאות תחמושת מוכנה לשימוש מול היעדרה משנה את רמת הסיכון

**מסקנה:** למרות שמדובר בשני תיקי נשק, ההבדלים המהותיים (נשיאה מול החזקה בלבד, מעורבות אקטיבית מול פסיבית, תחמושת מוכנה מול היעדרה) ה"
sh-10-05-7434-952,ME-21-10-18557-340,1,15,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- תיק 1: 144(א) בלבד - החזקה פסיבית
- תיק 2: 144(א)+144(ב) + ירי בפועל - עבירות פעילות וחמורות משמעותית
- **פער חומרה עצום**

## 2. תפקיד הנאשם ומעורבותו
- תיק 1: מחזיק פסיבי, אספן
- תיק 2: נשיאה פעילה, הובלה, שימוש בנשק (ירי)
- **מעורבות שונה לחלוטין**

## 3. שיטת ביצוע (MO)
- תיק 1: נשק מוסלק ומוסתר בבית, מופרד מתחמושת
- תיק 2: נשק מוכן לשימוש (כדור בקנה), על הגוף/ברכב, ירי בפועל
- **דפוס התנהגות הפוך**

## 4. נסיבות הליבה
- תיק 1: אספנות, אין כוונה לשימוש, נשק מנוטרל למעשה
- תיק 2: סכסוך, שימוש ממשי בנשק, סכנה ממשית לציבור
- **נסיבות מנוגדות**

## 5. ישימות כתקדים
תיק 1 (החזקה פסיבית לצורכי אספנות) **לא יכול** לשמש תקדים לתיק 2 (נשיאה פעילה + ירי). בתי המשפט מבחינים בחדות בין החזקה סטטית להתנהגות דינמית עם נשק.

SIMILARITY_SCORE: 15"
SH-10-02-25802-731,ME-13-04-35007-454,1,15,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- תיק 1: 144(א) בלבד - החזקה פסיבית
- תיק 2: 144(א)+144(ב) - החזקה **ונשיאה** (חמור יותר)
- חומרה: תיק 2 משמעותית חמור יותר

## 2. תפקיד ומעורבות
- תיק 1: החזקה בבית, פסיבית
- תיק 2: נשיאה פעילה על הגוף, בהקשר של סכסוך

## 3. שיטת ביצוע (MO)
- תיק 1: רובה צייד תקול, מאוחסן בבית
- תיק 2: אקדח עם מחסנית בהכנס, נישא על הגוף
- דפוסים שונים לחלוטין

## 4. נסיבות הליבה
- תיק 1: אין תכנון, אין מטרה פלילית, נשק לא מוכן לשימוש
- תיק 2: תכנון מוכח, מטרה של סכסוך, נשק מוכן לשימוש מיידי
- נסיבות מחמירות בתיק 2 לעומת מקלות בתיק 1

## 5. ישימות כתקדים
תיק 1 (החזקה פסיבית של נשק תקול) **לא יכול** לשמש תקדים לתיק 2 (נשיאה פעילה של נשק מוכן לשימוש בהקשר של סכסוך). הפער בחומרה ובנסיבות גדול מדי.

SIMILARITY_SCORE: 15"
ME-16-10-12213-904,ME-15-02-9111-399,1,42,SIMILARITY_SCORE: 42
ME-16-05-25902-514,SH-11-01-41775-497,3,78,SIMILARITY_SCORE: 78
ME-18-05-32659-754,ME-16-08-54879-35,3,85,SIMILARITY_SCORE: 85
ME-17-05-35227-215,ME-15-02-9111-399,1,42,"# ניתוח דמיון מהותי

## 1. סוג העבירה וחומרתה
- **תיק 1**: 144(ב) בלבד - נשיאה/הובלה של תת מקלע מאולתר
- **תיק 2**: 144(א)+144(ב) - החזקה ונשיאה של אקדח
- תת מקלע מאולתר נחשב חמור יותר מאקדח. שני התיקים כוללים 144(ב), אך תיק 2 כולל גם החזקה בלבד.

## 2. תפקיד הנאשם ומעורבותו
- שני התיקים: נשיאה/הובלה אישית, לא סחר או הפצה
- רמת מעורבות דומה

## 3. שיטת הביצוע (MO)
- **תיק 1**: ברכב, עם תכנון מוקדם
- **תיק 2**: על הגוף, ללא תכנון
- הבדל משמעותי באופן הביצוע

## 4. נסיבות הליבה
- **תיק 1**: נשק עם מחסנית בהכנס (מוכן לשימוש מיידי) + תכנון
- **תיק 2**: נשק מופרד מתחמושת (פחות מסוכן) + ללא תכנון
- כמות תחמושת דומה (מחסנית אחת)
- שניהם ללא שימוש בפועל

## 5. ישימות כתקדים
- שניהם 144(ב), אך הנסיבות המחמירות שונות מהותית
- תיק 1 חמור יותר: תת מקלע + מוכן לשימוש + תכנון
- תיק 2 פחות חמור: אקדח + מופרד + ללא תכנון
- רלוונטיות חלקית בלבד

SIMILARITY_SCORE: 42"
ME-16-04-12480-812,ME-12-03-15148-775,1,25,"בואי נבחן את הממדים המהותיים:

**1. סוג העבירה וחומרתה:**
- תיק 1: 144(א)+144(ב) - החזקה **ונשיאה/הובלה** של תת-מקלע מאולתר
- תיק 2: 144(א) בלבד - החזקה של 2 אקדחים + משתיק קול
- הבדל מהותי: 144(ב) מחמיר משמעותית. תת-מקלע נחשב חמור יותר מאקדח.

**2. תפקיד ומעורבות:**
- תיק 1: שימוש פעיל בנשק (ירי), ניסיון חבלה חמורה, איומים - מעורבות אלימה ישירה
- תיק 2: החזקה בלבד, ללא שימוש - מעורבות פסיבית יחסית

**3. שיטת ביצוע:**
- שניהם: החזקה ברכב, תכנון מוקדם
- דמיון חלקי בלבד

**4. נסיבות הליבה:**
- תיק 1: **נשק עם כדור בקנה**, שימוש בפועל בירי, סכסוך אלים, נסיבות מחמירות קיצוניות
- תיק 2: נשק מופרד מתחמושת, ללא שימוש, עבירות נלוות (שינוי זהות רכב)
- פער עצום בחומרה ובסיכון הממשי

**5. ישימות כתקדים:**
- תיק 1 הוא תיק אלימות חמורה עם שימוש בנשק
- תיק 2 הוא תיק החזקה ""סטטי"" ללא אלימות
- בית משפט **לא** יראה בתיק 2 תקדים רלוונטי לתיק 1 - הפער בחומרה ובנסיבות גדול מדי

**מסקנה:** למרות שניהם עוסקים בנשק והחזקה ברכב, הפער המהותי (144א לעומת 144א+ב, שימוש בפועל לעומת החזקה בלבד, אלימות חמורה לעומת "
